STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,DO_Min,DO_MAX,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,FecalStreptococci_Min,FecalStreptococci_Max
1867,HIMACHAL PRADESH,6,11,9,9.8,7.1,8.5,93,2574,0.2,1.7,0.2,2.2,1,17,7,170,-,-
2611,HIMACHAL PRADESH,6,11,8.9,9.8,7.3,8.5,94,2763,0.3,1.2,0.2,2.2,1,33,47,1600,-,-
3872,HIMACHAL PRADESH,7,12,8.5,9.4,6.8,8.5,113,2705,0.4,2.7,0.2,2.4,8,23,70,1600,-,-
4448,HIMACHAL PRADESH,8.1,12,8.6,9.2,7.3,8.4,91,2793,0.3,0.9,0.2,1.2,6,26,94,150,-,-
4449,HIMACHAL PRADESH,8.2,12,8.5,9,6.9,8.5,93,2814,0.4,0.8,0.2,1.3,6,26,94,220,-,-
4452,HIMACHAL PRADESH,9,9,8.5,8.5,8.1,8.1,2630,2630,0.4,0.4,1.3,1.3,14,14,94,94,-,-
4453,HIMACHAL PRADESH,10,10,8.6,8.6,8.5,8.5,2619,2619,0.5,0.5,1.2,1.2,12,12,84,84,-,-
3871,HIMACHAL PRADESH,7,12,8.5,9,7.2,8.6,99,2818,0.2,1,0.2,1.2,1,21,84,1600,-,-
3870,HIMACHAL PRADESH,7.5,13,8.3,9,7.4,8.5,91,2653,0.3,1.5,0.3,1.2,14,70,120,430,-,-
1389,"HIMACHAL
PRADESH",7,12,8.4,9.3,7.2,8.6,92,2598,0.4,1.4,0.3,1.2,1.8,110,46,1600,-,-
3869,HIMACHAL PRADESH,6,13,8.3,8.5,6.8,8.4,92,2587,0.1,1,0.2,1.3,1.8,39,39,1600,-,-
1086,HIMACHAL PRADESH,6.5,16,8,9.2,6.5,8.6,97,2545,0.2,1,0.25,1.32,1.8,210,94,1600,-,-
1087,HIMACHAL PRADESH,6.5,16,8,9.4,6.6,8.6,96,2491,0.4,1.5,0.26,1.3,1.8,94,210,1600,-,-
1013,HIMACHAL PRADESH,8,16,8,9.3,7,8.5,93,2349,0.2,1.7,0.24,1.5,1.8,70,120,1600,-,-
4446,HIMACHAL PRADESH,10,13,8.4,8.6,7.4,8.4,91,2570,0.5,0.8,0.2,1.2,9,49,1.8,280,-,-
4447,HIMACHAL PRADESH,10,13,8.4,8.6,6.9,8.5,91,2543,0.6,0.8,0.3,1.2,26,70,280,430,-,-
1014,HIMACHAL PRADESH,11,23,8.4,11.3,7.9,8.5,8,2340,0.1,0.1,0.3,0.02,13,33,110,280,-,-
1015,HIMACHAL PRADESH,10,22,8.4,11.2,7.3,8.4,83,1277,0.1,0.8,0.3,0.21,10,34,220,280,-,-
1016,HIMACHAL PRADESH,3,21,5.8,9.5,7.3,8.4,169,2560,0.1,0.4,0.34,0.82,1.8,37,1.8,170,-,-
4032,HIMACHAL PRADESH,14.5,25,7.3,10.8,7.9,8.7,147,411,0.1,0.4,0.1,0.1,22,33,170,280,-,-
4033,HIMACHAL PRADESH,15,25,8.8,10.6,7.9,8.7,2,285,0.2,0.3,0.1,0.2,21,49,170,350,-,-
4450,HIMACHAL PRADESH,8.7,12,8.4,9,7.3,8.5,92,1413,0.4,1,0.3,0.8,11,40,46,280,-,-
4451,HIMACHAL PRADESH,8.7,12,8.5,9,7,8.3,91,1399,0.3,0.9,0.3,0.8,17,47,84,350,-,-
1814,PUNJAB,14,21,7.8,9.1,7.2,8.5,192,612,-,-,0.4,5.8,20,450,170,1400,-,-
2915,PUNJAB,12,24,7.9,8.9,7,8.3,186,421,-,-,0.2,3.9,23,260,140,840,-,-
1380,PUNJAB,12,24,7.8,9,7,8.4,180,291,-,-,0.8,8.1,21,230,120,790,-,-
10020,PUNJAB,14,24,7.8,9.2,6.9,8.5,204,378,1,1,0.8,11.9,49,400,220,1000,-,-
10021,PUNJAB,16,22,7.3,8.9,7.2,8.4,180,340,1,1.6,0.4,2,33,680,170,1300,-,-
10022,PUNJAB,15,33,4.5,7.5,7,7.7,280,880,1,9,0.1,0.7,110,1100,280,2200,-,-
10023,PUNJAB,16,32,1.1,4.8,7.1,8,521,1060,4,12,0.5,2.5,680,2300,1100,3300,-,-
10024,PUNJAB,14,33,1.6,1.6,7.1,7.9,699,1326,18,45,1.2,3.6,7000,49000,14000,70000,-,-
10025,PUNJAB,14,33,-,-,7.1,7.8,889,1410,40,84,2,3.8,12000,79000,35000,110000,-,-
10026,PUNJAB,13,32,-,-,7.1,7.5,982,1680,48,120,1.6,5.2,17000,170000,79000,280000,-,-
10027,PUNJAB,16,26,7.2,8.7,7.2,8.3,214,394,1,2,0.4,6.1,140,1300,630,2600,-,-
10028,PUNJAB,17,29,2,6.2,7,7.8,312,956,4,55,0.2,5.1,14000,220000,22000,940000,-,-
1017,PUNJAB,13,20,8.8,9.8,7.1,8.4,177,242,1,1,0.39,5.02,17,93,84,390,-,-
1018,PUNJAB,11,22,8.1,9.2,6.9,8.4,190,330,-,-,0.79,2.69,26,330,140,1100,-,-
1293,PUNJAB,12,28,7.4,8.5,7.2,8.5,225,448,1.1,1.1,0.6,5.1,110,700,430,2100,-,-
1019,PUNJAB,13,27,7.8,9.1,7.3,8.5,208,367,-,-,0.48,5.02,79,780,280,1700,-,-
1690,PUNJAB,14,29,6.8,8.6,7.2,8.1,224,488,1.1,3,0.9,11.2,280,1700,920,4900,-,-
1020,PUNJAB,17,30,1.2,5.8,7,7.9,316,1245,8,105,0.41,3.12,27000,1700000,79000,3500000,-,-
1022,PUNJAB,14,32,5.2,7,7.2,7.9,280,408,1.8,4.4,0.9,3.2,200,7000,3300,11000,-,-
1021,PUNJAB,14,27,3,5.9,6.9,7.9,308,888,3.2,20,0.29,1.93,11000,93000,17000,260000,-,-
1381,PUNJAB,12,31,1,6,7.3,8,292,1230,3.4,22,1,2.5,200,22000,3300,54000,-,-
1691,PUNJAB,10,34,6.6,9,7,8.3,202,296,1.1,1.2,0.2,1.4,93,930,490,2400,-,-
1692,PUNJAB,12,34,6.4,8.9,7.1,8.3,205,315,1.2,1.8,0.2,4.3,61,920,220,2300,-,-
1088,HIMACHAL PRADESH,11.5,17,7.3,9.3,7.1,7.9,68,408,0.1,0.3,0.3,0.8,1.8,20,58,84,-,-
1089,HIMACHAL PRADESH,3,13,8,8.8,7.2,8.1,115,262,0.1,0.3,0.1,0.57,2,6,33,140,-,-
2614,HIMACHAL PRADESH,7,12,8,10.2,7,8.2,83,2380,0.1,0.2,0.1,1.5,2,4,46,140,-,-
2615,HIMACHAL PRADESH,7,14,8,11,7.3,8.2,17,207,0.1,0.3,0.1,1.1,1.8,6,1.8,120,-,-
2613,HIMACHAL PRADESH,3,12,7.4,8.7,7.1,8,121,1260,0.1,0.4,0.1,0.8,2,63,46,140,-,-
30085,PUNJAB,25.3,25.3,8.2,8.2,7.9,7.9,201,201,-,-,0.7,0.7,2,2,2,2,-,-
1097,PUNJAB,15,22,7.2,9,7.4,8.1,141,232,1,1.3,0.1,0.1,21,49,58,110,-,-
4059,JAMMU & KASHMIR,22,22,9.1,9.1,8.2,8.2,128,128,0.1,0.1,-,-,-,-,-,-,-,-
4082,JAMMU & KASHMIR,24,24,7.2,7.2,7.6,7.6,137,150,1,1.9,0.1,0.1,-,-,-,-,-,-
4061,JAMMU & KASHMIR,22,22,9,9,7.3,7.3,156,156,0.2,0.2,-,-,-,-,-,-,--,-
1290,HIMACHAL PRADESH,6,12,8.1,11.5,7.4,8.1,41,342,0.1,0.2,-,-,17,46,110,350,-,-
2605,"HIMACHAL
PRADESH",1,19,8.6,11.6,7.1,8.1,40,147,0.1,0.2,0.1,0.1,11,70,94,350,-,-
2606,"HIMACHAL
PRADESH",2,11,8.5,11.5,7.3,8.8,46,111,0.1,0.2,-,-,13,33,110,220,-,-
1090,"HIMACHAL
PRADESH",6,18,8.2,11,7.5,8.1,56,113,0.1,0.4,0.1,0.1,23,79,170,350,-,-
1551,HIMACHAL PRADESH,16,28,6.5,9.2,7,8.1,267,1582,0.4,4,0.1,1.6,4,26,32,110,-,-
1552,HIMACHAL PRADESH,17,32,5.2,8.4,7.2,8.5,474,1731,0.3,14,0.1,1.4,12,120,38,280,-,-
1868,HIMACHAL PRADESH,17,31,6.4,8.5,7.2,8.9,590,1966,0.4,7.2,0.3,4.3,13,70,32,220,-,-
2616,"HIMACHAL
PRADESH",5,14,8,9.8,6.8,8.1,88,2300,0.1,0.4,0.1,0.8,2,6,43,130,-,-
2607,"HIMACHAL
PRADESH",10,25,5.6,10.5,7.8,8.4,88,372,0.2,0.6,0.1,0.6,31,350,280,1600,-,-
2608,"HIMACHAL
PRADESH",11,13.5,8.5,8.9,7,8.2,90,204,0.1,0.3,0.2,1.2,1.8,2,46,94,-,-
2609,HIMACHAL PRADESH,8,16,8.2,9.2,7.4,8.1,124,1100,0.1,0.3,0.4,78,2,20,63,110,-,-
2610,"HIMACHAL
PRADESH",6,11,9.2,9.8,6.9,8.5,76,2389,0.1,1.3,0.2,2.2,1.8,25,46,1600,-,-
2612,HIMACHAL PRADESH,6.5,11,9,10,7.4,8.6,83,2615,0.2,1,0.1,1.2,1.8,23,31,1600,-,-
1307,JAMMU & KASHMIR,5.5,23,1.3,5.2,6.9,7.8,157,395,2.3,11.2,-,-,-,-,-,-,-,-
1306,"JAMMU &
KASHMIR",4,19,5.9,7.9,7.2,8.6,130,315,1.5,3.2,-,-,-,-,-,-,-,-
1304,"JAMMU &
KASHMIR",4,26,6.4,8.9,7.3,8.4,165,291,1.4,2.9,-,-,-,-,-,-,-,-
1410,"JAMMU &
KASHMIR",4,15,6.2,8.3,7.1,7.8,103,281,1.6,2.8,-,-,-,-,-,-,-,-
1411,JAMMU & KASHMIR,3.5,18.3,4.8,8.2,7.2,8.7,160,395,1.6,2.8,-,-,-,-,-,-,-,-
3272,JAMMU & KASHMIR,5,12.2,5.8,8.5,7.2,7.5,210,310,0.6,1,-,-,-,-,-,-,-,-
3273,JAMMU & KASHMIR,3,25.8,6,8.6,7.4,7.1,140,264,1.4,2.5,-,-,-,-,-,-,-,-
3276,JAMMU & KASHMIR,4.8,14.5,6,7.8,7.6,7.8,208,290,2,3,-,-,-,-,-,-,-,-
3277,JAMMU & KASHMIR,5,14.6,6.4,7.6,7.7,7.8,225,298,2.5,3.5,-,-,-,-,-,-,-,-
3274,JAMMU & KASHMIR,4,26,5.9,8,7.4,8.8,123,261,1.4,3.5,-,-,-,-,-,-,-,-
3275,"JAMMU &
KASHMIR",4,14.2,5.4,8.5,7.4,8.7,126,250,1.2,2.5,-,-,-,-,-,-,-,-
4053,"JAMMU &
KASHMIR",3,22,6.5,8.5,7.4,8.8,160,286,1.4,2.7,-,-,-,-,-,-,-,-
4054,"JAMMU &
KASHMIR",4.2,15,6.2,8.5,7.2,8.1,135,275,1.7,7.8,-,-,-,-,-,-,-,-
2755,JAMMU & KASHMIR,12,24,3,7.4,7.5,8.5,250,560,1.8,5.2,-,-,-,-,-,-,-,-
2756,JAMMU & KASHMIR,12,24,5.2,7.7,7.8,8.7,320,520,4,6.2,0.2,1.1,-,-,-,-,-,-
2752,JAMMU & KASHMIR,13,28,6,7.6,7.7,8.6,150,380,1.3,4.2,0.2,0.2,-,-,-,-,-,-
2748,JAMMU & KASHMIR,8,14,7.9,9.1,7.5,7.7,124,196,0.2,0.2,-,-,-,-,-,-,-,-
2749,JAMMU & KASHMIR,8,14,8.2,9.2,7.6,7.7,124,194,0.1,0.2,-,-,-,-,-,-,-,-
2750,JAMMU & KASHMIR,8,14,8.3,9.3,7.4,7.6,120,193,0.2,0.2,-,-,-,-,-,-,-,-
2751,JAMMU & KASHMIR,8,14,7.7,8.5,7.6,7.9,13,198,0.6,1.4,-,-,-,-,-,-,-,-
2754,JAMMU & KASHMIR,12,26,6,6.8,7.2,7.5,540,660,3.7,10,0.2,2.1,-,-,-,-,-,-
2757,JAMMU & KASHMIR,15,26,6.2,8,7.6,8.5,154,440,0.1,1.8,-,-,-,-,-,-,-,-
3278,JAMMU & KASHMIR,1,11.3,7.5,10.6,7.6,7.9,84,196,0.5,1.1,-,-,-,-,-,-,-,-
3279,JAMMU & KASHMIR,1,11.5,7.3,10.7,7.5,7.9,114,216,0.5,1.3,-,-,-,-,-,-,-,-
3280,JAMMU & KASHMIR,1,11,7.8,10.3,7.2,7.8,78,207,0.6,1.5,-,-,-,-,-,-,-,-
3281,JAMMU & KASHMIR,4.5,12.3,7.6,10.2,7.3,8.5,88,176,0.5,1.2,-,-,-,-,-,-,-,-
3282,JAMMU & KASHMIR,4,13.5,7.8,9.8,7.2,8.2,93,172,0.8,1.4,-,-,-,-,-,-,-,-
3283,JAMMU & KASHMIR,6,15.4,7,8.7,7.9,8,170,380,0.4,1.3,-,-,-,-,-,-,-,-
3284,JAMMU & KASHMIR,6.5,15,7,9,7.8,8,222,409,0.8,1.4,-,-,-,-,-,-,-,-
3285,JAMMU & KASHMIR,4.2,21.1,7.5,10.6,7.4,7.9,119,342,0.5,1.4,-,-,-,-,-,-,-,-
3286,JAMMU & KASHMIR,3.9,22.2,6.8,9.8,7.3,7.8,152,318,0.6,2.1,-,-,-,-,-,-,-,-
3287,JAMMU & KASHMIR,3.8,21.6,7.5,10,7.3,7.7,128,296,0.6,1.1,-,-,-,-,-,-,-,-
2742,JAMMU & KASHMIR,7.9,28,7.8,8.5,7.5,8.3,119,380,0.1,1,0.1,0.1,-,-,-,-,-,-
2743,JAMMU & KASHMIR,8.2,28,7.2,8.6,7.8,8.4,128,375,0.1,1.4,0.1,0.1,-,-,-,-,-,-
1412,"JAMMU &
KASHMIR",12,34,5,7.2,7.4,8.8,381,877,1.8,12,0.1,0.8,-,-,-,-,-,-
2744,JAMMU & KASHMIR,11,33,6.2,7.9,7.5,8.9,126,400,0.6,3,0.3,0.3,-,-,-,-,-,-
2745,JAMMU & KASHMIR,11,30,1,7.6,8,8.7,125,800,1.4,8,0.3,0.3,-,-,-,-,-,-
2746,"JAMMU &
KASHMIR",11,30,7.2,8.4,8.2,8.6,118,373,0.8,1.8,0.3,0.8,-,-,-,-,-,-
2747,JAMMU & KASHMIR,12,30,6.3,8.2,8,8.6,120,422,0.5,1.8,0.2,0.2,-,-,-,-,-,-
1870,HIMACHAL PRADESH,19.4,20.2,2.5,6.3,7.5,8.1,214,1536,1.6,72,0.8,3.6,17,920,47,1600,-,-
4161,PUNJAB,16,26,7.6,9.1,7.2,8.4,283,393,1.4,1.4,0.9,10.3,98,700,320,2200,-,-
3856,HIMACHAL PRADESH,7,23,6,7.9,7.4,8.2,193,470,0.1,0.3,0.2,1.3,1.8,5,1.8,110,-,-
3857,HIMACHAL PRADESH,7,23,6,7.9,7.1,8.3,151,1690,0.1,0.4,0.3,1.5,1.8,60,1.8,140,-,-
3858,"HIMACHAL
PRADESH",6,26.5,6,8,7.2,8.1,191,456,0.1,0.3,0.3,1.4,1.8,6,1.8,120,-,-
3859,HIMACHAL PRADESH,6,26,5.8,7.6,7,8.1,172,495,0.1,0.3,0.1,1.1,1.8,6.1,1.8,130,-,-
4030,HIMACHAL PRADESH,7,24,6,7.8,7.1,8.1,187,521,0.1,0.3,0.3,0.8,1.8,6,1.8,140,-,-
4031,HIMACHAL PRADESH,7,25.5,6,7.7,7.2,8,164,437,0.1,0.3,0.2,1,1.8,6.1,1.8,150,-,-
4433,HIMACHAL PRADESH,10,25,6.2,7.9,7.3,8.6,374,618,0.1,0.5,0.4,1.3,2,6,94,130,-,-
1869,"HIMACHAL
PRADESH",5,25,5.9,7.8,7.2,8.9,181,4670,0.1,0.5,0.5,1.2,0.3,61,1.8,180,-,-
4038,"HIMACHAL
PRADESH",5,18,8.5,11.6,7.6,8.2,62,122,0.1,0.2,,,13,40,150,280,--,-
2617,"HIMACHAL
PRADESH",5,20,8.1,10.3,7.3,8.4,42,4700,0.2,1.2,0.1,2.3,1,17,21,1600,-,-
2618,"HIMACHAL
PRADESH",6,19,7.6,10.5,7.4,8.4,52,5815,0.3,2.2,0.2,2.3,1.8,26,26,350,-,-
2619,"HIMACHAL
PRADESH",5,19,7.4,10.3,7.6,8.2,65,8033,0.3,4.6,0.1,2.8,2,39,26,540,-,-
4039,"HIMACHAL
PRADESH",6,21,7,11.6,7.4,8.2,63,970,0.1,1.2,0.1,2.6,7,38,63,1600,-,-
4075,JAMMU & KASHMIR,22,22,8.2,8.2,8.4,8.4,191,191,-,-,-,-,-,-,-,-,-,-
4076,JAMMU & KASHMIR,22,22,8.2,8.2,8.4,8.4,188,188,-,-,-,-,-,-,-,-,-,-
4079,JAMMU & KASHMIR,21,22,7.4,8.2,7.6,8.3,96,136,-,-,-,-,-,-,-,-,-,-
4081,JAMMU & KASHMIR,16,16,8.5,8.5,8.1,8.1,119,119,0.2,0.2,-,-,-,-,-,-,-,-
4464,HIMACHAL PRADESH,19,25,7.8,9.4,8.1,8.6,381,418,0.1,0.1,-,-,21,26,170,170,-,-
4465,HIMACHAL PRADESH,20,21,7.6,11,7.9,8.3,211,623,0.1,0.1,-,-,11,27,79,210,-,-
4036,HIMACHAL PRADESH,20,20.6,5.2,9.5,7.4,8.4,201,350,0.1,1.8,0.3,0.5,4,26,12,220,-,-
4479,HIMACHAL PRADESH,18,18,5.7,6.8,7.3,8.6,257,1015,0.2,2.2,0.1,1.5,6,12,20,58,-,-
2620,HIMACHAL PRADESH,-,-,5.5,9,7,8.9,210,462,0.1,2.4,0.1,2.9,3.6,23,1.8,170,-,-
4023,HIMACHAL PRADESH,8,11,7.1,8.9,7.2,8.1,57,236,0.1,0.2,0.3,1,1.8,20,46,140,-,-
4024,HIMACHAL PRADESH,9,12,7.2,8.4,7,8.1,83,254,0.1,0.3,0.1,1.1,1.8,37,46,170,-,-
4025,HIMACHAL PRADESH,11,13.5,8.2,8.6,7.1,8.1,109,1230,0.1,0.3,0.1,28,2,4,70,94,-,-
4026,HIMACHAL PRADESH,11.5,13.5,8.1,8.6,7,8.5,7,246,0.1,0.3,0.3,1,2,6,46,110,-,-
4060,JAMMU & KASHMIR,22,22,9.2,9.2,8.6,8.6,172,172,0.2,0.2,-,-,-,-,-,-,-,-
4457,HIMACHAL PRADESH,19,19,8.3,8.3,7.5,7.5,184,184,0.2,0.2,0.4,0.4,2,2,63,63,-,-
4458,HIMACHAL PRADESH,19,19,8.1,8.1,7.2,7.2,172,172,0.3,0.3,0.5,0.5,2,2,70,70,-,-
4460,HIMACHAL PRADESH,15,15,8.2,8.2,7.3,7.3,228,228,0.2,0.2,0.2,0.2,-,-,-,-,-,-
4428,HIMACHAL PRADESH,10,26,6,8.5,6.9,8.5,177,3523,0.3,2.8,0.4,7.9,1,33,2,350,-,-
4429,HIMACHAL PRADESH,8,28,5,8,7,8.4,198,5822,2.2,4,0.4,8.5,4,350,920,1600,-,-
4424,HIMACHAL PRADESH,7,22,6.2,8.9,8,8.7,266,3128,0.4,0.6,0.4,4.2,1,23,1,350,-,-
4432,HIMACHAL PRADESH,16.5,25,6.1,7.9,7.1,8.2,343,544,0.1,0.2,0.2,0.2,2,4,46,79,-,-
4431,HIMACHAL PRADESH,8,23,5.6,9.3,7.4,8.4,123,1340,0.3,4.6,0.1,1.7,11,120,130,1600,-,-
2626,"HIMACHAL
PRADESH",7,22,6.2,9.9,6.6,8.2,344,584,0.2,0.7,0.1,1.7,9,22,26,58,-,-
2627,"HIMACHAL
PRADESH",8,24,6.4,10.4,6.7,8.3,357,574,0.5,1.6,0.1,0.7,15,31,39,120,-,-
2913,PUNJAB,14,32,4.8,7.1,7.3,7.8,270,478,2.1,5,0.6,1.2,1100,1700,2200,6300,-,-
1491,UTTARAKHAND,-,-,9.8,9.8,-,-,-,-,-,-,-,-,7,7,9,9,-,-
1485,UTTARAKHAND,17,18,9.4,9.8,7.8,7.9,-,-,BDL,1.0,-,-,1.8,2,1.8,2,-,-
1484,UTTARAKHAND,17,19,9.6,10.2,7.6,7.8,-,-,1.0,1.0,-,-,1.8,2,NA,2,-,-
1486,UTTARAKHAND,16,18,9.2,10.2,7.7,7.8,-,-,1.0,1.0,-,-,1.8,2,NA,2,-,-
1488,UTTARAKHAND,17,18,9.4,10.2,7.6,8.0,-,-,1.0,1.0,-,-,1.8,2,NA,2,-,-
1487,UTTARAKHAND,17,19,9.2,10.0,7.6,7.9,-,-,1.0,1.0,-,-,1.8,2,NA,2,-,-
1489,UTTARAKHAND,17,19,9.6,10.0,7.8,8.0,-,-,1.0,1.0,-,-,1.8,2,NA,2,-,-
20048,UTTARAKHAND,19,21,9.2,10.2,7.9,8.1,105,292,1.0,1.0,-,-,40,60,110,170,-,-
1060,UTTARAKHAND,16,20,9.8,11.8,7.4,8.2,114,125,1.0,1.0,,,14,30,40,401,-,-
20049,UTTARAKHAND,19,28,8.8,10.2,7.8,8.4,-,390,1.0,1.0,,,40,70,90,170,-,-
10147,UTTARAKHAND,16,22,9.0,11.2,7.3,8.2,97,154,1.0,1.0,,,26,40,50,90,-,-
2725,UTTARAKHAND,16,25,8.6,10.4,7.4,8.4,308,400,1.0,1.2,,,50,130,110,280,-,-
10148,UTTARAKHAND,17,22,9.0,10.2,7.5,8.4,121,155,1.0,1.0,,,26,50,40,110,-,-
1061,UTTARAKHAND,16,22,8.6,9.4,7.1,8.0,173,231,1.0,2.0,,,70,220,130,350,-,-
2727,UTTARAKHAND,16,20,8.6,10.0,7.4,8.3,-,143,1.0,1.2,-,-,40,90,110,170,-,-
10150,UTTAR PRADESH,,,7.5,9.7,7.4,7.7,62,253,1.3,1.8,,,,,,,-,-
1062,UTTAR PRADESH,16.5,26,7.5,10.5,6.8,7.7,155,266,0.9,2.8,0.33,0.82,220,1700,540,3500,-,-
10149,UTTAR PRADESH,16,26,7.3,11.5,6.5,7.6,163,256,0.6,2.1,0.25,0.85,110,1100,240,2800,-,-
2488,"UTTAR
PRADESH",15,30,7.0,10.4,6.9,7.5,210,232,1.1,2.8,0.32,0.62,110,280,170,550,-,-
2489,UTTAR PRADESH,17,30,7.2,10.3,7.0,7.6,218,236,0.8,2.6,0.34,0.53,170,430,240,920,-,-
1145,UTTAR PRADESH,14,29,7.3,10.6,7.1,7.6,220,234,1.0,2.5,0.37,0.66,280,920,630,1600,-,-
2490,UTTAR PRADESH,16,25,9.7,10.5,7.0,8.0,118,789,0.9,2.5,0.55,0.62,170,270,250,460,-,-
10151,UTTAR PRADESH,16,33,6.4,10.7,7.6,8.4,157,285,1.7,2.6,,,1.8,1700,1700,2700,-,-
1063,UTTAR PRADESH,16,32,6.4,10.6,7.7,8.6,205,345,2.4,3.4,,,1300,2700,3300,4600,-,-
