STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,DO_Min,DO_MAX,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,FecalStreptococci_Min,FecalStreptococci_Max,Latitude,Longitude
2067,ASSAM,19,30,6.4,9.2,7,8,86,168,1.1,2.4,0.8,2.3,300,1100,720,2800,-,-,26.160268,91.56994
2066,ASSAM,22,36,4.7,6.8,7.2,8,75,206,1.0,2.1,1.0,1.4,300,2000,1400,4200,-,-,26.015519,89.993294
3781,ASSAM,12,31,BDL,10,7.4,8.1,37,226,1.0,3,0.4,2.4,1.8,920,1.8,2700,-,-,27.412578,94.757007
4004,ASSAM,18,28,7.3,7.8,7.3,7.9,62,150,1.1,2.1,0.4,1.9,300,1200,720,3500,-,-,26.660261,93.174272
1422,ASSAM,14.0,31.0,5.2,10,7.4,7.9,73,176,1.3,3.6,0.6,2.1,300,1500,1400,3500,-,-,27.284622,95.662347
2062,ASSAM,14.0,30.0,5.4,11.2,7.3,8.1,62,165,1.3,3,0.5,1.4,300,910,360,3500,-,-,27.321156,95.309064
2230,ASSAM,14.0,30.0,5.5,9.7,7.3,9,70,159,1,2.6,0.4,2.1,300,730,720,2800,-,-,27.320585,95.308605
1796,NAGALAND,16.6,29.6,5.1,6.5,7,8.5,87,1427,0.4,2.7,0.1,1.3,-,-,-,-,-,-,25.888505,93.733632
1797,NAGALAND,21.2,33.5,4.8,7.3,6.8,8,103,1503,1.2,3.4,0.5,1,-,-,-,-,-,-,25.912708,93.743269
1800,NAGALAND,16.1,32.3,0.4,3.3,6.8,7.5,34,333,4.4,18,0.3,1.8,-,-,-,-,-,-,25.802,93.606574
1798,NAGALAND,21.3,33.9,5,6.8,7,7.7,104,270,1.3,3.5,0.1,1.2,-,-,-,-,-,-,25.910359,93.743963
1259,ASSAM,20.0,31.0,5.1,9.9,6.9,8,68,162,1.4,3,0.9,2.1,550,1500,360,4300,-,-,26.503075,93.952372
1799,NAGALAND,14.0,32.7,4.6,7.8,7,8,128,207,1.2,2.8,0.1,1.5,-,-,-,-,-,-,26.622872,93.773159
1928,NAGALAND,21.6,33.2,4.7,7.2,7.2,8.5,105,281,1.7,4.4,0.2,1.3,-,-,-,-,-,-,25.801511,93.606777
3764,ASSAM,18.0,30.0,6.6,7.3,7.3,8.0,61,118,1.2,3.0,0.8,2.0,300,1400,360,3900,-,-,26.695365,92.256473
3792,ASSAM,21.0,31.0,5.7,10.2,6.9,7.8,50,132,1.6,3.0,0.5,2.0,300,1500,720,4300,-,-,25.234537,92.847473
3106,"ARUNACHAL
PRADESH",17.3,19.2,-,-,7,7.7,-,-,-,-,-,-,-,-,-,-,-,-,28.171662,95.832182
3107,"ARUNACHAL
PRADESH",16.0,18.4,-,-,6.8,8.0,-,-,-,-,-,-,-,-,-,-,-,-,27.495543,96.215343
3096,"ARUNACHAL
PRADESH",20.1,22.0,-,-,7,8.2,-,-,-,-,-,-,-,-,-,-,-,-,27.137292,93.750572
3759,ASSAM,20.0,32.0,5,7,7.3,8.1,52,94,1,2.3,0.6,2.2,300,2100,910,3600,-,-,27.101722,93.838085
3786,ASSAM,13.0,31.0,4.6,9,7,7.8,56,193,1.3,2,0.6,2.4,300,900,1100,2400,-,-,27.467718,94.557012
3105,"ARUNACHAL
PRADESH",19.6,21.7,-,-,7.1,7.8,-,-,-,-,-,-,-,-,-,-,-,-,27.596463,94.776723
3807,ASSAM,18.0,33.0,5.0,8.6,6.7,7.4,34,70,1.1,2.8,0.6,2.0,300,1500,300,3500,-,-,26.120322,91.977702
1530,ASSAM,14.0,30.0,3.2,6.3,6.9,7.8,91,285,2.1,5.2,0.9,2.5,720,2000,720,8500,-,-,27.381964,95.622819
2231,ASSAM,19.0,30.0,6.1,7.8,6.9,7.8,110,232,0.4,2.3,0.4,3.1,300,730,300,1500,-,-,26.975605,94.630335
3776,ASSAM,17.0,31.0,5.5,7.9,6.7,7.6,124,242,0.6,2.1,0.5,1.6,300,910,300,2100,--,-,26.814742,94.805697
3778,ASSAM,19.0,27.0,6,8,7,7.8,33,218,0.7,1.9,0.3,1.7,300,360,300,1400,-,-,26.999059,94.468503
3821,ASSAM,23.0,36.0,3.3,5.6,6.6,7.7,20,43,1,2.9,0.5,2.2,300,360,360,14000,-,-,26.236174,90.300305
1298,ASSAM,18.0,29.0,4.5,7.3,6.7,7.6,93,240,1,2.3,0.7,2.7,300,730,300,1500,-,-,27.311023,95.101786
2058,ASSAM,14.0,32.0,5.4,9.4,7,7.8,57,180,1.1,3,0.9,2.0,300,730,360,2800,-,-,27.141901,95.36639
4005,ASSAM,20.0,30.0,2.1,6.8,3.6,7.8,94,232,1.2,2.2,0.4,2.2,300,360,700,910,-,-,27.053317,94.67365
3763,ASSAM,18.0,30.0,5.2,6.6,7.5,8,72,106,1.3,2.3,0.4,2.1,300,2000,730,3500,-,-,26.779777,92.836601
4010,ASSAM,22.0,22.0,2.3,2.3,6.7,6.7,132,132,2.3,2.3,1.5,1.5,730,730,2800,2800,-,-,24.926699,92.752362
4011,ASSAM,20.0,32.0,4.5,8,6.8,7.8,73,180,1.4,4.8,0.7,4.9,360,1500,300,4300,-,-,26.732834,94.231503
4012,ASSAM,24.0,34.0,5.1,5.5,7,7.6,43,188,1.3,2.8,0.8,2.3,300,1500,300,3500,-,-,26.4214,90.51945
4329,ASSAM,21.0,24.0,5.2,5.7,7.1,7.2,92,100,2,2.2,0.7,1.9,360,730,300,2300,-,-,24.854133,92.82625
4331,ASSAM,21.0,26.0,5.4,5.6,6.4,7.5,98,136,1.2,2.9,1.0,1.4,360,730,1400,3500,-,-,24.679936,92.560945
4332,ASSAM,21.0,31.0,5.7,7.2,7.1,7.7,106,193,1.3,2.7,1.0,2.1,360,710,300,1100,-,-,27.130021,94.738353
4336,ASSAM,17.0,30.0,5.2,7.8,7,7.3,46,80,0.8,1.2,0.7,1.4,300,300,300,910,-,-,26.786797,94.627518
4341,ASSAM,20.0,34.0,5.3,9.3,7.1,8,42,127,1.4,2.8,0.8,1.3,300,910,1400,2100,-,-,26.348056,91.816389
4342,ASSAM,22.0,33.0,5.3,10.2,6.8,8.1,38,173,1.2,2.1,0.7,1.8,610,1100,1500,2800,-,-,26.437483,91.624267
4343,ASSAM,22.0,35.0,5.4,9.1,7.4,8.1,81,143,1.1,2,1.0,1.2,300,730,1400,2800,-,-,26.458611,91.395278
4344,ASSAM,22.0,35.0,5.2,7.4,7.5,8.1,107,160,1.3,2.2,1.0,1.3,300,1100,720,2000,-,-,26.515419,91.264215
4345,ASSAM,13.0,33.0,7.4,9.6,7.1,7.3,33,60,1.3,2.5,0.8,1.2,300,700,720,2100,-,-,25.943333,91.148889
3380,MEGHALAYA,16.0,30.0,6.8,7.5,6.8,7.3,71,88,1.3,2,0.4,0.5,21,43,150,430,-,-,25.904203,90.606251
3381,MEGHALAYA,17.0,31.0,7.0,7.8,5.9,7.4,55,91,1.5,2.2,0.4,0.6,17,41,120,430,-,-,25.65076,90.80859
3382,MEGHALAYA,17.0,30.0,7.0,7.6,6.8,7.5,63,82,1.2,1.7,0.4,0.5,12,38,140,540,-,-,25.8358,90.78135
1802,SIKKIM,17.0,22.0,10.0,12.0,6.5,7.0,220,250,1.5,2.0,1.0,3.8,15,60,75,130,-,-,27.402553,88.519402
1930,NAGALAND,13.4,26.4,4.9,7.8,7.6,9,53,437,1.4,3.5,0.4,2.0,-,-,-,-,-,-,25.67564,94.109775
1929,NAGALAND,15.0,27.4,5.2,7.6,7.3,8.9,77,883,1.6,2.9,0.1,1.4,-,-,-,-,-,-,25.752349,93.869559
2888,NAGALAND,16.5,27.9,4.8,7.2,7.5,8.6,78,166,1.6,2.9,0.1,1.7,-,-,-,-,-,-,25.860778,93.780081
2891,NAGALAND,11.0,22.8,5.6,7.2,7.4,9.1,86,289,1.4,2.4,0.7,5.8,-,-,-,-,-,-,25.675285,94.107884
2889,NAGALAND,10.1,23.1,4.8,8,7,8.6,57,138,1.1,2.6,0.4,3.3,-,-,-,-,-,-,25.674565,94.107658
2892,NAGALAND,13.1,22.8,5.4,7.1,7.3,8.9,142,713,1.4,2.2,1.1,9.0,-,-,-,-,-,-,25.670679,94.107976
2893,NAGALAND,12.5,22.7,5.2,6.8,7.4,8.5,150,385,1.8,2.8,1.2,5.1,-,-,-,-,-,-,25.675346,94.108799
4719,WEST BENGAL,19.0,29.0,7.1,7.4,7.1,7.7,85,149,1.2,2.9,0.1,1.0,2600,9000,9000,17000,-,-,26.355748,89.369404
4724,WEST BENGAL,19.0,30.0,6.5,7.4,6.2,7.9,64,105,1.5,2.2,0.1,3.1,2200,11000,7000,22000,-,-,26.728854,89.324331
1232,RAJASTHAN,18,29,3.9,6,7.9,8.2,410,630,0.6,2.1,1.7,2.1,7,39,20,120,-,-,23.648483,74.126708
1864,GUJARAT,26,33,6.1,8.3,7.7,8.5,325,62100,0.4,0.8,0.4,0.9,4,14,20,120,-,-,22.254744,72.982618
1233,"MADHYA
PRADESH",18,28,6.4,8.2,8,8.4,248,58890,1.0,1.5,0.7,1.1,1.8,1.8,8,63,-,-,23.031056,75.210878
4,GUJARAT,23,29,5.3,8.0,7.6,8.5,327,516,0.3,0.6,0.36,0.52,4,30,33,240,-,-,22.81225,73.359778
5,GUJARAT,23,31,7.0,8.3,7.6,8.5,304,637,0.3,0.5,0.38,0.64,4,26,32,96,-,-,22.4405,73.073361
1229,GUJARAT,28,33,7.3,8.6,7.5,8.3,349,476,0.2,0.4,0.4,0.6,2,2,4,21,-,-,23.285842,73.831736
1230,GUJARAT,29,34,7.2,8.3,7.8,8.5,336,463,0.3,0.5,0.4,0.5,4,14,21,63,-,-,23.324822,73.9021
1231,GUJARAT,28,33,7.3,8.1,7.5,8.4,359,525,0.3,0.5,0.4,0.6,4,14,21,49,-,-,23.152072,73.551372
1863,GUJARAT,24,31,7.1,8.3,7.8,8.5,292,612,0.3,12,0.4,0.6,4,350,33,920,-,-,22.342298,73.052575
3206,GUJARAT,14,32,7.2,8.0,7.2,8.5,331,846,0.3,4.3,0.5,0.9,2,14,4,79,-,-,22.342339,73.054185
3318,"MADHYA
PRADESH",22,29,6.6,7.9,7.4,7.9,258,572,1.6,2.5,BDL,1.7,2,17,40,220,-,-,23.177764,74.92737
3848,"MADHYA
PRADESH",18,28,6.4,8.4,7.8,8.7,276,588,0.8,2,0.6,1.1,1.8,1.8,34,70,-,-,22.769157,74.605708
1228,GUJARAT,29,34,5.8,7.7,7.5,8.5,244,665,0.4,0.9,0.4,0.6,4,39,47,140,-,-,22.846264,74.291789
2104,"MADHYA
PRADESH",23,28,6.2,7.6,7.2,7.9,241,1020,1.7,4,BDL,1.2,2,70,49,350,4,4,23.639659,75.126136
2102,"MADHYA
PRADESH",23,30,6.4,7.7,7.4,7.8,264,696,1.8,2.8,BDL,1.0,2,31,48,210,-,-,24.05703,75.074378
1227,GUJARAT,28,34,5.7,7.6,7.4,8.3,254,367,0.4,0.6,0.4,0.6,4,26,33,170,-,-,23.055164,73.716378
1221,GUJARAT,27,27,6.6,7.9,7.5,8,253,606,1.2,2.1,0.2,1.1,33,63,84,150,-,-,24.22986,73.005317
1223,GUJARAT,26,29,BDL,3.4,7.3,8.1,762,3430,4,50,0.2,0.3,21,330,170,2100,-,-,22.721547,72.530103
1409,GUJARAT,25,30,5.5,8,7.4,8.5,259,1078,1.1,14,0.2,1.5,13,110,130,630,-,-,23.06353,72.589064
1866,GUJARAT,25,30,5,8.4,7.4,8.3,253,1132,1,4,0.2,2.3,9,120,94,350,-,-,23.090926,72.629239
1,GUJARAT,24,31,6.8,8.4,6.1,8.4,328,576,0.6,1.1,0.2,0.20,1.8,2,4,91,-,-,24.004528,72.853278
2,GUJARAT,25,30,BDL,1.6,6.9,9,1249,3308,44,203,0.1,0.68,33,700,350,1700,-,-,22.982611,72.543139
1407,GUJARAT,27,29,7,7.6,7.6,8.4,259,397,1,2.7,0.3,1,59,83,210,330,-,-,23.245906,72.68218
1408,GUJARAT,29,32,-,-,7.2,7.8,795,3124,10,55,0.3,0.4,140,680,2200,9200,-,-,23.031314,72.575114
1482,GUJARAT,27,29,6.7,7.3,8.3,8.4,22,468,1,1.8,0.3,0.3,7,14,48,94,-,-,23.496903,72.796265
2075,GUJARAT,24,30,6.6,8.1,7.7,8.4,277,474,0.6,1.3,0.1,0.1,1.8,4,2,47,-,-,24.004247,72.854736
3321,MADHYA PRADESH,20.5,31.5,7.2,8.2,7.7,7.9,237,3315,0.8,1.7,BDL,0.8,-,-,25,47,-,-,22.672558,81.766411
1242,"MADHYA
PRADESH",19.4,30.5,7,7.7,7.5,7.8,196,2218,0.2,0.7,0.2,0.5,1.8,1.8,1.8,36,-,-,22.67244,81.759518
1241,"MADHYA
PRADESH",18,22.8,7,7.8,7.3,8.3,170,398,1.3,1.8,0.3,1.4,1.8,10,43,43,-,-,22.598638,80.371449
1240,"MADHYA
PRADESH",15,22.2,7,7.9,7.2,8.3,280,2280,1.3,1.9,0.3,1.6,1.8,13,47,48,-,-,22.948622,79.190171
2106,"MADHYA
PRADESH",20,26,6.1,7.6,7.3,8.4,139,350,1.6,2,0.1,0.8,1.8,18,40,63,-,-,22.496589,76.980555
45,"MADHYA
PRADESH",17,28,6.7,8.6,7.6,8.8,34,459,0.8,1.4,0.02,0.87,1.8,1.8,34,50,-,-,22.177393,75.659194
1239,"MADHYA
PRADESH",18,27,6.4,8.6,7.8,8.6,249,456,0.8,1.8,0.5,1.2,1.8,1.8,30,49,-,-,22.037618,74.901793
1431,"MADHYA
PRADESH",18,28,6.9,8.6,7.8,8.5,272,355,0.6,1.8,0.4,0.9,1.8,1.8,32,49,-,-,22.169213,75.583684
2099,"MADHYA
PRADESH",18,22.5,7.2,8.2,7.3,8.3,170,348,1.2,1.7,0.2,1.4,1.8,11,43,43,-,-,23.124913,79.774671
1234,"MADHYA
PRADESH",19,31,7.4,9.4,7.4,8.6,206,1661,1.2,2.1,0.4,4.2,2,18,94,540,-,-,22.756614,77.690036
2112,"MADHYA
PRADESH",17,29,6.5,8.4,7.9,8.7,270,349,0.8,1.2,0.4,1,1.8,1.8,39,49,-,-,22.226413,76.045534
44,"MADHYA
PRADESH",19,30,6.2,9.8,7.7,8.3,207,1843,1.4,2.9,1.01,4.42,2,49,70,2400,-,-,22.762685,77.71649
1235,MADHYA PRADESH,20,30,7.5,9.8,7.4,8.6,180,484,1.5,2.8,0.5,15.5,2,110,110,2100,-,-,22.756584,77.687182
2113,MADHYA PRADESH,17,28,6.3,7.9,7.9,8.6,248,349,0.8,1.4,0.5,1.4,1.8,18,34,49,-,-,22.283823,76.471463
1430,MADHYA PRADESH,17,28,6.7,8,7.9,8.5,264,422,1,1.4,0.4,1.1,1.8,1.8,38,49,-,-,22.243694,76.150756
3322,MADHYA PRADESH,18,22.3,7.2,8,7.2,8.3,170,392,1.1,1.8,0.3,1.3,1.8,1.8,-,-,-,-,22.598282,80.370419
3323,MADHYA PRADESH,17.8,22.3,6.4,7.9,7.3,8.6,230,2860,1.2,1.8,0.3,1.1,1.8,6,25,25,-,-,23.124518,79.775616
3324,MADHYA PRADESH,15,22.2,7.2,7.8,7.2,8.3,225,380,1.4,1.8,0.3,1.1,1.8,9,39,39,-,-,23.133109,79.800745
3325,MADHYA PRADESH,15,22.4,7.2,7.8,7.1,8.3,254,396,1.4,1.8,0.2,1.6,1.8,14,43,47,-,-,23.133838,79.800558
2118,"MADHYA
PRADESH",19.5,31.5,7.2,7.8,7.6,7.9,246,562,1.3,1.9,0.4,0.8,1.8,1.8,40,48,-,-,23.08306,81.567668
2123,"MADHYA
PRADESH",19,30,7.2,9.8,8,8.4,174,336,1.1,2.4,1,3.5,1.8,63,63,2100,-,-,22.761672,77.7185
3326,MADHYA PRADESH,23.4,27.8,5.1,6.3,7.4,8.3,212,586,1.3,1.9,0.4,1.8,1.8,18,31,47,-,-,23.833509,80.389749
3828,MADHYA PRADESH,15.6,22.3,7.2,7.6,7.2,8.3,258,448,1.3,2.2,0.3,1.6,1.8,11,45,46,-,-,23.277289,79.649662
3829,MADHYA PRADESH,15.3,22.8,6.1,7.9,7,8.3,264,4240,1.2,2.8,0.2,1.6,1.8,11,39,43,-,-,23.277283,79.648869
3847,MADHYA PRADESH,18,29,6.4,7.8,7.5,8.7,287,388,0.6,1.4,0.5,1.1,1.8,1.8,33,49,-,-,22.146769,75.346636
7,GUJARAT,26,30,6.2,7.7,7.5,8.2,230,333,0.1,0.64,0.07,0.16,17,33,33,79,-,-,21.887833,73.645444
1244,GUJARAT,25,31,6.3,7.5,7.6,8.3,217,331,0.3,0.9,0.1,0.2,13,33,32,79,-,-,21.950608,73.584697
1245,GUJARAT,20,30,7,7.8,7,8.4,204,368,0.3,0.8,0.4,0.6,4,26,33,210,-,-,21.983722,73.456331
1981,GUJARAT,26,30,6.1,7.4,7.6,8.2,235,2910,0.6,0.8,BDL,BDL,21,33,46,94,-,-,21.714997,73.042891
1243,GUJARAT,27,30,5.9,7.1,7.7,8.2,244,18300,0.7,1.1,BDL,BDL,49,110,170,390,-,-,21.665906,72.916681
1236,MADHYA PRADESH,18,24,6.5,7.6,7.8,8.2,260,682,0.8,1.2,0.3,1.1,1.8,1.8,7,84,-,-,22.562555,77.978245
2100,"MADHYA
PRADESH",16.8,30.3,7.3,7.6,7.3,8.3,220,3420,1.3,1.9,0.1,1.7,1.8,12,39,48,-,-,23.117239,79.99781
2114,MADHYA PRADESH,14,29,5.8,7.6,7.4,8.4,410,739,1,2.2,0.3,4,1.8,130,43,540,-,-,22.168429,75.723814
3305,MADHYA PRADESH,15.8,29.9,7.2,7.7,7.2,8.3,230,2430,1.2,1.7,0.2,1.6,1.8,12,43,46,-,-,22.049425,80.716076
2115,MADHYA PRADESH,18,28,6.2,7.8,7.8,8.9,268,590,1.1,2,0.6,2.2,1.8,94,7,350,5,5,21.435417,76.436112
9,"MADHYA
PRADESH",18,28,6,7.8,7.2,8.5,250,496,1,1.2,0.584,1.602,1.8,1.8,7,49,-,-,21.4345,76.436556
10,MADHYA PRADESH,19,28,3.9,8,7.2,8.7,290,1048,1.3,6,0.839,8.1,1.8,280,58,540,-,-,21.286389,76.222361
1250,MADHYA PRADESH,19,28,4,7.8,7.5,8.9,337,1122,1.2,2.8,0.6,8.1,1.8,1.8,70,170,-,-,21.264413,76.190181
1313,MAHARASHTRA,24,41,5.2,6.2,6.9,7.9,242,771,3,13.5,1.1,13.9,1.8,550,140,1800,1.8,1.8,21.24294,76.034146
1907,MAHARASHTRA,22,38,4.6,6.5,7.2,8.3,386,948,3,11.5,0.3,6.7,1.8,110,140,900,1.8,8,21.161624,73.793751
1314,MAHARASHTRA,25,31,5.8,6.3,7.2,7.9,290,738,3.2,18.5,0.3,6.2,1.8,425,150,1800,1.8,1.8,21.546291,74.466807
1251,MAHARASHTRA,22,29,5.7,6.3,7.3,7.9,262,772,3.2,12.5,0.3,4.1,1.8,225,210,1800,1.8,1.8,21.047772,75.786357
46,GUJARAT,22,35,6.4,7.2,6.3,8.4,217,640,0.6,1.1,0.03,0.14,6,11,21,83,-,-,21.259844,73.565783
1247,GUJARAT,26,29,6,7.4,7,8.2,326,3795,0.6,1.0,0.2,0.2,6,9,21,83,-,-,21.247908,73.301033
1983,GUJARAT,26,29,6.2,7.3,7.1,8,315,494,0.7,0.9,0.2,0.1,6,11,21,83,-,-,21.221618,73.170007
47,GUJARAT,26,30,6.2,7.4,7.3,8,170,657,0.5,1.1,0.02,0.53,6,9,21,53,-,-,21.284075,72.952236
1248,GUJARAT,26,29,6.4,7.3,7.3,7.9,302,584,0.6,1.2,0.2,0.2,6,17,27,76,-,-,21.2855,72.935483
1982,GUJARAT,26,30,6.5,7.2,6.8,8.4,315,1871,0.6,1.6,0.2,0.2,6,12,33,83,-,-,21.194545,72.811552
2071,GUJARAT,26,29,5.4,6.9,7,7.8,1371,57169,0.9,2.8,0.2,0.6,9,17,39,177,-,-,21.148919,72.743684
2070,GUJARAT,26,30,6.2,7.3,7.3,7.9,795,20290,0.8,1.8,0.2,0.25,8,39,41,362,,,21.461094,72.726327
2127,"MADHYA
PRADESH",24,26,8.4,8.7,7.9,8.1,268,616,1.3,1.8,0.3,3.04,2,2,33,84,,,22.124707,78.03034
3203,GUJARAT,25,32,5.8,7,7.7,8.4,279,2750,0.7,1.2,0.19,0.88,23,49,94,170,,,21.635384,73.064972
2652,MAHARASHTRA,29.5,31,4.6,6.1,7.9,8.5,496,2003,3,3.4,0.3,6.25,4,900,170,1800,1.8,1.8,21.326479,74.555815
2658,MAHARASHTRA,21,24,5.8,6.2,7.2,8.0,417,654,3.4,3.4,0.3,3.63,1.8,4,150,210,1.8,1.8,21.039758,75.067178
2659,MAHARASHTRA,29.5,38,3.6,6,7.4,8.6,514,2015,3,9.2,0.3,10.5,4,140,140,280,1.8,1.8,21.275792,74.751714
1252,MAHARASHTRA,21,31,3.9,6.3,7.2,7.8,220,874,3,7.5,0.3,6.05,1.8,350,120,1800,1.8,1.8,20.674774,75.22279
1253,MAHARASHTRA,20,29,6.1,6.1,7.3,7.9,274,695,3,18,0.3,4.5,225,225,180,1800,,,20.559014,74.508394
2666,MAHARASHTRA,26,32,5.8,6.8,7.8,8.0,70,641,2.2,3,0.3,9.4,2,2,25,220,1.8,1.8,21.545645,74.468325
2667,MAHARASHTRA,21,28,4.5,6.3,7.1,8.5,392,651,3.2,3.8,0.3,3.75,1.8,110,140,1800,1.8,1.8,20.6589,75.349177
2674,MAHARASHTRA,22,29,5.2,6,7.1,8.3,209,693,2.8,9.8,0.3,4,2,11,170,1600,,,21.105797,75.798376
2675,MAHARASHTRA,18,26,4,8,7.6,8.5,271,888,3.2,10.4,0.3,7.24,22,39,170,350,5,11,20.714779,76.957569
2684,MAHARASHTRA,21,32,3.2,6.3,7.2,8.1,182,773,2.8,8.5,0.3,13,1.8,250,140,1800,1.8,1.8,21.11316,74.885213
2695,MAHARASHTRA,19,38,3.94,7.96,7.8,8.2,412,1228,3.8,10,0.3,7.61,32,220,170,1600,14,14,20.999942,77.705722
1913,MAHARASHTRA,18,36,4.06,7.92,7.8,8.5,205,2080,3.2,6.8,0.3,6.74,33,39,220,350,7,9,20.933469,76.276878
2700,MAHARASHTRA,20,38,4.6,7.9,7.4,8.4,285,1220,3.6,4.9,0.3,6.8,31,150,150,1600,11,11,21.129844,77.57423
2155,MAHARASHTRA,18,20,6.4,7.6,7.8,8.4,296,552,3.2,4.2,0.3,6.01,34,39,350,350,4,12,20.88237,76.856618
1907,MAHARASHTRA,22,38,4.6,6.5,7.2,8.3,386,948,3,11.5,0.3,6.68,1.8,110,140,900,1.8,8,21.161624,73.793751
2710,MAHARASHTRA,23,29,5.8,6.2,7.1,7.9,373,693,3,11.5,0.3,5.9,2,900,170,1800,1.8,1.8,20.470053,75.025947
2718,MAHARASHTRA,22,29,5.9,6.3,7.2,7.9,344,864,3.2,11,0.3,3.8,1.8,1800,140,1800,1.8,1.8,21.041903,75.733072
1851,CHHATTISGARH,23,29,6.2,6.8,7.2,7.8,308,358,-,-,-,-,-,-,-,-,-,-,20.308614,81.917614
1264,CHHATTISGARH,23,28,6.4,7.1,7.2,7.8,292,346,-,-,-,-,-,-,-,-,-,-,20.652037,81.551365
1099,CHHATTISGARH,22,33,5.6,7.4,7.3,7.8,310,496,-,-,-,-,-,-,-,-,-,-,20.969822,81.876732
1852,CHHATTISGARH,24,30,6.1,6.8,7.8,7.8,324,432,-,-,-,-,-,-,-,-,-,-,21.15025,82.002864
1100,CHHATTISGARH,23.2,39.5,7.2,8.8,8,8.6,176,2420,1.4,3.2,2.2,4.8,4,109,21,350,-,-,21.730837,82.565689
1282,CHHATTISGARH,3.4,39.5,6.4,8.6,8.4,8.5,184,395,1.6,3.6,0.3,7.2,21,112,33,350,-,-,21.728709,82.568814
1467,CHHATTISGARH,23,39.6,6.5,8.3,7.6,8.6,202,494,1.8,3.8,3.1,7.8,17,128,50,380,-,-,21.695876,83.2426
3168,CHHATTISGARH,25.4,26.3,6,7,7.1,7.2,-,-,1,2,-,-,4,280,11,2500,-,-,22.282751,82.700933
1101,CHHATTISGARH,7.4,28,6.7,7.3,7.1,7.6,191,212,1.6,3.4,0.8,1.1,1.8,21,58,110,-,-,21.665195,83.433435
1281,ODISHA,20,32,7,8.6,7.3,8.4,152,213,0.2,2.9,0.1,1.0,1.8,940,78,2200,-,-,21.516358,83.851139
1270,ODISHA,22,34,6.2,8.2,6.7,7.8,145,246,0.5,1.2,0.1,0.5,1.8,1100,45,4900,-,-,21.455443,83.960359
1271,ODISHA,22,33,6.6,7.8,6.7,8.3,150,264,0.2,1.9,0.1,0.5,1.8,4900,130,35000,-,-,21.460108,83.969058
2405,ODISHA,19,32,6.8,8.2,7,8.2,152,249,0.3,2.9,0.1,1.1,1.8,1700,20,3500,-,-,21.466747,83.980098
1272,ODISHA,21,33,6.6,8.2,7,8.3,156,285,0.3,1,0.1,0.8,1.8,460,78,3500,-,-,20.865096,83.91172
1274,ODISHA,21,33,6.2,7.8,7,8.2,159,271,0.4,2.3,0.1,3.3,1.8,1700,78,3500,-,-,20.855331,83.904147
2404,ODISHA,20,33,6,8.2,6.6,7.9,139,215,0.4,1.3,0.1,0.7,1.8,700,110,1300,-,-,21.489937,83.889449
2406,ODISHA,18,37,6.4,8.9,6.6,8.3,154,244,0.3,1.3,0.1,0.4,1.8,1300,170,3500,-,-,20.470289,85.764033
3887,ODISHA,18,31,6.4,7.8,7,7.7,153,269,0.3,1.6,0.1,0.7,1.8,4900,110,22000,-,-,21.391,83.977889
1275,ODISHA,21,29,6.2,8.6,6.7,8.3,157,233,0.3,0.9,0.1,1.2,8,490,49,1300,-,-,20.612579,84.790163
1276,ODISHA,16,37,6.2,9.2,6.6,8.3,155,241,0.3,1.7,0.1,1.2,1.8,3300,230,7900,-,-,20.463775,85.083179
1277,ODISHA,20,38,6.4,9.1,6.7,8.3,152,216,0.4,1,0.1,0.3,20,1300,20,3300,-,-,20.490062,85.895865
1278,ODISHA,18,34,6.2,8.7,6.9,8,147,264,0.5,1.8,0.1,0.6,45,7900,78,17000,-,-,20.48147,85.893506
3888,ODISHA,21,33,6.2,8.2,7.2,8.2,141,224,0.4,1.3,0.1,2.1,1.8,700,220,1100,-,-,21.493582,83.901828
3890,ODISHA,18,33,7.3,9.3,6.9,8,148,916,0.4,1.5,0.1,0.3,1.8,3300,490,13000,-,-,20.437919,85.978858
2407,ODISHA,23,33,6,9,6.8,8.2,158,13540,0.2,1.9,0.1,0.4,20,790,78,2200,-,-,20.332506,86.573781
1639,ODISHA,21,35,5.8,9,7.1,8.2,238,44020,0.5,1.5,0.1,0.6,1.8,490,78,1100,-,-,20.268444,86.6548
1107,CHHATTISGARH,22,32,6.4,7.4,7.3,7.6,-,-,1.3,2.8,-,-,4,290,7,2400,,,21.038264,80.973647
1266,CHHATTISGARH,24,30,6.2,6.9,7.4,7.8,328,472,-,-,-,-,-,-,-,-,-,-,21.618808,81.695639
1845,CHHATTISGARH,20,32,6.8,7.4,7.2,7.5,-,-,1.2,2.8,-,-,1.8,320,9,920,-,-,21.189994,81.280092
3166,CHHATTISGARH,21,30,2.8,6.8,7.4,7.9,-,-,3.4,6.4,-,-,6,280,70,540,-,-,21.304368,81.304163
3167,CHHATTISGARH,21,32,6.3,7.2,7.2,7.6,-,-,1.7,3.2,-,-,1.8,360,9,1600,-,-,21.047808,81.065781
