STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,DO_Min,DO_MAX,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,FecalStreptococci_Min,FecalStreptococci_Max,Latitude,Longitude
1001,HIMACHAL PRADESH,2,13,8.7,11.2,7.3,8.4,90,179,0.1,0.2,0.2,0.31,12,33,120,240,-,-,32.237794,77.190564
4444,HIMACHAL PRADESH,8,14,8.5,10.8,7.3,8.1,62,92,0.1,0.8,0.2,0.2,31,94,280,540,-,-,32.235933,77.190982
4037,HIMACHAL PRADESH,2,13,8.9,10.9,7,8.3,68,135,0.1,1,0.1,0.1,20,32,120,280,-,-,32.254308,77.181865
2601,HIMACHAL PRADESH,3,14,8.2,11.1,6.9,8.2,78,218,0.1,0.6,0.1,0.4,25,170,280,920,-,-,32.263247,77.185664
2602,HIMACHAL PRADESH,5,15,7.6,11.5,7,8.6,63,149,0.1,0.4,0.1,0.2,25,70,220,540,-,-,31.958136,77.115783
4445,HIMACHAL PRADESH,9,13,7.8,11.1,7.5,8,73,122,0.3,1.4,0.2,0.4,40,94,350,540,-,-,31.956695,77.114211
1002,HIMACHAL PRADESH,6,13,7.8,11.3,7.4,8.4,66,341,0.2,0.8,0.03,0.36,39,110,220,920,-,-,31.963639,77.116392
1003,HIMACHAL PRADESH,6,15,8.7,11,7.3,8.1,50,141,0.1,0.4,0.1,0.13,26,94,150,430,-,-,31.740194,77.207533
1004,HIMACHAL PRADESH,10,19,8.6,11,7.5,8.4,62,136,0.1,0.4,0.1,0.1,13,40,170,280,-,-,31.669367,77.064236
2603,HIMACHAL PRADESH,9,24,7.2,11.3,7.2,8.1,74,149,0.1,0.4,0.1,0.2,22,110,240,350,-,-,31.686472,77.045619
1005,HIMACHAL PRADESH,14,24,7.9,9.9,7.8,8.6,83,241,0.1,0.4,0.1,0.14,26,49,130,350,-,-,31.422647,76.812947
1550,HIMACHAL PRADESH,7,22,7.1,10.2,7.7,8.4,73,159,0.1,0.2,0.1,0.2,17,27,120,280,-,-,31.705853,76.934903
1006,HIMACHAL PRADESH,8,24,8.1,11.2,7.6,8.5,75,251,0.2,0.6,0.02,0.92,31,350,340,1600,-,-,31.712408,76.933089
2604,HIMACHAL PRADESH,8.5,16,9,10.5,7.4,8.6,129,340,0.1,0.5,0.5,1.3,2,6,39,170,-,-,31.880753,76.614514
1007,HIMACHAL PRADESH,8.5,14,9,10.3,7.5,8.1,122.8,290,0.1,0.5,0.47,1.41,2,6,47,150,-,-,31.83865,76.505144
3855,HIMACHAL PRADESH,8.5,20,9,11.5,7.3,8.1,176,323,0.1,0.4,0.2,1.2,2,6.1,40,170,-,-,31.791444,76.345222
1009,HIMACHAL PRADESH,11.5,16,8.3,9.4,7.18,7.9,105,196,0.1,0.4,0.22,1.14,2,6,58,180,-,-,31.935022,76.053444
1008,HIMACHAL PRADESH,7.3,18,7.9,9.5,7.25,8,114,326,0.1,0.5,0.39,0.98,2,40,48,170,-,-,31.878094,76.203311
4435,HIMACHAL PRADESH,9.1,24,7.8,8.6,7.7,8.1,140,283,0.1,0.3,0.2,0.4,2,2,2,79,-,-,31.834143,76.494413
4436,HIMACHAL PRADESH,9,25,7.9,8.5,8,8.2,132,301,0.1,0.2,0.2,0.9,2,4,2,94,-,-,31.838933,76.510001
4437,HIMACHAL PRADESH,9.2,23,7.8,8.3,7.7,8.1,149,285,0.1,0.3,0.3,0.6,2,6,70,120,-,-,31.783778,76.339531
4438,HIMACHAL PRADESH,9.1,26,7.7,9.6,7.2,8,206,290,0.1,0.3,0.3,0.9,2,7,79,130,-,-,31.773095,76.315363
4443,HIMACHAL PRADESH,8,15,8.3,11,7.3,8.2,69,106,0.1,0.3,0.1,0.5,26,79,220,350,-,-,32.055762,77.135767
30083,HIMACHAL PRADESH,21.1,21.1,8.7,8.7,8,8,214,214,-,-,0.5,0.5,2,2,2,2,-,-,31.992975,76.104857
30084,PUNJAB,26,26,8.9,8.9,8,8,215,215,-,-,0.5,0.5,2000,2000,13000,13000,-,-,31.958888,75.873028
1693,PUNJAB,15,25,6.3,9.2,7.3,7.9,158,260,1,1.1,0.1,0.4,31,46,70,94,-,-,31.989016,75.832499
1694,PUNJAB,15,28,7.5,8.8,7.6,8.1,224,280,1,1.4,0.1,0.6,33,140,79,280,-,-,32.111503,75.663325
1010,PUNJAB,15,28,7.3,9.1,7.4,8,240,280,1,1.4,0.1,0.4,26,110,70,170,-,-,32.097933,75.611474
1695,PUNJAB,15,27,7.3,8.6,7.7,8.3,210,300,1,1.7,0.3,0.8,94,490,170,790,-,-,32.093633,75.609725
1294,PUNJAB,15,26,6.8,8.4,7.5,8,231,320,1.1,2,0.4,1,210,540,430,920,-,-,31.923867,75.541467
4164,PUNJAB,12,28,7.1,8.7,7.2,7.9,210,380,1,1.7,0.1,1.2,110,490,170,700,-,-,31.910587,75.54461
1011,PUNJAB,14,27,7.2,9.4,7.5,8,202,310,1,1.6,0.1,1,84,630,170,940,-,-,31.51012,75.304936
1012,PUNJAB,12,28,7,8.6,7.5,8.1,199,310,1,1.6,0.4,1.2,110,330,210,630,-,-,31.374996,75.162691
1696,PUNJAB,12,27,7.1,9.5,7.4,8,208,298,1,1.4,0.1,0.8,94,250,170,580,-,-,31.385361,75.176625
1697,PUNJAB,13,33,7.4,8.9,7.2,8.2,204,318,1,1.4,0.4,1,110,350,210,540,-,-,31.508844,75.307539
1867,HIMACHAL PRADESH,6,11,9,9.8,7.1,8.5,93,2574,0.2,1.7,0.2,2.2,1,17,7,170,-,-,31.804453,78.643214
2611,HIMACHAL PRADESH,6,11,8.9,9.8,7.3,8.5,94,2763,0.3,1.2,0.2,2.2,1,33,47,1600,-,-,31.798494,78.639769
3872,HIMACHAL PRADESH,7,12,8.5,9.4,6.8,8.5,113,2705,0.4,2.7,0.2,2.4,8,23,70,1600,-,-,31.575155,78.445304
4448,HIMACHAL PRADESH,8.1,12,8.6,9.2,7.3,8.4,91,2793,0.3,0.9,0.2,1.2,6,26,94,150,-,-,31.590541,78.441513
4449,HIMACHAL PRADESH,8.2,12,8.5,9,6.9,8.5,93,2814,0.4,0.8,0.2,1.3,6,26,94,220,-,-,31.582156,78.428551
4452,HIMACHAL PRADESH,9,9,8.5,8.5,8.1,8.1,2630,2630,0.4,0.4,1.3,1.3,14,14,94,94,-,-,31.498702,78.207331
4453,HIMACHAL PRADESH,10,10,8.6,8.6,8.5,8.5,2619,2619,0.5,0.5,1.2,1.2,12,12,84,84,-,-,31.500812,78.176998
3871,HIMACHAL PRADESH,7,12,8.5,9,7.2,8.6,99,2818,0.2,1,0.2,1.2,1,21,84,1600,-,-,31.599289,78.304295
3870,HIMACHAL PRADESH,7.5,13,8.3,9,7.4,8.5,91,2653,0.3,1.5,0.3,1.2,14,70,120,430,-,-,31.500595,78.176732
1389,"HIMACHAL
PRADESH",7,12,8.4,9.3,7.2,8.6,92,2598,0.4,1.4,0.3,1.2,1.8,110,46,1600,-,-,31.859386,77.165125
3869,HIMACHAL PRADESH,6,13,8.3,8.5,6.8,8.4,92,2587,0.1,1,0.2,1.3,1.8,39,39,1600,-,-,31.399332,77.589413
1086,HIMACHAL PRADESH,6.5,16,8,9.2,6.5,8.6,97,2545,0.2,1,0.25,1.32,1.8,210,94,1600,-,-,31.448039,77.628283
1087,HIMACHAL PRADESH,6.5,16,8,9.4,6.6,8.6,96,2491,0.4,1.5,0.26,1.3,1.8,94,210,1600,-,-,31.432236,77.622567
1013,HIMACHAL PRADESH,8,16,8,9.3,7,8.5,93,2349,0.2,1.7,0.24,1.5,1.8,70,120,1600,-,-,31.247458,77.088208
4446,HIMACHAL PRADESH,10,13,8.4,8.6,7.4,8.4,91,2570,0.5,0.8,0.2,1.2,9,49,1.8,280,-,-,31.448534,77.63401
4447,HIMACHAL PRADESH,10,13,8.4,8.6,6.9,8.5,91,2543,0.6,0.8,0.3,1.2,26,70,280,430,-,-,31.443072,77.627852
1014,HIMACHAL PRADESH,11,23,8.4,11.3,7.9,8.5,8,2340,0.1,0.1,0.3,0.02,13,33,110,280,-,-,31.421014,76.837836
1015,HIMACHAL PRADESH,10,22,8.4,11.2,7.3,8.4,83,1277,0.1,0.8,0.3,0.21,10,34,220,280,-,-,31.412833,76.874881
1016,HIMACHAL PRADESH,3,21,5.8,9.5,7.3,8.4,169,2560,0.1,0.4,0.34,0.82,1.8,37,1.8,170,-,-,31.425772,76.421883
4032,HIMACHAL PRADESH,14.5,25,7.3,10.8,7.9,8.7,147,411,0.1,0.4,0.1,0.1,22,33,170,280,-,-,31.339444,76.751667
4033,HIMACHAL PRADESH,15,25,8.8,10.6,7.9,8.7,2,285,0.2,0.3,0.1,0.2,21,49,170,350,-,-,31.358333,76.760278
4450,HIMACHAL PRADESH,8.7,12,8.4,9,7.3,8.5,92,1413,0.4,1,0.3,0.8,11,40,46,280,-,-,31.547992,77.792487
4451,HIMACHAL PRADESH,8.7,12,8.5,9,7,8.3,91,1399,0.3,0.9,0.3,0.8,17,47,84,350,-,-,31.536062,77.777423
1814,PUNJAB,14,21,7.8,9.1,7.2,8.5,192,612,-,-,0.4,5.8,20,450,170,1400,-,-,31.182044,76.563547
2915,PUNJAB,12,24,7.9,8.9,7,8.3,186,421,-,-,0.2,3.9,23,260,140,840,-,-,31.370617,76.359056
1380,PUNJAB,12,24,7.8,9,7,8.4,180,291,-,-,0.8,8.1,21,230,120,790,-,-,31.356053,76.372837
10020,PUNJAB,14,24,7.8,9.2,6.9,8.5,204,378,1,1,0.8,11.9,49,400,220,1000,-,-,31.213915,76.501458
10021,PUNJAB,16,22,7.3,8.9,7.2,8.4,180,340,1,1.6,0.4,2,33,680,170,1300,-,-,31.003962,76.151872
10022,PUNJAB,15,33,4.5,7.5,7,7.7,280,880,1,9,0.1,0.7,110,1100,280,2200,-,-,30.996977,75.786695
10023,PUNJAB,16,32,1.1,4.8,7.1,8,521,1060,4,12,0.5,2.5,680,2300,1100,3300,-,-,31.271047,75.690923
10024,PUNJAB,14,33,1.6,1.6,7.1,7.9,699,1326,18,45,1.2,3.6,7000,49000,14000,70000,-,-,31.207777,75.610449
10025,PUNJAB,14,33,-,-,7.1,7.8,889,1410,40,84,2,3.8,12000,79000,35000,110000,-,-,31.216777,75.597842
10026,PUNJAB,13,32,-,-,7.1,7.5,982,1680,48,120,1.6,5.2,17000,170000,79000,280000,-,-,31.34787,75.337827
10027,PUNJAB,16,26,7.2,8.7,7.2,8.3,214,394,1,2,0.4,6.1,140,1300,630,2600,-,-,30.993962,75.795903
10028,PUNJAB,17,29,2,6.2,7,7.8,312,956,4,55,0.2,5.1,14000,220000,22000,940000,-,-,30.996657,75.788897
1017,PUNJAB,13,20,8.8,9.8,7.1,8.4,177,242,1,1,0.39,5.02,17,93,84,390,-,-,31.380831,76.367228
1018,PUNJAB,11,22,8.1,9.2,6.9,8.4,190,330,-,-,0.79,2.69,26,330,140,1100,-,-,31.375996,76.364695
1293,PUNJAB,12,28,7.4,8.5,7.2,8.5,225,448,1.1,1.1,0.6,5.1,110,700,430,2100,-,-,30.984964,76.4672
1019,PUNJAB,13,27,7.8,9.1,7.3,8.5,208,367,-,-,0.48,5.02,79,780,280,1700,-,-,31.379027,76.372115
1690,PUNJAB,14,29,6.8,8.6,7.2,8.1,224,488,1.1,3,0.9,11.2,280,1700,920,4900,-,-,30.922369,75.919469
1020,PUNJAB,17,30,1.2,5.8,7,7.9,316,1245,8,105,0.41,3.12,27000,1700000,79000,3500000,-,-,30.975026,75.608293
1022,PUNJAB,14,32,5.2,7,7.2,7.9,280,408,1.8,4.4,0.9,3.2,200,7000,3300,11000,-,-,31.139816,74.936455
1021,PUNJAB,14,27,3,5.9,6.9,7.9,308,888,3.2,20,0.29,1.93,11000,93000,17000,260000,-,-,30.99775,75.371988
1381,PUNJAB,12,31,1,6,7.3,8,292,1230,3.4,22,1,2.5,200,22000,3300,54000,-,-,31.01532,75.715315
1691,PUNJAB,10,34,6.6,9,7,8.3,202,296,1.1,1.2,0.2,1.4,93,930,490,2400,-,-,30.995289,74.552492
1692,PUNJAB,12,34,6.4,8.9,7.1,8.3,205,315,1.2,1.8,0.2,4.3,61,920,220,2300,-,-,30.99008,74.54847
1088,HIMACHAL PRADESH,11.5,17,7.3,9.3,7.1,7.9,68,408,0.1,0.3,0.3,0.8,1.8,20,58,84,-,-,32.492399,76.176291
1089,HIMACHAL PRADESH,3,13,8,8.8,7.2,8.1,115,262,0.1,0.3,0.1,0.57,2,6,33,140,-,-,32.555144,76.121039
2614,HIMACHAL PRADESH,7,12,8,10.2,7,8.2,83,2380,0.1,0.2,0.1,1.5,2,4,46,140,-,-,32.6083,76.013308
2615,HIMACHAL PRADESH,7,14,8,11,7.3,8.2,17,207,0.1,0.3,0.1,1.1,1.8,6,1.8,120,-,-,32.596661,75.992383
2613,HIMACHAL PRADESH,3,12,7.4,8.7,7.1,8,121,1260,0.1,0.4,0.1,0.8,2,63,46,140,-,-,32.57045,76.119792
30085,PUNJAB,25.3,25.3,8.2,8.2,7.9,7.9,201,201,-,-,0.7,0.7,2,2,2,2,-,-,32.373092,75.604553
1097,PUNJAB,15,22,7.2,9,7.4,8.1,141,232,1,1.3,0.1,0.1,21,49,58,110,-,-,32.372983,75.61039
4059,JAMMU & KASHMIR,22,22,9.1,9.1,8.2,8.2,128,128,0.1,0.1,-,-,-,-,-,-,-,-,32.495603,75.821496
4082,JAMMU & KASHMIR,24,24,7.2,7.2,7.6,7.6,137,150,1,1.9,0.1,0.1,-,-,-,-,-,-,32.371085,75.566168
4061,JAMMU & KASHMIR,22,22,9,9,7.3,7.3,156,156,0.2,0.2,-,-,-,-,-,-,--,-,32.379336,75.59833
1290,HIMACHAL PRADESH,6,12,8.1,11.5,7.4,8.1,41,342,0.1,0.2,-,-,17,46,110,350,-,-,31.896167,77.147692
2605,"HIMACHAL
PRADESH",1,19,8.6,11.6,7.1,8.1,40,147,0.1,0.2,0.1,0.1,11,70,94,350,-,-,32.027531,77.348536
2606,"HIMACHAL
PRADESH",2,11,8.5,11.5,7.3,8.8,46,111,0.1,0.2,-,-,13,33,110,220,-,-,32.019789,77.331117
1090,"HIMACHAL
PRADESH",6,18,8.2,11,7.5,8.1,56,113,0.1,0.4,0.1,0.1,23,79,170,350,-,-,31.701264,77.169233
1551,HIMACHAL PRADESH,16,28,6.5,9.2,7,8.1,267,1582,0.4,4,0.1,1.6,4,26,32,110,-,-,30.919003,76.806214
1552,HIMACHAL PRADESH,17,32,5.2,8.4,7.2,8.5,474,1731,0.3,14,0.1,1.4,12,120,38,280,-,-,30.915403,76.791131
1868,HIMACHAL PRADESH,17,31,6.4,8.5,7.2,8.9,590,1966,0.4,7.2,0.3,4.3,13,70,32,220,-,-,30.998567,76.738231
2616,"HIMACHAL
PRADESH",5,14,8,9.8,6.8,8.1,88,2300,0.1,0.4,0.1,0.8,2,6,43,130,-,-,32.721486,76.089586
2607,"HIMACHAL
PRADESH",10,25,5.6,10.5,7.8,8.4,88,372,0.2,0.6,0.1,0.6,31,350,280,1600,-,-,31.756389,76.936111
2608,"HIMACHAL
PRADESH",11,13.5,8.5,8.9,7,8.2,90,204,0.1,0.3,0.2,1.2,1.8,2,46,94,-,-,32.052972,76.649286
2609,HIMACHAL PRADESH,8,16,8.2,9.2,7.4,8.1,124,1100,0.1,0.3,0.4,78,2,20,63,110,-,-,31.908625,76.466739
2610,"HIMACHAL
PRADESH",6,11,9.2,9.8,6.9,8.5,76,2389,0.1,1.3,0.2,2.2,1.8,25,46,1600,-,-,31.806619,78.641953
2612,HIMACHAL PRADESH,6.5,11,9,10,7.4,8.6,83,2615,0.2,1,0.1,1.2,1.8,23,31,1600,-,-,31.389297,78.353714
1307,JAMMU & KASHMIR,5.5,23,1.3,5.2,6.9,7.8,157,395,2.3,11.2,-,-,-,-,-,-,-,-,34.078121,74.813495
1306,"JAMMU &
KASHMIR",4,19,5.9,7.9,7.2,8.6,130,315,1.5,3.2,-,-,-,-,-,-,-,-,34.074254,74.807199
1304,"JAMMU &
KASHMIR",4,26,6.4,8.9,7.3,8.4,165,291,1.4,2.9,-,-,-,-,-,-,-,-,33.739602,75.134049
1410,"JAMMU &
KASHMIR",4,15,6.2,8.3,7.1,7.8,103,281,1.6,2.8,-,-,-,-,-,-,-,-,34.07107,74.827465
1411,JAMMU & KASHMIR,3.5,18.3,4.8,8.2,7.2,8.7,160,395,1.6,2.8,-,-,-,-,-,-,-,-,34.09033,74.784796
3272,JAMMU & KASHMIR,5,12.2,5.8,8.5,7.2,7.5,210,310,0.6,1,-,-,-,-,-,-,-,-,33.542289,75.253556
3273,JAMMU & KASHMIR,3,25.8,6,8.6,7.4,7.1,140,264,1.4,2.5,-,-,-,-,-,-,-,-,34.202011,75.475319
3276,JAMMU & KASHMIR,4.8,14.5,6,7.8,7.6,7.8,208,290,2,3,-,-,-,-,-,-,-,-,34.207703,74.353433
3277,JAMMU & KASHMIR,5,14.6,6.4,7.6,7.7,7.8,225,298,2.5,3.5,-,-,-,-,-,-,-,-,34.208794,74.334486
3274,JAMMU & KASHMIR,4,26,5.9,8,7.4,8.8,123,261,1.4,3.5,-,-,-,-,-,-,-,-,33.922416,75.011699
3275,"JAMMU &
KASHMIR",4,14.2,5.4,8.5,7.4,8.7,126,250,1.2,2.5,-,-,-,-,-,-,-,-,34.005819,74.912056
4053,"JAMMU &
KASHMIR",3,22,6.5,8.5,7.4,8.8,160,286,1.4,2.7,-,-,-,-,-,-,-,-,33.788097,75.10493
4054,"JAMMU &
KASHMIR",4.2,15,6.2,8.5,7.2,8.1,135,275,1.7,7.8,-,-,-,-,-,-,-,-,34.038738,74.883134
2755,JAMMU & KASHMIR,12,24,3,7.4,7.5,8.5,250,560,1.8,5.2,-,-,-,-,-,-,-,-,32.983326,74.90052
2756,JAMMU & KASHMIR,12,24,5.2,7.7,7.8,8.7,320,520,4,6.2,0.2,1.1,-,-,-,-,-,-,33.072819,74.834372
2752,JAMMU & KASHMIR,13,28,6,7.6,7.7,8.6,150,380,1.3,4.2,0.2,0.2,-,-,-,-,-,-,32.635833,75.170278
2748,JAMMU & KASHMIR,8,14,7.9,9.1,7.5,7.7,124,196,0.2,0.2,-,-,-,-,-,-,-,-,33.151325,74.882478
2749,JAMMU & KASHMIR,8,14,8.2,9.2,7.6,7.7,124,194,0.1,0.2,-,-,-,-,-,-,-,-,32.956944,74.961389
2750,JAMMU & KASHMIR,8,14,8.3,9.3,7.4,7.6,120,193,0.2,0.2,-,-,-,-,-,-,-,-,33.013333,74.774167
2751,JAMMU & KASHMIR,8,14,7.7,8.5,7.6,7.9,13,198,0.6,1.4,-,-,-,-,-,-,-,-,32.895309,74.740171
2754,JAMMU & KASHMIR,12,26,6,6.8,7.2,7.5,540,660,3.7,10,0.2,2.1,-,-,-,-,-,-,32.920611,75.125547
2757,JAMMU & KASHMIR,15,26,6.2,8,7.6,8.5,154,440,0.1,1.8,-,-,-,-,-,-,-,-,32.571694,75.111288
3278,JAMMU & KASHMIR,1,11.3,7.5,10.6,7.6,7.9,84,196,0.5,1.1,-,-,-,-,-,-,-,-,34.035358,75.324533
3279,JAMMU & KASHMIR,1,11.5,7.3,10.7,7.5,7.9,114,216,0.5,1.3,-,-,-,-,-,-,-,-,34.021817,75.317388
3280,JAMMU & KASHMIR,1,11,7.8,10.3,7.2,7.8,78,207,0.6,1.5,-,-,-,-,-,-,-,-,34.246647,74.767647
3281,JAMMU & KASHMIR,4.5,12.3,7.6,10.2,7.3,8.5,88,176,0.5,1.2,-,-,-,-,-,-,-,-,34.013002,75.31251
3282,JAMMU & KASHMIR,4,13.5,7.8,9.8,7.2,8.2,93,172,0.8,1.4,-,-,-,-,-,-,-,-,33.717786,75.091692
3283,JAMMU & KASHMIR,6,15.4,7,8.7,7.9,8,170,380,0.4,1.3,-,-,-,-,-,-,-,-,34.3045,75.292767
3284,JAMMU & KASHMIR,6.5,15,7,9,7.8,8,222,409,0.8,1.4,-,-,-,-,-,-,-,-,34.307819,75.283686
3285,JAMMU & KASHMIR,4.2,21.1,7.5,10.6,7.4,7.9,119,342,0.5,1.4,-,-,-,-,-,-,-,-,34.229837,74.762405
3286,JAMMU & KASHMIR,3.9,22.2,6.8,9.8,7.3,7.8,152,318,0.6,2.1,-,-,-,-,-,-,-,-,34.21323,74.768681
3287,JAMMU & KASHMIR,3.8,21.6,7.5,10,7.3,7.7,128,296,0.6,1.1,-,-,-,-,-,-,-,-,34.195508,74.769814
2742,JAMMU & KASHMIR,7.9,28,7.8,8.5,7.5,8.3,119,380,0.1,1,0.1,0.1,-,-,-,-,-,-,32.804021,74.923034
2743,JAMMU & KASHMIR,8.2,28,7.2,8.6,7.8,8.4,128,375,0.1,1.4,0.1,0.1,-,-,-,-,-,-,32.724181,74.875506
1412,"JAMMU &
KASHMIR",12,34,5,7.2,7.4,8.8,381,877,1.8,12,0.1,0.8,-,-,-,-,-,-,32.721426,74.85681
2744,JAMMU & KASHMIR,11,33,6.2,7.9,7.5,8.9,126,400,0.6,3,0.3,0.3,-,-,-,-,-,-,32.72058,74.857312
2745,JAMMU & KASHMIR,11,30,1,7.6,8,8.7,125,800,1.4,8,0.3,0.3,-,-,-,-,-,-,32.720904,74.835609
2746,"JAMMU &
KASHMIR",11,30,7.2,8.4,8.2,8.6,118,373,0.8,1.8,0.3,0.8,-,-,-,-,-,-,32.698334,74.830353
2747,JAMMU & KASHMIR,12,30,6.3,8.2,8,8.6,120,422,0.5,1.8,0.2,0.2,-,-,-,-,-,-,32.786667,74.978889
1870,HIMACHAL PRADESH,19.4,20.2,2.5,6.3,7.5,8.1,214,1536,1.6,72,0.8,3.6,17,920,47,1600,-,-,30.83115,76.967303
4161,PUNJAB,16,26,7.6,9.1,7.2,8.4,283,393,1.4,1.4,0.9,10.3,98,700,320,2200,-,-,31.057309,76.540857
3856,HIMACHAL PRADESH,7,23,6,7.9,7.4,8.2,193,470,0.1,0.3,0.2,1.3,1.8,5,1.8,110,-,-,31.684629,76.075096
3857,HIMACHAL PRADESH,7,23,6,7.9,7.1,8.3,151,1690,0.1,0.4,0.3,1.5,1.8,60,1.8,140,-,-,31.662493,76.077951
3858,"HIMACHAL
PRADESH",6,26.5,6,8,7.2,8.1,191,456,0.1,0.3,0.3,1.4,1.8,6,1.8,120,-,-,31.356798,76.310396
3859,HIMACHAL PRADESH,6,26,5.8,7.6,7,8.1,172,495,0.1,0.3,0.1,1.1,1.8,6.1,1.8,130,-,-,31.482709,76.221968
4030,HIMACHAL PRADESH,7,24,6,7.8,7.1,8.1,187,521,0.1,0.3,0.3,0.8,1.8,6,1.8,140,-,-,31.594396,76.144815
4031,HIMACHAL PRADESH,7,25.5,6,7.7,7.2,8,164,437,0.1,0.3,0.2,1,1.8,6.1,1.8,150,-,-,31.576741,76.153032
4433,HIMACHAL PRADESH,10,25,6.2,7.9,7.3,8.6,374,618,0.1,0.5,0.4,1.3,2,6,94,130,-,-,31.480187,76.222113
1869,"HIMACHAL
PRADESH",5,25,5.9,7.8,7.2,8.9,181,4670,0.1,0.5,0.5,1.2,0.3,61,1.8,180,-,-,31.365081,76.306519
4038,"HIMACHAL
PRADESH",5,18,8.5,11.6,7.6,8.2,62,122,0.1,0.2,,,13,40,150,280,--,-,31.706232,77.261636
2617,"HIMACHAL
PRADESH",5,20,8.1,10.3,7.3,8.4,42,4700,0.2,1.2,0.1,2.3,1,17,21,1600,-,-,31.126891,77.74353
2618,"HIMACHAL
PRADESH",6,19,7.6,10.5,7.4,8.4,52,5815,0.3,2.2,0.2,2.3,1.8,26,26,350,-,-,31.200297,77.753211
2619,"HIMACHAL
PRADESH",5,19,7.4,10.3,7.6,8.2,65,8033,0.3,4.6,0.1,2.8,2,39,26,540,-,-,31.083417,77.802406
4039,"HIMACHAL
PRADESH",6,21,7,11.6,7.4,8.2,63,970,0.1,1.2,0.1,2.6,7,38,63,1600,-,-,31.131481,77.748914
4075,JAMMU & KASHMIR,22,22,8.2,8.2,8.4,8.4,191,191,-,-,-,-,-,-,-,-,-,-,33.383384,74.311059
4076,JAMMU & KASHMIR,22,22,8.2,8.2,8.4,8.4,188,188,-,-,-,-,-,-,-,-,-,-,34.129372,74.798881
4079,JAMMU & KASHMIR,21,22,7.4,8.2,7.6,8.3,96,136,-,-,-,-,-,-,-,-,-,-,33.395643,74.317671
4081,JAMMU & KASHMIR,16,16,8.5,8.5,8.1,8.1,119,119,0.2,0.2,-,-,-,-,-,-,-,-,33.759848,74.095031
4464,HIMACHAL PRADESH,19,25,7.8,9.4,8.1,8.6,381,418,0.1,0.1,-,-,21,26,170,170,-,-,31.3725,76.783889
4465,HIMACHAL PRADESH,20,21,7.6,11,7.9,8.3,211,623,0.1,0.1,-,-,11,27,79,210,-,-,31.491667,76.873056
4036,HIMACHAL PRADESH,20,20.6,5.2,9.5,7.4,8.4,201,350,0.1,1.8,0.3,0.5,4,26,12,220,-,-,31.086917,76.956937
4479,HIMACHAL PRADESH,18,18,5.7,6.8,7.3,8.6,257,1015,0.2,2.2,0.1,1.5,6,12,20,58,-,-,30.993685,77.160996
2620,HIMACHAL PRADESH,-,-,5.5,9,7,8.9,210,462,0.1,2.4,0.1,2.9,3.6,23,1.8,170,-,-,30.892361,77.210569
4023,HIMACHAL PRADESH,8,11,7.1,8.9,7.2,8.1,57,236,0.1,0.2,0.3,1,1.8,20,46,140,-,-,32.214684,76.354446
4024,HIMACHAL PRADESH,9,12,7.2,8.4,7,8.1,83,254,0.1,0.3,0.1,1.1,1.8,37,46,170,-,-,32.156344,76.267619
4025,HIMACHAL PRADESH,11,13.5,8.2,8.6,7.1,8.1,109,1230,0.1,0.3,0.1,28,2,4,70,94,-,-,32.129837,76.545715
4026,HIMACHAL PRADESH,11.5,13.5,8.1,8.6,7,8.5,7,246,0.1,0.3,0.3,1,2,6,46,110,-,-,32.125412,76.544342
4060,JAMMU & KASHMIR,22,22,9.2,9.2,8.6,8.6,172,172,0.2,0.2,-,-,-,-,-,-,-,-,32.413614,75.689685
4457,HIMACHAL PRADESH,19,19,8.3,8.3,7.5,7.5,184,184,0.2,0.2,0.4,0.4,2,2,63,63,-,-,32.022035,76.228191
4458,HIMACHAL PRADESH,19,19,8.1,8.1,7.2,7.2,172,172,0.3,0.3,0.5,0.5,2,2,70,70,-,-,32.005553,76.156208
4460,HIMACHAL PRADESH,15,15,8.2,8.2,7.3,7.3,228,228,0.2,0.2,0.2,0.2,-,-,-,-,-,-,32.221173,76.329502
4428,HIMACHAL PRADESH,10,26,6,8.5,6.9,8.5,177,3523,0.3,2.8,0.4,7.9,1,33,2,350,-,-,31.075267,77.153808
4429,HIMACHAL PRADESH,8,28,5,8,7,8.4,198,5822,2.2,4,0.4,8.5,4,350,920,1600,-,-,31.027695,77.176476
4424,HIMACHAL PRADESH,7,22,6.2,8.9,8,8.7,266,3128,0.4,0.6,0.4,4.2,1,23,1,350,-,-,31.9513,77.141019
4432,HIMACHAL PRADESH,16.5,25,6.1,7.9,7.1,8.2,343,544,0.1,0.2,0.2,0.2,2,4,46,79,-,-,31.52808,76.161891
4431,HIMACHAL PRADESH,8,23,5.6,9.3,7.4,8.4,123,1340,0.3,4.6,0.1,1.7,11,120,130,1600,-,-,31.203302,77.750076
2626,"HIMACHAL
PRADESH",7,22,6.2,9.9,6.6,8.2,344,584,0.2,0.7,0.1,1.7,9,22,26,58,-,-,30.455225,77.584234
