STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,FLUORIDE_Min,FLUORIDE_Max,Latitude,Longitude
15,ANDHRA PRADESH,23.0,28.0,6.82,7.85,195,226,2.9,2.9,0.1,0.25,22,22,380,380,0.11,0.42,18.608458,79.838778
16,ANDHRA PRADESH,27.0,28.0,7.21,7.72,663,1121,0.2,1.0,21.4,24.0,17,17,1600,1600,0.66,0.72,18.304433,80.207208
26,ANDHRA PRADESH,26.0,32.0,7.19,7.39,1601,1661,0.5,0.5,0.19,0.28,2,2,700,700,0.76,0.92,16.508853,80.641519
27,ANDHRA PRADESH,26.0,27.0,7.82,8.8,1420,1668,3.0,3.5,14.0,22.0,,,10,35,0.1,1.0,16.727994,79.209161
1513,ANDHRA PRADESH,25.0,30.0,6.8,7.11,1454,1575,0.5,0.5,0.18,0.26,2,2,800,800,0.62,0.82,16.501486,80.675692
1514,ANDHRA PRADESH,24.0,31.0,6.77,7.43,1559,1649,0.3,0.4,0.13,0.22,2,2,800,800,0.58,0.74,16.501508,80.676725
1515,ANDHRA PRADESH,22.0,24.0,6.95,7.2,1788,2160,0.5,0.6,1.88,4.28,2,2,600,800,0.68,0.92,17.609781,80.704358
1516,ANDHRA PRADESH,29.0,29.0,7.46,8.04,696,1082,0.5,0.5,0.48,0.87,2,2,800,800,0.56,0.68,14.445036,79.987869
1517,ANDHRA PRADESH,26.0,27.0,7.39,8.0,1240,1662,1.4,2.4,2.0,2.6,3,12,16,28,1.0,2.4,15.8363,78.048593
1518,ANDHRA PRADESH,26.0,28.0,7.17,8.2,1650,2850,1.2,1.6,2.8,8.4,4,12,12,26,0.4,0.67,15.479222,78.480942
1519,ANDHRA PRADESH,18.0,28.0,7.05,7.8,1460,2130,1.2,1.8,16.1,22.0,2,10,9,16,0.3,1.8,13.321417,79.585592
1520,ANDHRA PRADESH,20.0,26.0,7.36,8.4,829,1428,1.4,3.0,0.4,14.0,4,140,6,1200,0.3,4.0,13.758251,79.701872
1521,ANDHRA PRADESH,25.0,27.4,7.5,7.54,3120,4111,1.0,1.0,8.08,13.9,3,3,4,7,0.37,1.14,17.704261,83.211783
1522,ANDHRA PRADESH,25.0,36.0,7.08,7.8,671,1580,1.0,1.5,1.34,24.1,3,3,23,210,0.43,1.4,18.104532,83.397197
1523,ANDHRA PRADESH,24.2,25.0,7.6,7.71,234,370,0.8,1.0,0.32,1.68,3,3,3,15,0.12,0.12,17.015144,81.736181
1524,ANDHRA PRADESH,25.0,26.0,7.2,7.38,875,1345,1.0,1.4,0.76,10.06,3,3,11,23,0.08,0.31,16.971003,82.219006
1525,ANDHRA PRADESH,26.0,26.0,6.9,6.9,1925,1925,2.5,2.5,6.0,6.0,,,12,12,0.8,0.8,17.532322,78.185211
1791,ANDHRA PRADESH,28.0,29.0,6.76,7.43,2610,4525,0.7,0.7,0.01,0.019,350,350,1600,1600,1.6,2.08,17.956317,79.618808
1792,ANDHRA PRADESH,26.0,28.0,6.87,7.38,2377,3120,0.3,1.2,40.1,87.0,32,32,240,240,1.28,1.73,17.985717,79.624981
1793,ANDHRA PRADESH,25.0,28.0,7.35,7.93,1664,1975,1.5,2.3,22.0,25.4,22,22,1600,1600,1.47,1.74,18.762806,79.481267
1794,ANDHRA PRADESH,24.0,29.0,7.66,7.75,910,944,0.4,1.0,5.6,14.0,21,21,1600,1600,1.79,2.07,18.400128,79.191556
1795,ANDHRA PRADESH,26.0,27.0,7.0,7.2,6870,7120,12.0,13.0,5.4,16.0,,,120,265,0.64,0.72,17.873928,78.100156
1810,ANDHRA PRADESH,28.0,28.0,7.18,7.6,1014,2044,2.5,3.8,38.0,41.0,,,46,62,1.2,1.4,18.66591,77.904013
1811,ANDHRA PRADESH,26.0,27.0,8.2,8.3,1050,1100,3.2,3.4,0.6,1.2,0,15,10,20,0.8,0.9,17.471922,78.795814
1533,ASSAM,23.0,24.0,5.9,6.9,234,518,0.3,0.8,0.1,0.35,,,1,1,0.56,0.56,27.396089,95.631783
1534,ASSAM,32.0,35.0,4.7,5.8,714,847,1.9,3.2,0.1,0.14,,,1,1,0.57,0.57,26.105415,93.113917
1535,ASSAM,20.0,27.0,6.2,6.7,243,365,1.2,2.5,0.1,0.25,,,1,1,0.53,0.53,26.98,94.63
1536,ASSAM,19.0,24.0,6.0,7.1,140,175,0.9,2.2,0.1,0.17,,,1,1,0.68,0.68,26.979722,94.632211
1537,ASSAM,22.0,30.0,6.1,7.0,115,430,1.4,3.1,0.12,0.28,,,1,1,0.29,0.29,26.750143,94.219855
1538,ASSAM,12.0,15.0,6.5,7.1,711,913,3.9,6.5,0.17,0.31,,,1,1,0.34,0.34,24.820617,92.802431
1539,ASSAM,24.0,26.0,6.5,7.5,111,562,0.4,1.6,0.1,0.19,,,1,1,0.28,0.28,26.315597,90.996408
1540,ASSAM,23.0,25.0,6.6,6.9,264,630,0.8,1.2,0.16,0.4,,,1,1,0.53,0.53,26.48,90.56
1541,ASSAM,25.0,25.0,6.4,6.9,387,476,1.0,1.5,0.12,0.26,,,910,910,0.35,0.35,26.145228,91.736806
1542,ASSAM,25.0,29.0,7.1,8.1,412,561,1.9,3.4,0.1,0.1,,,300,300,1.0,1.0,26.1441,91.735194
2243,ASSAM,24.0,25.0,5.1,6.1,324,532,0.5,2.1,3.61,10.54,,,1,1,0.53,0.53,27.28822,95.680737
2244,ASSAM,20.0,25.0,6.4,6.8,283,286,2.7,3.4,0.1,0.2,,,1,5,0.67,0.67,26.92,94.73
2245,ASSAM,27.0,32.0,5.1,6.3,66,104,1.3,2.3,0.1,0.22,,,1,1,0.26,0.26,26.5885,93.748586
2246,ASSAM,20.0,24.0,6.4,6.8,139,468,1.7,3.1,0.1,0.2,,,1,1,0.66,0.66,26.200386,92.937992
2247,ASSAM,20.0,24.0,6.3,6.3,255,292,2.5,3.5,0.1,0.21,,,1,1,0.64,0.64,27.595294,94.724003
2248,ASSAM,21.0,24.0,5.6,6.3,70,483,1.5,3.0,0.1,0.13,,,1,1,0.56,0.56,27.224728,94.107373
2249,ASSAM,20.0,24.0,6.6,6.8,127,142,0.4,1.4,0.1,0.17,,,1,1,0.33,0.33,26.65285,92.792558
2250,ASSAM,28.0,29.0,6.4,6.8,519,839,0.8,0.8,0.1,0.15,,,1,1,0.6,0.6,26.350383,92.679592
2251,ASSAM,27.0,28.0,6.9,7.2,305,313,1.7,2.9,0.12,0.19,,,1,1,0.87,0.87,26.1277,92.215749
2252,ASSAM,25.0,28.0,6.6,7.4,262,266,2.0,2.4,0.1,0.14,,,1,1,0.54,0.54,26.105147,91.712525
2253,ASSAM,24.0,26.0,6.6,6.8,289,428,1.5,3.2,0.1,0.16,,,1,1,0.46,0.46,26.444617,91.441053
2254,ASSAM,23.0,25.0,5.8,7.1,101,910,0.3,2.7,0.1,0.15,,,1,1,0.56,0.56,26.5,90.97
2255,ASSAM,24.0,27.0,6.0,7.0,357,448,0.7,2.5,0.1,0.1,,,1,1,0.53,0.53,26.515756,90.532872
2256,ASSAM,24.0,30.0,5.9,6.4,78,107,0.8,1.8,0.13,0.41,,,1,1,0.56,0.56,26.403904,90.262979
2257,ASSAM,23.0,31.0,6.5,6.8,345,422,0.3,0.8,0.1,0.22,,,1,1,0.78,0.78,26.026696,89.970706
2258,ASSAM,28.0,28.0,6.1,6.1,362,362,0.6,0.6,0.1,0.1,,,1,1,0.57,0.57,26.170647,90.626604
2259,ASSAM,32.0,36.0,6.7,7.0,191,935,1.5,1.5,0.13,0.13,,,1,1,0.69,0.69,25.84274,93.425589
2261,ASSAM,10.0,25.0,5.6,7.6,86,166,1.2,6.5,0.1,0.12,,,1,1,0.43,0.43,25.163311,93.012825
2262,ASSAM,13.0,13.0,6.5,6.5,302,302,5.4,5.4,0.1,0.19,,,1,1,,,24.866553,92.367203
2263,ASSAM,15.0,15.0,6.3,6.3,142,142,3.4,3.4,0.22,0.22,,,1,1,0.63,0.63,24.681103,92.563806
2264,ASSAM,12.0,15.0,6.7,6.8,431,690,3.3,5.2,0.1,0.1,,,1,1,0.34,0.34,24.861042,92.596669
1920,MANIPUR,17.0,17.0,,,59.4,59.4,,,0.87,2.96,,,,,,,24.496579,93.980863
1406,TRIPURA,25.5,28.0,7.74,7.98,334,360,0.0,0.8,0.0,0.08,,,,,,,23.530289,91.480914
1730,TRIPURA,26.0,27.0,7.3,7.76,182,193,,,0.22,0.24,,,,,,,23.831392,91.286739
1731,TRIPURA,26.0,28.5,7.68,7.94,82,94,,,,,,,,,,,23.859275,91.246114
1732,TRIPURA,26.5,27.5,7.56,7.74,108,120,,,,,,,,,,,23.778664,91.386119
1733,TRIPURA,27.0,27.5,7.72,7.85,182,196,,,,,,,,,,,23.828506,91.289731
1734,TRIPURA,26.0,27.5,7.42,7.62,162,178,,,,,,,,,,,23.828125,91.286689
1634,MEGHALAYA,18.0,18.0,6.0,6.0,175,215,2.4,2.8,4.04,6.3,38,63,50,94,0.1,0.1,25.576779,91.887943
1635,MEGHALAYA,19.0,19.0,5.0,5.0,220,255,4.0,4.4,10.2,16.4,49,70,70,110,0.1,0.1,25.631383,91.883972
