STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,FAECAL_STREPTOCOCCI_Min,FAECAL_STREPTOCOCCI_Max,TOTAL_DISSOLVED_SOLIDS_Min,TOTAL_DISSOLVED_SOLIDS_Max,FLUORIDE_Min,FLUORIDE_Max,ARSENIC_Min,ARSENIC_Max,Latitude,Longitude
1897,MADHYA PRADESH,23,23,7.7,7.7,920,920,BDL,BDL,3.924,3.924,BDL,BDL,3,3,-,-,560,560,0.73,0.73,-,-,21.313672,76.217623
2143,MADHYA PRADESH,22.2,23,7.3,7.6,360,658,BDL,BDL,-,-,BDL,BDL,BDL,BDL,-,-,272,558,-,-,BDL,BDL,23.227505,79.915977
2144,MADHYA PRADESH,21,22,7.5,7.5,250,360,BDL,BDL,-,-,BDL,BDL,BDL,BDL,-,-,356,372,BDL,BDL,BDL,BDL,23.220203,79.990963
2147,MADHYA PRADESH,26,26,7.1,7.1,-,-,BDL,BDL,4.26,4.26,-,-,-,-,-,-,2424,2424,-,-,-,-,22.969099,76.053041
2148,MADHYA PRADESH,-,-,7.8,7.8,3344,3344,1.6,1.6,8.006,8.006,-,-,-,-,-,-,2342,2342,0.41,0.41,-,-,23.333695,75.035676
2149,MADHYA PRADESH,27,27,7.1,7.4,1304,1304,1.2,1.6,3.64,7.171,-,-,-,-,-,-,1150,1968,-,-,-,-,23.2601,76.146411
2150,MADHYA PRADESH,23,24.5,7.5,7.6,1440,1444,BDL,BDL,3.224,5.49,BDL,BDL,3,9,-,-,996,1008,0.67,0.78,-,-,22.678291,75.92499
2151,MADHYA PRADESH,23,24.5,7.8,8,2023,3675,1.3,1.6,4.816,6.114,BDL,BDL,8,12,-,-,1287,2672,0.92,1.04,-,-,22.713525,75.847519
2152,MADHYA PRADESH,23,24.8,7.2,7.4,2175,3202,BDL,1.2,3.63,3.839,BDL,BDL,9,92,-,-,1408,1610,1.01,1.08,-,-,22.703486,75.878342
2154,MADHYA PRADESH,23,26,7.5,7.9,1164,1420,-,-,0.4,0.8,-,-,-,-,-,-,746,1158,-,-,-,-,23.490169,77.059317
3332,MADHYA PRADESH,24,24,7.8,7.8,1260,1260,BDL,1.6,4.261,4.96,-,-,-,-,-,-,888,1216,-,-,-,-,22.943809,76.020183
3334,MADHYA PRADESH,29,29,7.7,7.7,-,-,1.2,1.2,2.2,2.2,3,3,11,11,-,-,545,545,0.6,0.6,BDL,BDL,21.900458,77.89643
3335,MADHYA PRADESH,21,22.3,7.2,7.5,360,629,BDL,BDL,-,-,BDL,BDL,BDL,BDL,-,-,354,534,0.36,0.36,BDL,BDL,23.220624,79.976447
3336,MADHYA PRADESH,28,28,7.7,7.7,793,793,1.4,1.4,2.2,2.2,3,3,11,11,-,-,588,588,-,-,-,-,22.057235,78.938132
3337,MADHYA PRADESH,22,22.2,7.3,8.7,290,1166,BDL,1.9,0.4,0.4,BDL,BDL,BDL,BDL,-,-,120,935,-,-,BDL,BDL,22.092218,79.552311
3338,MADHYA PRADESH,24,26,7.1,7.2,1009,1012,-,-,0.68,0.8,2,2,8,14,-,-,646,648,-,-,-,-,26.287719,78.198403
3339,MADHYA PRADESH,23,24.5,7.2,7.5,1014,1521,BDL,BDL,3.79,6.969,BDL,BDL,9,35,-,-,654,806,0.48,0.82,-,-,22.719419,75.860556
3340,MADHYA PRADESH,23,24,6.9,7.3,1797,2398,BDL,BDL,3.199,6.68,BDL,BDL,3,6,-,-,1076,1678,0.62,1.02,-,-,22.678307,75.925006
3341,MADHYA PRADESH,23,24,7.8,7.8,790,1486,BDL,BDL,2.282,4.076,BDL,BDL,3,93,-,-,465,1038,0.38,0.71,-,-,22.62421,75.599048
3342,MADHYA PRADESH,23,25,7.5,7.6,432,551,BDL,BDL,2.612,3.146,BDL,BDL,BDL,9,-,-,270,385,0.67,0.88,-,-,22.612355,75.675284
3343,MADHYA PRADESH,26,26.5,7.1,7.9,1480,1615,BDL,1.3,2.807,6.92,BDL,2,12,14,-,-,123,1406,-,-,-,-,24.523313,81.260108
3344,MADHYA PRADESH,27.5,27.6,7.8,7.9,589,642,BDL,BDL,0.682,84,BDL,BDL,18,18,BDL,BDL,401,416,-,-,-,-,23.303252,81.355229
3345,MADHYA PRADESH,27.5,27.8,7.8,7.8,512,543,BDL,BDL,0.64,0.75,BDL,BDL,18,18,BDL,BDL,388,403,-,-,-,-,23.110397,81.697117
3822,MADHYA PRADESH,21.7,23,7,7.6,460,460,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,-,-,339,440,-,-,-,-,22.94411,79.208599
3823,MADHYA PRADESH,21,22.3,7.3,7.3,290,1409,BDL,BDL,BDL,0.49,BDL,BDL,BDL,BDL,-,-,200,1128,-,-,BDL,BDL,21.821148,80.198158
3824,MADHYA PRADESH,22,22,7.4,7.5,280,380,BDL,BDL,0.5,0.5,BDL,BDL,BDL,BDL,-,-,200,398,-,-,BDL,BDL,21.817493,80.195922
3825,MADHYA PRADESH,22,22,7,8.9,390,1180,BDL,BDL,-,-,BDL,BDL,BDL,BDL,-,-,284,1084,0.4,0.4,BDL,BDL,21.811932,80.190221
3826,MADHYA PRADESH,22,22.1,7.3,8.7,250,1068,BDL,BDL,-,-,BDL,BDL,BDL,BDL,-,-,170,989,BDL,BDL,BDL,BDL,22.090826,79.550531
3827,MADHYA PRADESH,21,22,7.6,7.6,350,390,-,-,-,-,BDL,BDL,BDL,BDL,-,-,284,348,-,-,BDL,BDL,23.111594,79.917595
3837,MADHYA PRADESH,29,29,7.5,7.5,550,550,-,-,1.5,1.5,-,-,-,-,-,-,368,368,-,-,-,-,24.196544,82.670079
3838,MADHYA PRADESH,28,28,7.5,7.5,660,660,-,-,0.6,0.6,-,-,-,-,-,-,442,442,-,-,-,-,24.200276,82.703998
3839,MADHYA PRADESH,28,28,7.5,7.5,710,710,-,-,BDL,BDL,-,-,-,-,-,-,475,475,-,-,-,-,24.111965,82.649317
3840,MADHYA PRADESH,29,29,7.5,7.5,260,260,-,-,BDL,BDL,-,-,-,-,-,-,174,174,-,-,-,-,24.078945,82.609503
3841,MADHYA PRADESH,29,29,7.5,7.5,400,400,-,-,2.5,2.5,-,-,-,-,-,-,268,268,-,-,-,-,24.144517,82.640423
3842,MADHYA PRADESH,29,29,7.5,7.5,410,410,-,-,BDL,BDL,-,-,-,-,-,-,273,273,-,-,-,-,24.106342,82.648947
3843,MADHYA PRADESH,29,29,7.5,7.5,420,420,-,-,BDL,BDL,-,-,-,-,-,-,281,281,-,-,-,-,24.106522,82.623971
3844,MADHYA PRADESH,29,29,7.5,7.5,440,440,-,-,1.4,1.4,-,-,-,-,-,-,294,294,-,-,-,-,24.084539,82.651398
3854,MADHYA PRADESH,26,27,7,7.2,1263,1368,BDL,1.2,3.905,6.42,BDL,2,8,10,-,-,996,1234,-,-,-,-,24.39563,81.882736
4618,MADHYA PRADESH,22.2,22.2,7.3,8.6,592,1738,-,-,-,-,BDL,BDL,BDL,BDL,-,-,480,1217,-,-,BDL,BDL,23.108477,80.252455
4630,MADHYA PRADESH,29,29,7.7,7.7,-,-,BDL,BDL,2.2,2.2,3,3,11,11,-,-,544,544,BDL,BDL,-,-,21.901733,77.895572
1634,MEGHALAYA,16.1,22,5.8,6.1,170,191,1.4,1.5,7.21,9.41,2,4,31,39,-,-,117,132,BDL,BDL,BDL,BDL,25.576779,91.887943
1635,MEGHALAYA,17.2,22,5.4,5.7,265,273,1.5,1.8,13.11,16.61,BDL,BDL,BDL,17,-,-,183,188,BDL,BDL,BDL,BDL,25.631383,91.883972
1636,MEGHALAYA,18,18,6,6.2,159,168,1.6,1.7,1.96,2.21,BDL,BDL,9,11,-,-,110,116,BDL,BDL,BDL,BDL,26.051514,91.869642
1637,MEGHALAYA,19.1,24.2,5.4,5.6,115,125,BDL,BDL,3.01,3.61,BDL,BDL,BDL,11,-,-,79,86,BDL,BDL,BDL,BDL,25.29985,91.700083
1638,MEGHALAYA,14,21.2,5.5,5.6,151,168,BDL,1.1,7.6,9.68,BDL,BDL,BDL,BDL,-,-,104,116,BDL,BDL,BDL,BDL,25.481292,92.349286
3385,MEGHALAYA,6.7,19.1,6.6,6.7,50,57,1.3,1.6,4.87,7.31,BDL,BDL,4,12,-,-,34,39,BDL,BDL,BDL,BDL,25.529348,91.430663
3386,MEGHALAYA,42.5,44.5,9,9.5,312,335,BDL,BDL,0.76,0.81,BDL,BDL,BDL,BDL,-,-,215,231,BDL,23.6,BDL,BDL,25.407691,91.540701
4323,MEGHALAYA,16,17.1,7.2,7.4,145,158,1.4,1.5,0.58,0.62,BDL,BDL,BDL,BDL,-,-,108,109,BDL,BDL,BDL,BDL,25.373525,92.322493
4324,MEGHALAYA,16.5,18.1,5.2,5.4,119,123,1.1,1.3,BDL,0.52,BDL,BDL,BDL,BDL,-,-,85,88,BDL,BDL,BDL,BDL,25.357063,92.363498
4325,MEGHALAYA,16.5,18.2,5,5.2,97,110,1.3,1.6,BDL,0.37,BDL,BDL,BDL,BDL,-,-,67,71,BDL,BDL,BDL,BDL,25.357218,92.362297
4904,MEGHALAYA,17,22,6.5,6.6,102,108,1.5,1.6,2.96,3.31,BDL,22,21,22,-,-,70,74,BDL,BDL,BDL,BDL,25.587183,91.908779
4905,MEGHALAYA,17.4,24,6,6.5,110,128,1.6,1.7,7.17,10.5,9,79,120,240,-,-,65,76,BDL,BDL,BDL,BDL,25.585759,91.889274
4906,MEGHALAYA,17,22,5,5.2,92,110,BDL,1.2,0.37,2.21,BDL,4,12,42,-,-,63,76,BDL,BDL,BDL,BDL,25.552846,91.860326
2054,MIZORAM,15,24,4.8,7.2,381,649,BDL,1.5,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,23.747275,92.726539
2055,MIZORAM,15,21,6,6.6,414,614,BDL,1.9,BDL,0.35,-,-,-,-,-,-,-,-,-,-,-,-,23.713531,92.712758
3725,MIZORAM,15,23,6.8,7.4,240,335,BDL,2,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,23.717076,92.720018
3726,MIZORAM,14,27,5,7.2,303,607,BDL,2,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,23.747167,92.724528
3727,MIZORAM,16,21,5,7.4,170,374,BDL,1.2,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,23.7325,92.722417
3728,MIZORAM,15,23,6.3,7.5,BDL,282,1.2,2,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,24.235704,92.806627
3729,MIZORAM,21,21,6.2,6.2,185,185,-,-,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,23.762194,92.727472
3730,MIZORAM,20,21,6.3,6.3,100,159,-,-,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,23.807834,92.733579
3731,MIZORAM,21,22,6.4,6.9,78,555,-,-,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,23.729368,92.716307
3732,MIZORAM,21,21,6,6,504,504,-,-,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,23.752122,92.723645
3733,MIZORAM,20,21,5.9,6.5,254,255,-,-,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,24.235597,92.806453
3737,MIZORAM,16,25,6.1,6.8,220,3556,1.4,1.4,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,22.868017,92.774359
3738,MIZORAM,18,24,6,7.4,66,100,-,-,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,22.909892,92.756766
3739,MIZORAM,24,24,7,7,329,364,-,-,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,22.858361,92.821667
3741,MIZORAM,18,24,5.8,7.6,BDL,314,-,-,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,22.536278,92.899861
3742,MIZORAM,24,24,7,7,93,93,-,-,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,22.528111,92.893556
3745,MIZORAM,11,19,5.6,7,39,321,-,-,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,22.489389,92.979278
3748,MIZORAM,16,19,5.1,7.5,60,679,-,-,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,24.219778,92.672361
3753,MIZORAM,16,27,6,7.3,43,227,-,-,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,24.222056,92.672722
3758,MIZORAM,19,20,6.8,7,238,502,1.1,1.1,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,23.482083,93.329833
4124,MIZORAM,16,26,5.4,7,225,481,-,-,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,23.737505,92.718902
4126,MIZORAM,9,20,4.5,8.3,112,223,BDL,1.2,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,23.480055,93.312464
4127,MIZORAM,11,18,5.6,7.7,145,423,-,-,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,22.490267,92.980815
4129,MIZORAM,19,28,7,8.4,BDL,248,-,-,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,22.550938,92.880977
4133,MIZORAM,14,24,5.7,8.5,BDL,250,BDL,1.9,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,23.719042,92.711117
2896,NAGALAND,18,20.1,6.6,6.7,180,340,-,-,11,12.1,-,-,-,-,-,-,13,169.5,BDL,BDL,BDL,BDL,25.670097,94.107694
2897,NAGALAND,21.6,24,6.7,6.8,216,280,-,-,1,1.3,-,-,-,-,-,-,11,125,BDL,0.9,BDL,BDL,25.512478,93.739067
2898,NAGALAND,22.1,25,5.6,5.6,158,160,-,-,3.2,3.4,-,-,-,-,-,-,80.1,80.1,BDL,BDL,BDL,BDL,25.761997,93.600256
2899,NAGALAND,25.5,26,7.1,7.5,230,250,-,-,0.9,1.2,-,-,-,-,-,-,115,124.9,BDL,BDL,BDL,BDL,25.781966,93.626144
2900,NAGALAND,25,26.7,6.2,6.2,220,236,-,-,6,8,-,-,-,-,-,-,110,118,BDL,BDL,BDL,BDL,25.869109,93.728134
2901,NAGALAND,26,28.4,6,6.7,290,310,-,-,2.2,2.8,-,-,-,-,-,-,145,155,BDL,BDL,BDL,BDL,25.878586,93.744492
2902,NAGALAND,25,26.3,7.2,8.4,328,360,-,-,0.8,1.1,-,-,-,-,-,-,164,180,BDL,BDL,BDL,BDL,25.880033,93.7191
2903,NAGALAND,26,26.7,7.3,7.6,796,820,-,-,7.5,13,-,-,-,-,-,-,398,410,BDL,BDL,BDL,BDL,25.890717,93.712267
2904,NAGALAND,26.2,26.4,6,7.3,270,724,BDL,BDL,2.1,13.8,-,-,-,-,-,-,86,362,BDL,BDL,BDL,BDL,25.918303,93.725881
2905,NAGALAND,26.3,26.7,7.2,7.6,218,842,BDL,BDL,1.2,1.2,-,-,-,-,-,-,78,421,BDL,BDL,BDL,BDL,25.910227,93.724225
1644,ODISHA,25,27,6.6,6.9,429,654,BDL,BDL,0.32,0.32,BDL,BDL,BDL,2,-,-,-,-,0.22,0.22,-,-,20.495525,85.921127
1645,ODISHA,25,26,6.5,6.9,351,503,BDL,BDL,0.35,0.35,BDL,BDL,BDL,BDL,-,-,-,-,BDL,BDL,-,-,20.449205,85.901903
1646,ODISHA,25,27,6.9,7.6,135,250,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,-,-,-,-,BDL,BDL,-,-,20.485754,85.856931
1647,ODISHA,25,26,6.9,7.3,320,382,BDL,BDL,0.33,0.33,BDL,BDL,BDL,BDL,-,-,-,-,0.43,0.43,-,-,20.457454,85.882679
1648,ODISHA,25,26,7.2,7.3,152,198,BDL,BDL,0.34,0.34,BDL,BDL,BDL,220,-,-,-,-,0.29,0.29,-,-,20.4679,85.890185
1649,ODISHA,22,28,6.1,7.8,169,809,BDL,BDL,0.847,0.847,BDL,13,BDL,79,-,-,-,-,BDL,BDL,-,-,20.266264,85.782935
1650,ODISHA,24,31,5.1,6.1,162,481,BDL,BDL,0.441,0.441,BDL,BDL,BDL,BDL,-,-,-,-,0.23,0.23,-,-,20.260034,85.823265
1651,ODISHA,24,30,6.8,7.1,365,530,BDL,BDL,1.549,1.549,BDL,5,11,33,-,-,-,-,BDL,BDL,-,-,20.235087,85.8427
1652,ODISHA,24,30,6.1,6.1,337,407,BDL,BDL,7.701,7.701,BDL,5,23,79,-,-,-,-,BDL,BDL,-,-,20.256374,85.845783
1653,ODISHA,22,29,6.4,6.5,169,193,BDL,BDL,0.351,0.351,BDL,BDL,BDL,BDL,-,-,-,-,BDL,BDL,-,-,20.305866,85.855524
1655,ODISHA,22,29,7.9,8.2,1091,1487,BDL,BDL,0.44,0.44,BDL,BDL,BDL,13,-,-,-,-,0.41,0.41,-,-,19.794405,85.822286
1656,ODISHA,22,29,7.6,7.9,748,1044,BDL,BDL,2.509,2.509,BDL,BDL,BDL,BDL,-,-,-,-,0.21,0.21,-,-,19.804831,85.818076
1657,ODISHA,23,29,7.5,7.9,1048,1128,BDL,BDL,6.793,6.793,BDL,BDL,BDL,BDL,-,-,-,-,BDL,BDL,-,-,19.813275,85.831531
1658,ODISHA,20,29,7.3,7.8,256,1116,BDL,BDL,0.42,0.42,BDL,BDL,BDL,5,-,-,-,-,BDL,BDL,-,-,19.812634,85.828877
3964,ODISHA,25,30,7.2,7.8,707,1078,BDL,BDL,0.32,0.32,BDL,13,BDL,49,-,-,-,-,0.23,0.23,-,-,19.307653,84.810975
3965,ODISHA,25,30,7.3,7.9,695,951,BDL,BDL,0.32,0.32,5,23,17,79,-,-,-,-,0.47,0.47,-,-,19.312588,84.802196
3966,ODISHA,25,30,7.1,7.9,838,951,BDL,BDL,1.545,1.545,BDL,5,17,22,-,-,-,-,BDL,BDL,-,-,19.315123,84.793283
3967,ODISHA,28,30,7.2,7.3,551,1139,BDL,BDL,2.125,2.125,BDL,13,BDL,49,-,-,-,-,0.26,0.26,-,-,19.296414,84.797058
3968,ODISHA,27,28,7.4,7.9,324,597,BDL,BDL,6.7,6.7,BDL,BDL,BDL,BDL,-,-,-,-,0.82,0.82,-,-,21.500314,83.885922
3969,ODISHA,26,29,7.3,7.4,344,480,BDL,BDL,5.112,5.112,BDL,2,BDL,23,-,-,-,-,0.27,0.27,-,-,21.477655,83.976424
3970,ODISHA,26,29,6.6,7.9,262,324,BDL,BDL,5.118,5.118,BDL,BDL,BDL,BDL,-,-,-,-,BDL,BDL,-,-,21.460386,83.979989
3971,ODISHA,25,27,7,7.4,830,866,BDL,BDL,3.36,3.36,BDL,BDL,BDL,BDL,-,-,-,-,0.47,0.47,-,-,20.838611,85.098333
3972,ODISHA,25,27,7.5,7.6,366,612,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,-,-,-,-,0.91,0.91,-,-,20.8425,85.148611
3973,ODISHA,25,26,7,7.1,263,414,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,-,-,-,-,0.92,0.92,-,-,20.950278,85.192222
3974,ODISHA,26,27,7.5,7.9,245,387,BDL,BDL,0.32,0.32,BDL,5,BDL,13,-,-,-,-,0.23,0.23,-,-,21.08,85.078333
3975,ODISHA,25,27,7,7.6,235,325,BDL,BDL,0.32,0.32,BDL,22,BDL,79,-,-,-,-,0.43,0.43,-,-,20.9325,85.200556
3976,ODISHA,23,25,7.4,7.9,470,1008,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,-,-,-,-,0.82,0.82,-,-,20.802778,85.304444
3977,ODISHA,25,26,7.4,7.6,559,1178,BDL,BDL,0.32,0.32,BDL,BDL,BDL,23,-,-,-,-,0.73,0.73,-,-,20.904444,85.217222
3978,ODISHA,23,26,7.1,7.2,678,1023,BDL,BDL,0.32,0.32,BDL,BDL,BDL,13,-,-,-,-,0.35,0.35,-,-,20.8425,85.214722
3979,ODISHA,26,27,7.5,8,387,557,BDL,1.1,0.32,0.32,BDL,BDL,BDL,13,-,-,-,-,0.89,0.89,-,-,20.838333,85.166944
3981,ODISHA,17,26,6.9,8.1,119,557,BDL,BDL,0.89,0.89,BDL,BDL,BDL,BDL,-,-,-,-,0.29,0.29,-,-,21.813611,84.024444
3982,ODISHA,18,28,6.5,7.3,75,165,BDL,BDL,0.34,0.34,BDL,BDL,BDL,BDL,-,-,-,-,BDL,BDL,-,-,21.819167,83.996944
3983,ODISHA,17,26,6.5,6.8,128,165,BDL,BDL,0.78,0.78,BDL,BDL,BDL,BDL,-,-,-,-,BDL,BDL,-,-,21.860833,83.9625
3984,ODISHA,20,24,6.5,7.1,123,170,BDL,BDL,1.376,1.376,BDL,BDL,BDL,BDL,-,-,-,-,BDL,BDL,-,-,21.855,83.920833
3985,ODISHA,18,22,7.1,7.1,275,438,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,-,-,-,-,BDL,BDL,-,-,21.79,84.003333
3986,ODISHA,18,23,7.2,7.2,95,432,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,-,-,-,-,BDL,BDL,-,-,21.688333,83.863056
3987,ODISHA,19,25,6.9,7.1,198,440,BDL,BDL,0.49,0.49,BDL,BDL,BDL,BDL,-,-,-,-,BDL,BDL,-,-,21.825278,83.848889
3988,ODISHA,31,32,8.3,8.3,1364,1920,BDL,1.7,1.58,1.58,BDL,790,BDL,1700,-,-,-,-,1.17,1.17,-,-,20.266389,86.658889
3989,ODISHA,32,32,8,8.1,1818,2598,BDL,1.1,1.6,1.6,2,40,8,1300,-,-,-,-,0.75,0.75,-,-,20.320556,86.663333
3990,ODISHA,21,23,6.7,7.1,325,349,BDL,BDL,1.809,1.809,BDL,BDL,BDL,BDL,-,-,-,-,BDL,BDL,-,-,21.027778,85.746667
3991,ODISHA,22,22,6.5,6.9,183,251,BDL,BDL,0.32,0.32,11,22,33,79,-,-,-,-,BDL,BDL,-,-,21.057778,85.811111
3992,ODISHA,22,22,7.1,7.5,181,363,BDL,BDL,2.289,2.289,13,13,79,79,-,-,-,-,BDL,BDL,-,-,21.041389,85.770833
3993,ODISHA,22,22,6.8,7.4,264,302,BDL,BDL,0.49,0.49,BDL,5,13,17,-,-,-,-,BDL,BDL,-,-,21.063889,85.845556
3994,ODISHA,25,25,6.8,6.8,392,405,BDL,BDL,5.19,5.19,5,23,49,130,-,-,-,-,0.73,0.73,-,-,21.5675,86.844722
3995,ODISHA,25,25,7.3,7.6,278,548,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,-,-,-,-,5.94,5.94,-,-,21.574722,86.844167
3996,ODISHA,24,25,6.5,7.5,132,184,BDL,BDL,0.38,0.38,5,23,33,240,-,-,-,-,0.29,0.29,-,-,21.577778,86.832222
1397,PUDUCHERRY,30,31,6,7.1,602,620,BDL,BDL,4.22,7.72,-,-,-,-,-,-,376,489,-,-,BDL,BDL,11.913137,79.815859
1398,PUDUCHERRY,30,32,6.3,7.2,1329,2360,BDL,BDL,BDL,0.32,-,-,-,-,-,-,894,1554,-,-,BDL,BDL,11.913858,79.815606
1453,PUDUCHERRY,30,31,6.4,6.5,652,815,BDL,BDL,1.22,3.604,-,-,-,-,-,-,489,524,-,-,BDL,BDL,11.94445,79.781892
1454,PUDUCHERRY,30,30,6.1,6.1,275,275,-,-,1.54,1.54,-,-,-,-,-,-,175,175,-,-,-,-,12.021863,79.857077
1687,PUDUCHERRY,28,31,7.3,7.8,2070,2400,BDL,BDL,0.92, 0.995,-,-,-,-,-,-,1255,1413,-,-,BDL,BDL,11.932642,79.83525
1688,PUDUCHERRY,30,31,7.4,7.5,698,759,BDL,BDL, 0.411,0.42,-,-,-,-,-,-,454,457,-,-,BDL,BDL,12.001161,79.700722
2009,PUDUCHERRY,30.5,31.5,6.2,6.9,595,682,BDL,BDL,3.03,3.12,-,-,-,-,-,-,350,447,-,-,BDL,BDL,11.93915,79.776433
2010,PUDUCHERRY,30,30,6.4,6.8,902,1075,BDL,BDL,BDL,1.32,-,-,-,-,-,-,598,762,-,-,BDL,BDL,11.943921,79.790978
2011,PUDUCHERRY,31,32,7.2,7.4,1697,1804,BDL,BDL,BDL,0.32,-,-,-,-,-,-,1022,1080,-,-,BDL,BDL,11.893328,79.753917
2012,PUDUCHERRY,30,31,6.5,7.4,2430,2600,BDL,BDL,BDL,0.62,-,-,-,-,-,-,1473,1521,-,-,BDL,BDL,11.968099,79.816952
2013,PUDUCHERRY,28,32.6,8.2,8.2,2090,2140,BDL,BDL,0.32,0.56,-,-,-,-,-,-,1132,1171,-,-,BDL,BDL,10.867778,79.828333
2014,PUDUCHERRY,31,31.2,7.8,8.3,1429,1539,BDL,BDL,0.7,0.76,-,-,-,-,-,-,802,914,-,-,BDL,BDL,10.963617,79.678261
2446,PUDUCHERRY,27,27,5.7,5.7,335,335,BDL,BDL,-,-,-,-,-,-,-,-,246,246,-,-,BDL,BDL,10.766611,76.22855
2447,PUDUCHERRY,27,27,5.2,5.2,82,82,BDL,BDL,-,-,-,-,-,-,-,-,59,59,-,-,BDL,BDL,10.161183,76.425171
3882,PUDUCHERRY,31.5,33,6.5,6.6,432,1107,BDL,BDL,BDL,0.32,-,-,-,-,-,-,234,738,-,-,BDL,BDL,11.821469,79.796228
3883,PUDUCHERRY,28.5,32,7.1,7.7,364,393,BDL,BDL,BDL,0.32,-,-,-,-,-,-,177,192,-,-,BDL,BDL,11.811908,79.745769
3884,PUDUCHERRY,30,31,6.6,7,1252,1267,BDL,BDL,12.6,15.62,-,-,-,-,-,-,733,871,-,-,BDL,BDL,12.040936,79.867658
3885,PUDUCHERRY,31,31,6.9,6.9,1406,1849,BDL,BDL,0.34,3.92,-,-,-,-,-,-,940,1361,-,-,BDL,BDL,11.990793,79.754432
3886,PUDUCHERRY,31,31,7.2,7.6,1368,1389,BDL,BDL,3.12,3.89,-,-,-,-,-,-,879,934,-,-,BDL,BDL,11.930541,79.661783
4631,PUDUCHERRY,30,31,7,7.7,1108,1130,BDL,BDL,1.82,1.97,-,-,-,-,-,-,691,722,-,-,BDL,BDL,11.991116,79.639712
4632,PUDUCHERRY,29,30,7.4,7.8,1503,1652,BDL,BDL,4.12,5.8,-,-,-,-,-,-,824,1026,-,-,BDL,BDL,11.871427,79.603728
4633,PUDUCHERRY,31,32,6.4,6.7,714,798,BDL,BDL,BDL,0.32,-,-,-,-,-,-,375,418,-,-,BDL,BDL,11.829487,79.80307
1898,PUNJAB,-,-,7.2,7.5,1136,1162,BDL,BDL,8.6,24.6,BDL,BDL,BDL,BDL,-,-,667,732,0.24,0.28,BDL,BDL,30.900078,75.857275
1900,PUNJAB,-,-,6.6,7,627,1275,BDL,BDL,4.8,4.8,BDL,BDL,BDL,BDL,-,-,399,757,0.28,0.3,BDL,BDL,30.897853,75.855422
1901,PUNJAB,32,37,7.1,7.6,702,716,BDL,BDL,10.4,16.1,BDL,BDL,BDL,BDL,-,-,438,444,0.36,0.42,BDL,BDL,30.896028,75.873728
1902,PUNJAB,-,-,6.7,7.2,1137,1191,BDL,BDL,12.1,12.8,BDL,BDL,BDL,BDL,-,-,692,727,BDL,0.21,BDL,BDL,30.895817,75.859742
1903,PUNJAB,-,-,7.2,7.7,450,493,BDL,BDL,5.2,6.2,BDL,BDL,BDL,BDL,-,-,281,303,0.22,0.32,BDL,BDL,30.904136,75.8168
2916,PUNJAB,-,-,6.4,6.9,1048,1083,BDL,BDL,1,2.2,BDL,BDL,BDL,BDL,-,-,574,622,BDL,0.22,BDL,BDL,31.633978,74.872264
2917,PUNJAB,-,-,6.7,7,907,1079,BDL,BDL,0.36,4.2,BDL,BDL,BDL,BDL,-,-,532,619,0.36,0.44,BDL,BDL,31.619981,74.876486
