STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,FAECAL_STREPTOCOCCI_Min,FAECAL_STREPTOCOCCI_Max,TOTAL_DISSOLVED_SOLIDS_Min,TOTAL_DISSOLVED_SOLIDS_Max,FLUORIDE_Min,FLUORIDE_Max,ARSENIC_Min,ARSENIC_Max,,,,,,,,,,,,,,,,,,,,
3208,GUJARAT,25,25,6.6,6.6,565,565,2.4,2.4,BDL,BDL,2,2,2,2,-,-,354,354,0.37,0.37,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3209,GUJARAT,27,27,7.2,7.2,839,839,2.4,2.4,BDL,BDL,BDL,BDL,BDL,BDL,-,-,522,522,0.3,0.3,-,-,,,,,,,,,,,,,,,,,,,,
3210,GUJARAT,26,32,7.5,7.9,3595,4019,BDL,BDL,BDL,BDL,6,10,41,48,-,-,2812,3595,0.55,0.55,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3211,GUJARAT,24,29,7.2,7.8,2032,2280,BDL,BDL,BDL,BDL,6,7,41,43,-,-,1300,1422,BDL,0.24,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3212,GUJARAT,28,32,7.4,8,2143,2401,BDL,BDL,BDL,0.4,2,2,2,2,-,-,1166,1352,0.69,0.75,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3213,GUJARAT,33,33,7.5,8.2,1366,2607,BDL,BDL,BDL,1.1,2,2,2,2,-,-,782,1320,0.67,1.25,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3214,GUJARAT,28,32,7.4,8.1,1826,1954,BDL,BDL,BDL,1.1,2,2,2,2,-,-,1012,1086,0.52,1.08,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3215,GUJARAT,26,30,7.3,8.5,3243,4185,BDL,BDL,0.63,2.26,BDL,2,BDL,2,-,-,1974,2234,0.64,76,-,-,,,,,,,,,,,,,,,,,,,,
3216,GUJARAT,32,32,7.4,8.1,2679,3108,BDL,BDL,BDL,0.7,2,2,2,2,-,-,1564,1634,0.85,1.31,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3217,GUJARAT,28,33,8.1,8.2,2149,2229,BDL,BDL,BDL,2.2,2,2,2,2,-,-,1234,1252,0.98,1.32,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3218,GUJARAT,27,27,7.2,7.2,1006,1006,BDL,BDL,0.37,0.37,2,2,2,2,-,-,636,636,1.19,1.19,-,-,,,,,,,,,,,,,,,,,,,,
3219,GUJARAT,27,27,7.7,7.7,801,801,BDL,BDL,BDL,BDL,2,2,2,2,-,-,490,490,1.2,1.2,-,-,,,,,,,,,,,,,,,,,,,,
3220,GUJARAT,28,28,7.7,7.7,2760,2760,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,-,-,1542,1542,0.48,0.48,-,-,,,,,,,,,,,,,,,,,,,,
3221,GUJARAT,29,33,7.3,7.5,800,813,BDL,BDL,BDL,0.32,BDL,BDL,BDL,BDL,-,-,510,538,BDL,0.8,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3222,GUJARAT,29,30,7.2,7.9,410,4102,BDL,BDL,BDL,0.49,BDL,BDL,BDL,BDL,-,-,216,2098,0.25,1.32,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3223,GUJARAT,30,30,7.9,7.9,1980,1980,BDL,BDL,1.104,1.104,2,2,2,2,-,-,1022,1022,0.7,0.7,-,-,,,,,,,,,,,,,,,,,,,,
3224,GUJARAT,29,29,7.4,7.4,1232,1232,BDL,BDL,1.9,1.9,2,2,2,2,-,-,478,478,0.45,0.45,-,-,,,,,,,,,,,,,,,,,,,,
3225,GUJARAT,30,30,7.8,7.8,516,516,BDL,BDL,BDL,BDL,2,2,2,2,-,-,278,278,0.79,0.79,-,-,,,,,,,,,,,,,,,,,,,,
3226,GUJARAT,29,29,7.8,7.8,2190,2190,BDL,BDL,2.35,2.35,2,2,2,2,-,-,1104,1104,0.6,0.6,-,-,,,,,,,,,,,,,,,,,,,,
3227,GUJARAT,30,30,6.9,6.9,1969,1969,BDL,BDL,BDL,BDL,2,2,2,2,-,-,1054,1054,0.63,0.63,-,-,,,,,,,,,,,,,,,,,,,,
3228,GUJARAT,29,30,7.1,7.3,3060,3500,BDL,BDL,0.46,0.62,BDL,2,BDL,2,-,-,1716,1972,0.36,1.14,-,-,,,,,,,,,,,,,,,,,,,,
3229,GUJARAT,29,30,6.8,7.1,1418,2359,BDL,BDL,0.52,2.08,BDL,2,BDL,2,-,-,796,1390,0.54,0.67,-,-,,,,,,,,,,,,,,,,,,,,
3230,GUJARAT,26,28,7.7,8.2,1950,3814,1.1,1.8,1,1.52,2,2,2,2,-,-,293,992,0.33,0.53,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3231,GUJARAT,30,30,7.3,7.3,692,692,1.8,1.8,BDL,BDL,2,2,2,2,-,-,440,440,0.4,0.4,-,-,,,,,,,,,,,,,,,,,,,,
3232,GUJARAT,32,33,7.5,8,1933,2236,BDL,BDL,BDL,0.472,5,9,14,39,-,-,1230,1352,0.22,0.24,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3233,GUJARAT,32,33,7.5,7.8,2772,3799,BDL,BDL,BDL,0.312,2,9,12,53,-,-,1940,2100,0.24,0.28,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3234,GUJARAT,27,28,6.8,6.8,6710,7290,BDL,BDL,0.78,1.08,2,2,2,2,-,-,4092,5652,0.58,1.91,-,-,,,,,,,,,,,,,,,,,,,,
3235,GUJARAT,31,31,8.2,8.2,2211,2211,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,-,-,1174,1174,0.8,0.8,-,-,,,,,,,,,,,,,,,,,,,,
3236,GUJARAT,28,30,7.6,7.9,1917,2183,BDL,BDL,0.95,1.01,2,2,2,2,-,-,1072,1328,0.69,0.73,BDL,BDL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3237,GUJARAT,26,29,7.3,7.4,4375,6040,BDL,BDL,0.32,0.967,2,2,2,2,-,-,2528,3586,0.69,0.72,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3238,GUJARAT,30,30,7.5,7.5,4970,4970,BDL,BDL,0.52,0.52,2,2,2,2,-,-,2778,2778,0.56,0.56,-,-,,,,,,,,,,,,,,,,,,,,
3239,GUJARAT,31,31,7.5,7.5,3100,3100,BDL,BDL,0.44,0.44,2,2,2,2,-,-,1734,1734,0.3,0.3,-,-,,,,,,,,,,,,,,,,,,,,
3242,GUJARAT,30,34,7.3,7.9,2100,3600,1.4,1.8,0.43,0.57,BDL,2,BDL,2,-,-,1394,1608,0.22,0.31,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3243,GUJARAT,30,30,8,8,4000,4000,1.2,1.2,0.43,0.43,2,2,2,2,-,-,2608,2608,0.29,0.29,-,-,,,,,,,,,,,,,,,,,,,,
3244,GUJARAT,28,30,7.1,7.4,3570,5930,BDL,BDL,0.324,0.37,BDL,BDL,BDL,BDL,-,-,2310,3826,BDL,0.27,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3245,GUJARAT,28,30,7.3,7.4,4648,8026,BDL,1.5,0.7,1.42,BDL,BDL,BDL,BDL,-,-,309,4658,0.87,0.97,-,-,,,,,,,,,,,,,,,,,,,,
3246,GUJARAT,25,27,7.4,7.5,3859,4580,BDL,BDL,0.32,0.333,BDL,BDL,BDL,BDL,-,-,2904,2924,BDL,0.25,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3247,GUJARAT,25,26,7.2,7.4,2589,4820,BDL,BDL,0.302,0.32,BDL,BDL,BDL,BDL,-,-,180,2420,BDL,0.22,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4411,GUJARAT,24,27,8,8.3,2504,2528,BDL,BDL,0.302,0.32,BDL,BDL,BDL,BDL,-,-,136,1486,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4412,GUJARAT,26,27,7.1,7.3,2499,4620,BDL,BDL,BDL,0.32,BDL,BDL,BDL,BDL,-,-,186,2890,BDL,0.22,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4413,GUJARAT,31,31,8.1,8.1,1307,1307,BDL,BDL,0.36,0.36,2,2,2,2,-,-,738,738,0.48,0.48,-,-,,,,,,,,,,,,,,,,,,,,
4414,GUJARAT,29,30,7.6,7.9,1390,1442,BDL,BDL,BDL,0.32,BDL,BDL,BDL,BDL,-,-,682,800,0.48,0.85,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4416,GUJARAT,28,30,6.7,7.8,1251,1368,BDL,BDL,BDL,0.58,BDL,2,BDL,2,-,-,780,789,0.27,0.38,-,-,,,,,,,,,,,,,,,,,,,,
4422,GUJARAT,29,30,6.7,7,1057,1156,BDL,BDL,0.39,0.46,BDL,2,BDL,2,-,-,594,728,0.3,0.39,-,-,,,,,,,,,,,,,,,,,,,,
4829,HARYANA,-,-,8.1,8.6,1361,1626,-,-,-,-,-,-,-,-,-,-,840,987,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4830,HARYANA,-,-,8.6,8.6,2810,2810,-,-,-,-,-,-,-,-,-,-,1781,1781,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4831,HARYANA,28,28,7.6,7.6,1477,1477,-,-,0.88,0.88,-,-,500,500,-,-,868,868,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
4832,HARYANA,28,28,7.9,8.4,944,3410,-,-,0.45,1.87,-,-,170,900,-,-,498,1888,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
4833,HARYANA,29,29,8,8.4,940,1140,-,-,0.41,1.83,-,-,140,700,-,-,405,632,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
4834,HARYANA,27,27,8.3,8.4,939,995,-,-,0.31,1.39,-,-,110,700,-,-,496,548,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
4835,HARYANA,28,28,8.3,8.3,933,933,-,-,0.33,0.33,-,-,700,700,-,-,498,498,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
4836,HARYANA,-,-,8.1,8.1,2132,2460,-,-,-,-,-,-,-,-,-,-,1215,1494,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4837,HARYANA,-,-,8.1,8.2,2392,2529,-,-,-,-,-,-,-,-,-,-,1438,1575,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4838,HARYANA,-,-,7.2,7.2,1140,1140,-,-,-,-,-,-,-,-,-,-,552,552,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4839,HARYANA,-,-,7.3,7.3,2870,2870,5,5,-,-,-,-,-,-,-,-,1520,1520,0.4,0.4,-,-,,,,,,,,,,,,,,,,,,,,
4840,HARYANA,-,-,7.2,7.3,2040,2160,-,-,-,-,-,-,-,-,-,-,1080,1120,0.3,1.2,-,-,,,,,,,,,,,,,,,,,,,,
4841,HARYANA,-,-,7.2,7.4,2010,2140,-,-,-,-,-,-,-,-,-,-,1100,1180,BDL,0.6,-,-,,,,,,,,,,,,,,,,,,,,
4842,HARYANA,-,-,7.1,7.2,1880,1960,-,-,-,-,-,-,-,-,-,-,1010,1010,BDL,0.4,-,-,,,,,,,,,,,,,,,,,,,,
4843,HARYANA,-,-,6.8,6.9,630,640,5,5,-,-,-,-,-,-,-,-,340,350,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4844,HARYANA,11,11,7.5,7.5,1820,1820,-,-,-,-,-,-,-,-,-,-,1100,1100,0.6,0.6,-,-,,,,,,,,,,,,,,,,,,,,
4845,HARYANA,6,9,6.8,7.7,1340,1520,-,-,-,-,-,-,-,-,-,-,670,670,0.75,0.75,-,-,,,,,,,,,,,,,,,,,,,,
4846,HARYANA,7,8,6.9,7.4,1280,2010,-,-,-,-,-,-,-,-,-,-,610,1210,1,1,-,-,,,,,,,,,,,,,,,,,,,,
4847,HARYANA,5,9,6.9,7.7,1940,2320,-,-,-,-,-,-,-,-,-,-,910,1440,0.6,0.6,-,-,,,,,,,,,,,,,,,,,,,,
4848,HARYANA,6,8,7,7.5,1430,1540,-,-,-,-,-,-,-,-,-,-,710,920,1.1,1.1,-,-,,,,,,,,,,,,,,,,,,,,
4849,HARYANA,5,9,7,7.1,1040,1120,-,-,-,-,-,-,-,-,-,-,560,630,0.8,0.8,-,-,,,,,,,,,,,,,,,,,,,,
4850,HARYANA,7,7,7,7.2,1010,1210,-,-,-,-,-,-,-,-,-,-,520,520,0.25,0.25,-,-,,,,,,,,,,,,,,,,,,,,
4851,HARYANA,6,11,7,7.1,1490,1580,-,-,-,-,-,-,-,-,-,-,710,930,0.65,0.65,-,-,,,,,,,,,,,,,,,,,,,,
4852,HARYANA,-,-,7.8,7.8,1950,1950,-,-,-,-,-,-,-,-,-,-,-,-,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
4853,HARYANA,-,-,7.8,7.8,441,441,-,-,-,-,-,-,-,-,-,-,-,-,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
4854,HARYANA,-,-,7.7,7.7,1336,1336,-,-,-,-,-,-,-,-,-,-,-,-,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
4855,HARYANA,28,28,8,8,1509,1509,-,-,-,-,-,-,-,-,-,-,-,-,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
4856,HARYANA,28,28,8.2,8.2,1424,1424,-,-,-,-,-,-,-,-,-,-,-,-,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
1555,HIMACHAL PRADESH,-,-,7.1,7.2,561,878,BDL,BDL,0.55,0.55,BDL,BDL,BDL,BDL,BDL,BDL,376,417,0.41,0.41,-,-,,,,,,,,,,,,,,,,,,,,
1556,HIMACHAL PRADESH,26,26,7.3,7.3,838,857,BDL,BDL,0.82,0.82,BDL,BDL,BDL,BDL,BDL,BDL,441,478,0.66,0.66,-,-,,,,,,,,,,,,,,,,,,,,
1561,"HIMACHAL
PRADESH",16,27,7.8,7.9,545,673,BDL,BDL,BDL,BDL,BDL,BDL,10,10,-,-,348,457,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
1562,HIMACHAL PRADESH,-,-,8,8.3,417,526,BDL,BDL,-,-,BDL,BDL,21,21,-,-,257,357,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
1872,HIMACHAL PRADESH,18,18,7.1,7.6,535,5735,14,160,1.59,8.8,430,1600,1600,1600,-,-,241,325,0.53,1.58,-,-,,,,,,,,,,,,,,,,,,,,
1873,HIMACHAL PRADESH,15,15,7.4,7.4,339,339,BDL,BDL,BDL,BDL,BDL,BDL,130,130,-,-,216,216,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
1874,HIMACHAL PRADESH,18,18,7,8.5,207,738,BDL,BDL,-,-,BDL,BDL,BDL,2,BDL,BDL,112,432,BDL,0.65,-,-,,,,,,,,,,,,,,,,,,,,
1877,HIMACHAL PRADESH,25,25,7.4,7.6,560,743,BDL,BDL,-,-,BDL,BDL,BDL,BDL,BDL,BDL,336,422,BDL,0.48,-,-,,,,,,,,,,,,,,,,,,,,
1878,HIMACHAL PRADESH,25,25,7,7.3,569,702,BDL,BDL,-,-,BDL,BDL,BDL,BDL,BDL,BDL,341,412,0.75,0.75,-,-,,,,,,,,,,,,,,,,,,,,
1880,"HIMACHAL
PRADESH",-,-,6.9,8.1,693,900,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,398,603,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
1881,HIMACHAL PRADESH,20,20,6.6,7.1,663,909,BDL,BDL,0.81,0.81,BDL,BDL,BDL,BDL,BDL,BDL,418,438,0.67,0.67,-,-,,,,,,,,,,,,,,,,,,,,
1882,HIMACHAL PRADESH,-,-,7.5,7.9,438,688,BDL,BDL,BDL,0.31,BDL,BDL,17,17,-,-,271,467,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
1883,"HIMACHAL
PRADESH",-,-,7.7,7.7,542,662,BDL,BDL,BDL,BDL,BDL,BDL,21,21,-,-,340,450,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
2628,HIMACHAL PRADESH,11,15,6.8,7,523,580,-,-,2.7,2.7,BDL,BDL,BDL,BDL,BDL,BDL,345,383,-,-,-,-,,,,,,,,,,,,,,,,,,,,
2629,HIMACHAL PRADESH,19,21,7.5,8,362,512,-,-,1.78,1.78,BDL,BDL,BDL,BDL,BDL,BDL,228,335,-,-,-,-,,,,,,,,,,,,,,,,,,,,
2630,HIMACHAL PRADESH,15.5,15.5,6.6,8.2,102,650,BDL,BDL,-,-,BDL,BDL,11,11,-,-,68,428,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
2631,"HIMACHAL
PRADESH",15.7,27,7.7,7.7,622,824,BDL,BDL,BDL,BDL,BDL,BDL,20,26,BDL,BDL,379,560,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
2632,"HIMACHAL
PRADESH",19,20,7.8,8.6,426,804,-,-,2.35,2.35,BDL,BDL,BDL,BDL,BDL,BDL,282,526,-,-,-,-,,,,,,,,,,,,,,,,,,,,
2634,HIMACHAL PRADESH,-,-,8.2,8.2,290,290,-,-,1.05,1.05,-,-,-,-,-,-,174,174,0.66,0.66,-,-,,,,,,,,,,,,,,,,,,,,
2635,"HIMACHAL
PRADESH",-,-,8,8,2129,2129,BDL,BDL,0.32,0.32,-,-,-,-,-,-,133,133,0.56,0.56,BDL,BDL,,,,,,,,,,,,,,,,,,,,
2637,"HIMACHAL
PRADESH",23,24,6.9,7.2,132,1213,BDL,BDL,BDL,BDL,BDL,BDL,14,14,-,-,84,800,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
2638,HIMACHAL PRADESH,-,-,7.6,7.6,561,561,BDL,BDL,-,-,BDL,BDL,14,14,-,-,342,342,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
2639,HIMACHAL PRADESH,22,22,7.7,7.7,89,132,BDL,BDL,-,-,BDL,BDL,11,11,-,-,60,90,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
2640,"HIMACHAL
PRADESH",21,21,7.3,7.9,346,386,BDL,BDL,BDL,BDL,BDL,BDL,13,13,-,-,218,250,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
2641,HIMACHAL PRADESH,12,12,7.1,7.1,897,897,BDL,BDL,-,-,-,-,-,-,-,-,606,606,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
2645,HIMACHAL PRADESH,-,-,7.1,7.2,714,753,BDL,BDL,0.64,0.64,BDL,BDL,BDL,BDL,BDL,BDL,418,478,0.48,0.48,-,-,,,,,,,,,,,,,,,,,,,,
2646,HIMACHAL PRADESH,-,-,7.2,7.4,435,646,BDL,BDL,BDL,0.71,BDL,BDL,BDL,BDL,BDL,BDL,279,356,0.3,0.39,-,-,,,,,,,,,,,,,,,,,,,,
2647,HIMACHAL PRADESH,14,14,7.7,8.3,174,2947,BDL,BDL,BDL,BDL,BDL,17,27,170,BDL,BDL,109,193,BDL,0.5,-,-,,,,,,,,,,,,,,,,,,,,
2648,"HIMACHAL
PRADESH",8,8,7.3,7.3,156,156,-,-,0.42,0.42,BDL,BDL,BDL,BDL,BDL,BDL,98,98,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4434,"HIMACHAL
PRADESH",-,-,7.6,7.8,377,406,BDL,BDL,BDL,BDL,BDL,BDL,17,17,-,-,241,267,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
4456,HIMACHAL PRADESH,14,14,7.9,7.9,178,471,BDL,BDL,BDL,BDL,BDL,BDL,11,11,-,-,111,320,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
4467,HIMACHAL PRADESH,15,20,7.5,7.8,161,214,BDL,BDL,BDL,BDL,BDL,2,17,21,BDL,BDL,104,143,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
4468,HIMACHAL PRADESH,15,21,6.9,7.8,153,206,BDL,BDL,BDL,BDL,BDL,2,13,17,BDL,BDL,99,137,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
4472,HIMACHAL PRADESH,18,21,6.8,7.7,224,268,BDL,BDL,BDL,BDL,BDL,BDL,24,24,-,-,148,172,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
4478,HIMACHAL PRADESH,16,19,7,7.3,232,250,BDL,BDL,2.4,2.4,13,26,94,94,BDL,BDL,150,166,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
4483,"HIMACHAL
PRADESH",-,-,7.5,8.4,439,532,BDL,BDL,BDL,BDL,BDL,BDL,25,25,-,-,280,350,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
2759,JAMMU & KASHMIR,22,22,7.4,7.4,630,630,-,-,BDL,BDL,-,-,-,-,-,-,365,365,-,-,-,-,,,,,,,,,,,,,,,,,,,,
2760,JAMMU & KASHMIR,22,22,7.6,7.6,322,322,4.3,4.3,BDL,BDL,-,-,-,-,-,-,187,187,-,-,-,-,,,,,,,,,,,,,,,,,,,,
2761,JAMMU & KASHMIR,20,20,7.3,7.3,415,415,-,-,-,-,-,-,-,-,-,-,241,241,-,-,-,-,,,,,,,,,,,,,,,,,,,,
2762,JAMMU & KASHMIR,20,20,9,9,880,880,2.5,2.5,BDL,BDL,-,-,-,-,-,-,510,510,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3288,JAMMU & KASHMIR,14.2,14.2,7.3,7.3,84,84,7.1,7.1,-,-,-,-,-,-,-,-,416.3,416.3,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3290,JAMMU & KASHMIR,9.1,9.1,7.4,7.4,861,861,1.4,1.4,-,-,-,-,-,-,-,-,447,447,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3291,JAMMU & KASHMIR,9.8,9.8,7.4,7.4,870,870,2,2,-,-,-,-,-,-,-,-,450,450,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3292,JAMMU & KASHMIR,11.1,11.1,7.4,7.4,984,984,2.3,2.3,-,-,-,-,-,-,-,-,513,513,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4064,JAMMU & KASHMIR,20,20,7.8,7.8,350,350,-,-,BDL,BDL,-,-,-,-,-,-,203,203,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4065,JAMMU & KASHMIR,20,20,7.9,7.9,376,376,-,-,BDL,BDL,-,-,-,-,-,-,218,218,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4066,"JAMMU &
KASHMIR",23,23,7.4,7.4,560,560,-,-,BDL,BDL,-,-,-,-,-,-,325,325,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4067,JAMMU & KASHMIR,22,22,7.9,7.9,504,504,-,-,BDL,BDL,-,-,-,-,-,-,292,292,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4068,JAMMU & KASHMIR,22,22,7.5,7.5,334,334,1.5,1.5,BDL,BDL,-,-,-,-,-,-,267,267,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4069,JAMMU & KASHMIR,22,22,7.9,7.9,696,696,-,-,BDL,BDL,-,-,-,-,-,-,403,403,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4070,JAMMU & KASHMIR,22,22,7.9,7.9,458,458,-,-,BDL,BDL,-,-,-,-,-,-,266,266,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4072,"JAMMU &
KASHMIR",20,20,7.9,7.9,372,372,-,-,BDL,BDL,-,-,-,-,-,-,216,216,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4073,"JAMMU &
KASHMIR",20,20,7.9,7.9,412,412,-,-,BDL,BDL,-,-,-,-,-,-,239,239,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4492,JHARKHAND,36,36,7.5,7.5,260,260,1.8,1.8,-,-,-,-,-,-,-,-,230,230,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4493,JHARKHAND,35,35,7.6,7.6,280,280,2.6,2.6,-,-,-,-,-,-,-,-,280,280,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4758,JHARKHAND,12,18,6.5,6.5,-,-,-,-,-,-,-,-,-,-,-,-,478,480,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3564,KARNATAKA,28,28,7.2,7.2,168,174,3,3,1.06,1.32,2,2,6,7,-,-,114,118,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
19,KERALA,27,30,5.4,6,120,187,1.1,2.4,2.23,4.63,430,700,1700,2600,31,43,80,123,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
22,KERALA,25,27,6.3,6.5,89,99,BDL,BDL,BDL,1.99,2,94,8,140,2,10,50,55,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
35,KERALA,22,24,6.2,6.9,156,158,BDL,1.2,0.4,0.5,20,20,91,100,BDL,BDL,106,109,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
1581,KERALA,27,27,5.8,6.2,168,190,1.2,3.4,BDL,BDL,100,100,310,310,BDL,BDL,99,165,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
1582,KERALA,27,29,6.4,6.5,140,184,3.8,6,BDL,BDL,200,200,600,700,BDL,BDL,82,150,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
1583,KERALA,23,23,6.7,6.9,156,182,1.2,1.3,0.46,0.58,20,31,91,94,BDL,BDL,111,135,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
1584,KERALA,25,30,6.9,7.2,317,393,1.6,2.3,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,203,258,0.64,0.8,-,-,,,,,,,,,,,,,,,,,,,,
1585,KERALA,28,29,7.1,7.6,330,420,1.4,1.9,2.1,4.9,49,920,490,3500,5,6,200,235,BDL,0.28,-,-,,,,,,,,,,,,,,,,,,,,
1586,KERALA,27,29,6.1,6.1,240,350,1.6,2.6,BDL,0.99,2800,4000,5400,7900,70,70,139,200,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
1587,KERALA,29,29,6.2,6.2,210,330,2.2,2.6,BDL,6.89,34,79,43,260,BDL,6,115,190,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
1588,KERALA,20,22,6,6.1,180,292,BDL,1.1,BDL,2.3,100,100,580,580,20,20,109,184,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
1589,KERALA,22,23,5.7,7.9,356,376,BDL,5.6,0.4,1.8,70,84,110,140,12,16,199,215,BDL,0.9,-,-,,,,,,,,,,,,,,,,,,,,
1590,KERALA,23,26,6.5,6.8,69,96,BDL,BDL,BDL,1.55,170,270,310,320,27,61,42,55,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
1591,KERALA,25,26,4.6,5.9,101,121,BDL,1.2,BDL,BDL,31,40,150,180,BDL,BDL,62,69,BDL,0.26,-,-,,,,,,,,,,,,,,,,,,,,
1592,KERALA,27,27,6.4,7.9,207,243,BDL,2,BDL,BDL,40,63,100,280,10,10,120,154,BDL,0.34,-,-,,,,,,,,,,,,,,,,,,,,
2308,KERALA,26,29,7.3,7.8,156,262,BDL,BDL,0.74,2.98,200,400,500,790,350,350,96,150,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
2309,KERALA,25,29,6.8,6.8,71,72,BDL,BDL,BDL,2.17,BDL,600,BDL,1100,BDL,50,42,48,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
