STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,FAECAL_STREPTOCOCCI_Min,FAECAL_STREPTOCOCCI_Max,TOTAL_DISSOLVED_SOLIDS_Min,TOTAL_DISSOLVED_SOLIDS_Max,FLUORIDE_Min,FLUORIDE_Max,ARSENIC_Min,ARSENIC_Max,,,,,,,,,,,,,,,,,,,,
2905,NAGALAND,26.3,26.7,7.2,7.6,218,842,BDL,BDL,1.2,1.2,-,-,-,-,-,-,78,421,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
1644,ODISHA,25,27,6.6,6.9,429,654,BDL,BDL,0.32,0.32,BDL,BDL,BDL,2,-,-,-,-,0.22,0.22,-,-,,,,,,,,,,,,,,,,,,,,
1645,ODISHA,25,26,6.5,6.9,351,503,BDL,BDL,0.35,0.35,BDL,BDL,BDL,BDL,-,-,-,-,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
1646,ODISHA,25,27,6.9,7.6,135,250,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,-,-,-,-,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
1647,ODISHA,25,26,6.9,7.3,320,382,BDL,BDL,0.33,0.33,BDL,BDL,BDL,BDL,-,-,-,-,0.43,0.43,-,-,,,,,,,,,,,,,,,,,,,,
1648,ODISHA,25,26,7.2,7.3,152,198,BDL,BDL,0.34,0.34,BDL,BDL,BDL,220,-,-,-,-,0.29,0.29,-,-,,,,,,,,,,,,,,,,,,,,
1649,ODISHA,22,28,6.1,7.8,169,809,BDL,BDL,0.847,0.847,BDL,13,BDL,79,-,-,-,-,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
1650,ODISHA,24,31,5.1,6.1,162,481,BDL,BDL,0.441,0.441,BDL,BDL,BDL,BDL,-,-,-,-,0.23,0.23,-,-,,,,,,,,,,,,,,,,,,,,
1651,ODISHA,24,30,6.8,7.1,365,530,BDL,BDL,1.549,1.549,BDL,5,11,33,-,-,-,-,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
1652,ODISHA,24,30,6.1,6.1,337,407,BDL,BDL,7.701,7.701,BDL,5,23,79,-,-,-,-,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
1653,ODISHA,22,29,6.4,6.5,169,193,BDL,BDL,0.351,0.351,BDL,BDL,BDL,BDL,-,-,-,-,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
1655,ODISHA,22,29,7.9,8.2,1091,1487,BDL,BDL,0.44,0.44,BDL,BDL,BDL,13,-,-,-,-,0.41,0.41,-,-,,,,,,,,,,,,,,,,,,,,
1656,ODISHA,22,29,7.6,7.9,748,1044,BDL,BDL,2.509,2.509,BDL,BDL,BDL,BDL,-,-,-,-,0.21,0.21,-,-,,,,,,,,,,,,,,,,,,,,
1657,ODISHA,23,29,7.5,7.9,1048,1128,BDL,BDL,6.793,6.793,BDL,BDL,BDL,BDL,-,-,-,-,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
1658,ODISHA,20,29,7.3,7.8,256,1116,BDL,BDL,0.42,0.42,BDL,BDL,BDL,5,-,-,-,-,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
3964,ODISHA,25,30,7.2,7.8,707,1078,BDL,BDL,0.32,0.32,BDL,13,BDL,49,-,-,-,-,0.23,0.23,-,-,,,,,,,,,,,,,,,,,,,,
3965,ODISHA,25,30,7.3,7.9,695,951,BDL,BDL,0.32,0.32,5,23,17,79,-,-,-,-,0.47,0.47,-,-,,,,,,,,,,,,,,,,,,,,
3966,ODISHA,25,30,7.1,7.9,838,951,BDL,BDL,1.545,1.545,BDL,5,17,22,-,-,-,-,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
3967,ODISHA,28,30,7.2,7.3,551,1139,BDL,BDL,2.125,2.125,BDL,13,BDL,49,-,-,-,-,0.26,0.26,-,-,,,,,,,,,,,,,,,,,,,,
3968,ODISHA,27,28,7.4,7.9,324,597,BDL,BDL,6.7,6.7,BDL,BDL,BDL,BDL,-,-,-,-,0.82,0.82,-,-,,,,,,,,,,,,,,,,,,,,
3969,ODISHA,26,29,7.3,7.4,344,480,BDL,BDL,5.112,5.112,BDL,2,BDL,23,-,-,-,-,0.27,0.27,-,-,,,,,,,,,,,,,,,,,,,,
3970,ODISHA,26,29,6.6,7.9,262,324,BDL,BDL,5.118,5.118,BDL,BDL,BDL,BDL,-,-,-,-,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
3971,ODISHA,25,27,7,7.4,830,866,BDL,BDL,3.36,3.36,BDL,BDL,BDL,BDL,-,-,-,-,0.47,0.47,-,-,,,,,,,,,,,,,,,,,,,,
3972,ODISHA,25,27,7.5,7.6,366,612,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,-,-,-,-,0.91,0.91,-,-,,,,,,,,,,,,,,,,,,,,
3973,ODISHA,25,26,7,7.1,263,414,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,-,-,-,-,0.92,0.92,-,-,,,,,,,,,,,,,,,,,,,,
3974,ODISHA,26,27,7.5,7.9,245,387,BDL,BDL,0.32,0.32,BDL,5,BDL,13,-,-,-,-,0.23,0.23,-,-,,,,,,,,,,,,,,,,,,,,
3975,ODISHA,25,27,7,7.6,235,325,BDL,BDL,0.32,0.32,BDL,22,BDL,79,-,-,-,-,0.43,0.43,-,-,,,,,,,,,,,,,,,,,,,,
3976,ODISHA,23,25,7.4,7.9,470,1008,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,-,-,-,-,0.82,0.82,-,-,,,,,,,,,,,,,,,,,,,,
3977,ODISHA,25,26,7.4,7.6,559,1178,BDL,BDL,0.32,0.32,BDL,BDL,BDL,23,-,-,-,-,0.73,0.73,-,-,,,,,,,,,,,,,,,,,,,,
3978,ODISHA,23,26,7.1,7.2,678,1023,BDL,BDL,0.32,0.32,BDL,BDL,BDL,13,-,-,-,-,0.35,0.35,-,-,,,,,,,,,,,,,,,,,,,,
3979,ODISHA,26,27,7.5,8,387,557,BDL,1.1,0.32,0.32,BDL,BDL,BDL,13,-,-,-,-,0.89,0.89,-,-,,,,,,,,,,,,,,,,,,,,
3981,ODISHA,17,26,6.9,8.1,119,557,BDL,BDL,0.89,0.89,BDL,BDL,BDL,BDL,-,-,-,-,0.29,0.29,-,-,,,,,,,,,,,,,,,,,,,,
3982,ODISHA,18,28,6.5,7.3,75,165,BDL,BDL,0.34,0.34,BDL,BDL,BDL,BDL,-,-,-,-,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
3983,ODISHA,17,26,6.5,6.8,128,165,BDL,BDL,0.78,0.78,BDL,BDL,BDL,BDL,-,-,-,-,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
3984,ODISHA,20,24,6.5,7.1,123,170,BDL,BDL,1.376,1.376,BDL,BDL,BDL,BDL,-,-,-,-,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
3985,ODISHA,18,22,7.1,7.1,275,438,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,-,-,-,-,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
3986,ODISHA,18,23,7.2,7.2,95,432,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,-,-,-,-,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
3987,ODISHA,19,25,6.9,7.1,198,440,BDL,BDL,0.49,0.49,BDL,BDL,BDL,BDL,-,-,-,-,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
3988,ODISHA,31,32,8.3,8.3,1364,1920,BDL,1.7,1.58,1.58,BDL,790,BDL,1700,-,-,-,-,1.17,1.17,-,-,,,,,,,,,,,,,,,,,,,,
3989,ODISHA,32,32,8,8.1,1818,2598,BDL,1.1,1.6,1.6,2,40,8,1300,-,-,-,-,0.75,0.75,-,-,,,,,,,,,,,,,,,,,,,,
3990,ODISHA,21,23,6.7,7.1,325,349,BDL,BDL,1.809,1.809,BDL,BDL,BDL,BDL,-,-,-,-,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
3991,ODISHA,22,22,6.5,6.9,183,251,BDL,BDL,0.32,0.32,11,22,33,79,-,-,-,-,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
3992,ODISHA,22,22,7.1,7.5,181,363,BDL,BDL,2.289,2.289,13,13,79,79,-,-,-,-,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
3993,ODISHA,22,22,6.8,7.4,264,302,BDL,BDL,0.49,0.49,BDL,5,13,17,-,-,-,-,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
3994,ODISHA,25,25,6.8,6.8,392,405,BDL,BDL,5.19,5.19,5,23,49,130,-,-,-,-,0.73,0.73,-,-,,,,,,,,,,,,,,,,,,,,
3995,ODISHA,25,25,7.3,7.6,278,548,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,-,-,-,-,5.94,5.94,-,-,,,,,,,,,,,,,,,,,,,,
3996,ODISHA,24,25,6.5,7.5,132,184,BDL,BDL,0.38,0.38,5,23,33,240,-,-,-,-,0.29,0.29,-,-,,,,,,,,,,,,,,,,,,,,
1397,PUDUCHERRY,30,31,6,7.1,602,620,BDL,BDL,4.22,7.72,-,-,-,-,-,-,376,489,-,-,BDL,BDL,,,,,,,,,,,,,,,,,,,,
1398,PUDUCHERRY,30,32,6.3,7.2,1329,2360,BDL,BDL,BDL,0.32,-,-,-,-,-,-,894,1554,-,-,BDL,BDL,,,,,,,,,,,,,,,,,,,,
1453,PUDUCHERRY,30,31,6.4,6.5,652,815,BDL,BDL,1.22,"3.60
4",-,-,-,-,-,-,489,524,-,-,BDL,BDL,,,,,,,,,,,,,,,,,,,,
1454,PUDUCHERRY,30,30,6.1,6.1,275,275,-,-,1.54,1.54,-,-,-,-,-,-,175,175,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1687,PUDUCHERRY,28,31,7.3,7.8,2070,2400,BDL,BDL,0.92,"0.99
5",-,-,-,-,-,-,1255,1413,-,-,BDL,BDL,,,,,,,,,,,,,,,,,,,,
1688,PUDUCHERRY,30,31,7.4,7.5,698,759,BDL,BDL,"0.41
1",0.42,-,-,-,-,-,-,454,457,-,-,BDL,BDL,,,,,,,,,,,,,,,,,,,,
2009,PUDUCHERRY,30.5,31.5,6.2,6.9,595,682,BDL,BDL,3.03,3.12,-,-,-,-,-,-,350,447,-,-,BDL,BDL,,,,,,,,,,,,,,,,,,,,
2010,PUDUCHERRY,30,30,6.4,6.8,902,1075,BDL,BDL,BDL,1.32,-,-,-,-,-,-,598,762,-,-,BDL,BDL,,,,,,,,,,,,,,,,,,,,
2011,PUDUCHERRY,31,32,7.2,7.4,1697,1804,BDL,BDL,BDL,0.32,-,-,-,-,-,-,1022,1080,-,-,BDL,BDL,,,,,,,,,,,,,,,,,,,,
2012,PUDUCHERRY,30,31,6.5,7.4,2430,2600,BDL,BDL,BDL,0.62,-,-,-,-,-,-,1473,1521,-,-,BDL,BDL,,,,,,,,,,,,,,,,,,,,
2013,PUDUCHERRY,28,32.6,8.2,8.2,2090,2140,BDL,BDL,0.32,0.56,-,-,-,-,-,-,1132,1171,-,-,BDL,BDL,,,,,,,,,,,,,,,,,,,,
2014,PUDUCHERRY,31,31.2,7.8,8.3,1429,1539,BDL,BDL,0.7,0.76,-,-,-,-,-,-,802,914,-,-,BDL,BDL,,,,,,,,,,,,,,,,,,,,
2446,PUDUCHERRY,27,27,5.7,5.7,335,335,BDL,BDL,-,-,-,-,-,-,-,-,246,246,-,-,BDL,BDL,,,,,,,,,,,,,,,,,,,,
2447,PUDUCHERRY,27,27,5.2,5.2,82,82,BDL,BDL,-,-,-,-,-,-,-,-,59,59,-,-,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3882,PUDUCHERRY,31.5,33,6.5,6.6,432,1107,BDL,BDL,BDL,0.32,-,-,-,-,-,-,234,738,-,-,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3883,PUDUCHERRY,28.5,32,7.1,7.7,364,393,BDL,BDL,BDL,0.32,-,-,-,-,-,-,177,192,-,-,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3884,PUDUCHERRY,30,31,6.6,7,1252,1267,BDL,BDL,12.6,"15.6
2",-,-,-,-,-,-,733,871,-,-,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3885,PUDUCHERRY,31,31,6.9,6.9,1406,1849,BDL,BDL,0.34,3.92,-,-,-,-,-,-,940,1361,-,-,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3886,PUDUCHERRY,31,31,7.2,7.6,1368,1389,BDL,BDL,3.12,3.89,-,-,-,-,-,-,879,934,-,-,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4631,PUDUCHERRY,30,31,7,7.7,1108,1130,BDL,BDL,1.82,1.97,-,-,-,-,-,-,691,722,-,-,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4632,PUDUCHERRY,29,30,7.4,7.8,1503,1652,BDL,BDL,4.12,5.8,-,-,-,-,-,-,824,1026,-,-,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4633,PUDUCHERRY,31,32,6.4,6.7,714,798,BDL,BDL,BDL,0.32,-,-,-,-,-,-,375,418,-,-,BDL,BDL,,,,,,,,,,,,,,,,,,,,
1898,PUNJAB,-,-,7.2,7.5,1136,1162,BDL,BDL,8.6,24.6,BDL,BDL,BDL,BDL,-,-,667,732,0.24,0.28,BDL,BDL,,,,,,,,,,,,,,,,,,,,
1900,PUNJAB,-,-,6.6,7,627,1275,BDL,BDL,4.8,4.8,BDL,BDL,BDL,BDL,-,-,399,757,0.28,0.3,BDL,BDL,,,,,,,,,,,,,,,,,,,,
1901,PUNJAB,32,37,7.1,7.6,702,716,BDL,BDL,10.4,16.1,BDL,BDL,BDL,BDL,-,-,438,444,0.36,0.42,BDL,BDL,,,,,,,,,,,,,,,,,,,,
1902,PUNJAB,-,-,6.7,7.2,1137,1191,BDL,BDL,12.1,12.8,BDL,BDL,BDL,BDL,-,-,692,727,BDL,0.21,BDL,BDL,,,,,,,,,,,,,,,,,,,,
1903,PUNJAB,-,-,7.2,7.7,450,493,BDL,BDL,5.2,6.2,BDL,BDL,BDL,BDL,-,-,281,303,0.22,0.32,BDL,BDL,,,,,,,,,,,,,,,,,,,,
2916,PUNJAB,-,-,6.4,6.9,1048,1083,BDL,BDL,1,2.2,BDL,BDL,BDL,BDL,-,-,574,622,BDL,0.22,BDL,BDL,,,,,,,,,,,,,,,,,,,,
2917,PUNJAB,-,-,6.7,7,907,1079,BDL,BDL,0.36,4.2,BDL,BDL,BDL,BDL,-,-,532,619,0.36,0.44,BDL,BDL,,,,,,,,,,,,,,,,,,,,
2918,PUNJAB,-,-,7.5,7.6,559,579,BDL,BDL,12.2,12.8,BDL,BDL,BDL,BDL,-,-,332,341,0.57,0.62,BDL,BDL,,,,,,,,,,,,,,,,,,,,
2919,PUNJAB,-,-,7,7.2,2506,2660,BDL,BDL,16.6,18.6,BDL,BDL,BDL,BDL,-,-,1294,1542,0.7,0.74,BDL,BDL,,,,,,,,,,,,,,,,,,,,
2920,PUNJAB,15,30,7.2,7.2,1271,1380,BDL,BDL,3.4,8.4,BDL,BDL,BDL,BDL,-,-,784,834,0.22,0.31,BDL,BDL,,,,,,,,,,,,,,,,,,,,
2921,PUNJAB,15,30,7.2,7.4,430,431,BDL,BDL,1,2.6,BDL,BDL,BDL,BDL,-,-,254,266,0.26,0.34,BDL,BDL,,,,,,,,,,,,,,,,,,,,
2923,PUNJAB,16,16,7,7.2,1086,1859,BDL,BDL,0.8,3,BDL,BDL,BDL,BDL,-,-,665,1440,0.28,0.36,BDL,BDL,,,,,,,,,,,,,,,,,,,,
2924,PUNJAB,-,-,6.6,6.9,1606,1857,BDL,BDL,2.4,2.9,BDL,BDL,BDL,BDL,-,-,1042,1344,0.9,0.94,BDL,BDL,,,,,,,,,,,,,,,,,,,,
2925,PUNJAB,-,-,6.7,6.9,1602,1856,BDL,BDL,2.8,3.1,BDL,BDL,BDL,BDL,-,-,1026,1396,0.81,0.98,BDL,BDL,,,,,,,,,,,,,,,,,,,,
2926,PUNJAB,-,-,6.8,7.3,778,852,BDL,BDL,10.2,14.8,BDL,BDL,BDL,BDL,-,-,468,502,0.92,1.1,BDL,BDL,,,,,,,,,,,,,,,,,,,,
2927,PUNJAB,-,-,6.9,7.2,682,819,BDL,BDL,12.4,20.1,BDL,BDL,BDL,BDL,-,-,398,550,0.81,1,BDL,BDL,,,,,,,,,,,,,,,,,,,,
2928,PUNJAB,-,-,7.4,7.5,379,407,BDL,BDL,2.4,3.6,BDL,BDL,BDL,BDL,-,-,245,282,0.42,0.5,BDL,BDL,,,,,,,,,,,,,,,,,,,,
2929,PUNJAB,-,-,7.2,7.2,392,734,BDL,BDL,1.2,2.4,BDL,BDL,BDL,BDL,-,-,282,409,BDL,0.31,BDL,BDL,,,,,,,,,,,,,,,,,,,,
2930,PUNJAB,25,32,7.1,8.2,1459,2020,BDL,BDL,1.4,2.2,BDL,BDL,BDL,BDL,-,-,862,1186,0.38,0.42,BDL,BDL,,,,,,,,,,,,,,,,,,,,
2931,PUNJAB,25,32,7.6,8.1,355,765,BDL,BDL,1.1,1.8,BDL,BDL,BDL,BDL,-,-,183,433,0.26,0.29,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4134,PUNJAB,-,-,6.8,7.4,32,1283,BDL,BDL,BDL,1.1,BDL,BDL,BDL,BDL,-,-,20,736,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4135,PUNJAB,-,-,7.2,7.2,533,555,BDL,BDL,0.9,2.2,BDL,BDL,BDL,BDL,-,-,326,365,BDL,0.24,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4136,PUNJAB,-,-,6.6,6.6,1815,1815,BDL,BDL,4.4,4.4,BDL,BDL,BDL,BDL,-,-,1061,1061,0.26,0.26,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4137,PUNJAB,-,-,6.6,7.3,1103,1858,BDL,BDL,2,2.6,BDL,BDL,BDL,BDL,-,-,680,1393,0.78,0.9,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4138,PUNJAB,-,-,6.6,7.3,1115,1861,BDL,BDL,2.2,2.8,BDL,BDL,BDL,BDL,-,-,649,1386,0.69,0.75,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4139,PUNJAB,-,-,6.8,7.1,1290,1739,BDL,BDL,10.2,26.4,BDL,BDL,BDL,BDL,-,-,906,1029,BDL,0.22,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4140,PUNJAB,-,-,6.9,7.2,1544,1579,BDL,BDL,6.8,8.8,BDL,BDL,BDL,BDL,-,-,928,1015,0.26,0.26,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4141,PUNJAB,28,34,7.1,7.4,548,551,BDL,BDL,1.8,2.2,BDL,BDL,BDL,BDL,-,-,310,318,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4142,PUNJAB,28,35,7,7.1,525,618,BDL,BDL,3,3.6,BDL,BDL,BDL,BDL,-,-,300,349,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4143,PUNJAB,35,35,7.3,7.9,653,1226,BDL,BDL,0.9,1.2,BDL,BDL,BDL,BDL,-,-,422,794,0.22,0.24,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4144,PUNJAB,28,30,7.5,7.6,510,545,BDL,BDL,0.5,1.1,BDL,BDL,BDL,BDL,-,-,317,340,0.26,0.28,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4145,PUNJAB,30,30,7.1,7.7,502,985,BDL,BDL,0.4,1.1,BDL,BDL,BDL,BDL,-,-,320,609,0.24,0.3,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4147,PUNJAB,-,-,7.9,8.1,2606,2782,BDL,BDL,10.8,12.4,BDL,BDL,BDL,BDL,-,-,1610,1954,1.56,1.6,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4148,PUNJAB,-,-,7.2,7.3,4040,4830,BDL,BDL,62.4,80.6,BDL,BDL,BDL,BDL,-,-,2838,2882,1.52,1.62,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4149,PUNJAB,-,-,7.3,7.5,1223,1243,BDL,BDL,4.2,6.9,BDL,BDL,BDL,BDL,-,-,796,874,4.2,6.44,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4150,PUNJAB,-,-,7,7.3,1684,1742,BDL,BDL,4.4,4.8,BDL,BDL,BDL,BDL,-,-,1063,1087,0.42,0.44,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4151,PUNJAB,-,-,7.6,8.1,1060,2170,BDL,BDL,1.8,2.1,BDL,BDL,BDL,BDL,-,-,680,1518,0.34,0.39,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4153,PUNJAB,-,-,7.2,7.2,651,776,BDL,BDL,16.4,18.4,BDL,BDL,BDL,BDL,-,-,387,449,0.24,0.25,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4154,PUNJAB,32,37,6.9,7,784,826,BDL,BDL,12.1,15.6,BDL,BDL,BDL,BDL,-,-,496,541,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4155,PUNJAB,-,-,6.8,7,1286,1362,BDL,BDL,6.6,6.9,BDL,BDL,BDL,BDL,-,-,782,882,0.28,0.32,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4156,PUNJAB,32,37,6.7,6.9,1056,1099,BDL,BDL,14.6,16.7,BDL,BDL,BDL,BDL,-,-,666,687,0.24,0.28,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4157,PUNJAB,32,37,7,7.5,702,722,BDL,BDL,10.2,12.2,BDL,BDL,BDL,BDL,-,-,435,482,0.31,0.36,BDL,BDL,,,,,,,,,,,,,,,,,,,,
1415,RAJASTHAN,23,23,7.8,8.2,5000,12400,-,-,2.281,5.242,9,150,14,210,-,-,3986,8762,0.92,0.98,-,-,,,,,,,,,,,,,,,,,,,,
1706,RAJASTHAN,29,29,6.9,7.2,850,890,-,-,BDL,1.848,3,4,3,7,-,-,622,656,0.4,0.84,-,-,,,,,,,,,,,,,,,,,,,,
1707,RAJASTHAN,30,31,7.1,7.2,1800,1900,-,-,BDL,2.068,4,4,4,7,-,-,1338,1362,BDL,0.76,-,-,,,,,,,,,,,,,,,,,,,,
1708,RAJASTHAN,29,30,7,7.1,1160,1260,-,-,BDL,1.666,7,9,11,23,-,-,904,948,0.4,0.4,-,-,,,,,,,,,,,,,,,,,,,,
1709,RAJASTHAN,30,30,6.4,6.4,1300,1300,-,-,1.764,1.764,4,4,7,7,-,-,1054,1054,0.76,0.76,-,-,,,,,,,,,,,,,,,,,,,,
1710,RAJASTHAN,28,28,7.4,7.4,1280,1280,-,-,0.304,0.304,460,460,1100,1100,-,-,908,908,0.3,0.3,-,-,,,,,,,,,,,,,,,,,,,,
1711,RAJASTHAN,28,28,6.3,6.3,3700,3700,BDL,BDL,1.543,1.543,7,7,11,11,-,-,2950,2950,0.7,0.7,-,-,,,,,,,,,,,,,,,,,,,,
1712,RAJASTHAN,29,29,7,7,1580,1580,-,-,2.063,2.063,7,7,11,11,-,-,1258,1258,0.74,0.74,-,-,,,,,,,,,,,,,,,,,,,,
1713,RAJASTHAN,30,30,6.4,7.1,810,1000,-,-,1.845,4.904,4,75,7,120,-,-,628,724,BDL,0.68,-,-,,,,,,,,,,,,,,,,,,,,
1715,RAJASTHAN,27,28,7.7,8.1,650,1020,-,-,1.14,1.824,4,14,11,20,11,11,536,722,0.84,1.12,-,-,,,,,,,,,,,,,,,,,,,,
1723,RAJASTHAN,27,28,7.5,7.6,4500,7500,-,-,1.664,5.483,4,9,7,14,-,-,3258,5228,1.16,1.34,-,-,,,,,,,,,,,,,,,,,,,,
1724,RAJASTHAN,28,33,7.7,8,400,1600,-,-,1.701,3.2,3,14,7,28,-,-,324,1122,0.68,0.76,-,-,,,,,,,,,,,,,,,,,,,,
1725,RAJASTHAN,27,29,7.2,7.4,1870,2400,-,-,1.503,3.681,4,9,11,23,-,-,1294,1918,0.52,0.82,-,-,,,,,,,,,,,,,,,,,,,,
2015,RAJASTHAN,34,34,8.1,8.1,2700,2700,-,-,4.1,4.1,7,7,11,11,-,-,193,1954,1.14,1.3,-,-,,,,,,,,,,,,,,,,,,,,
2017,RAJASTHAN,33,34,7.8,7.9,2100,2200,-,-,2.1,5.3,4,4,7,7,-,-,1616,1738,0.36,0.74,-,-,,,,,,,,,,,,,,,,,,,,
2018,RAJASTHAN,33,34,7.4,7.9,6100,6600,-,-,2.3,6.2,3,9,7,14,-,-,4668,4858,0.68,1.2,-,-,,,,,,,,,,,,,,,,,,,,
2019,RAJASTHAN,22,23,6.9,7.4,1470,1600,-,-,1.784,2.212,3,7,7,11,-,-,1162,1196,0.64,1.62,-,-,,,,,,,,,,,,,,,,,,,,
2020,RAJASTHAN,22,24,6.9,7,1900,2300,-,-,1.916,2.372,3,4,7,9,-,-,1588,1692,0.42,0.9,-,-,,,,,,,,,,,,,,,,,,,,
2021,RAJASTHAN,22,23,6.9,7,1740,1800,-,-,1.852,2.072,3,3,7,7,-,-,1252,1358,0.4,0.98,-,-,,,,,,,,,,,,,,,,,,,,
2022,RAJASTHAN,22,24,7,7,1710,1800,-,-,1.772,1.852,3,4,4,7,-,-,1236,1336,0.68,0.84,-,-,,,,,,,,,,,,,,,,,,,,
2023,RAJASTHAN,22,25,7.1,7.5,1190,1300,-,-,0.922,1.502,3,7,7,11,-,-,926,944,0.42,0.64,-,-,,,,,,,,,,,,,,,,,,,,
2028,RAJASTHAN,26,28,7.7,8,650,710,-,-,1.021,1.241,3,7,3,14,-,-,468,558,0.38,0.7,-,-,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,RAJASTHAN,28,28,7.8,7.8,840,840,-,-,1.94,1.94,3,3,11,11,-,-,686,686,0.96,0.96,-,-,,,,,,,,,,,,,,,,,,,,
2031,RAJASTHAN,25,28,7.7,7.8,920,1060,-,-,1.769,5.68,4,7,7,11,-,-,742,786,0.42,0.86,-,-,,,,,,,,,,,,,,,,,,,,
2032,RAJASTHAN,25,28,8,8.1,380,400,-,-,1.668,4.92,3,20,7,28,-,-,280,326,0.8,0.82,-,-,,,,,,,,,,,,,,,,,,,,
2960,RAJASTHAN,25,26,7.7,7.9,4000,5200,-,-,1.54,1.668,4,21,11,28,-,-,3138,3738,0.96,0.98,-,-,,,,,,,,,,,,,,,,,,,,
2961,RAJASTHAN,33,35,7.6,7.9,600,690,-,-,1.503,1.761,4,4,7,7,-,-,494,502,0.52,0.82,-,-,,,,,,,,,,,,,,,,,,,,
2962,RAJASTHAN,33,33,8,8,560,3000,-,-,1.602,9.845,4,7,4,11,-,-,458,2158,0.62,0.96,-,-,,,,,,,,,,,,,,,,,,,,
2963,RAJASTHAN,30,33,7.8,8.1,1620,2300,-,-,1.664,6.184,3,7,3,14,-,-,1158,1858,0.54,0.82,-,-,,,,,,,,,,,,,,,,,,,,
2964,RAJASTHAN,28,36,7.6,7.9,1080,1700,-,-,1.602,5.244,3,7,4,11,-,-,788,1404,0.56,0.84,-,-,,,,,,,,,,,,,,,,,,,,
