STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,TOTAL_DISSOLVED_SOLIDS_Min,TOTAL_DISSOLVED_SOLIDS_Max,FLUORIDE_Min,FLUORIDE_Max,ARSENIC_Min,ARSENIC_Max
1923,MANIPUR,25,25,7.4,7.4,620,620,-,-,-,-,-,-,-,-,125,125,-,-,-,-
1924,MANIPUR,24,26,7.2,7.3,570,730,-,-,-,-,-,-,-,-,92,138,-,-,-,-
2881,MANIPUR,23,24,6.8,7.4,610,620,-,-,-,-,-,-,-,-,82,175,-,-,-,-
2885,MANIPUR,24,24,7.3,7.3,580,580,-,-,-,-,-,-,-,-,120,120,-,-,-,-
1634,MEGHALAYA,16,18,5.9,6.1,175,260,1.2,1.2,6.22,6.73,4,4,30,110,121,179,BDL,BDL,-,-
1635,MEGHALAYA,16,17,5.7,5.7,255,264,1.3,1.4,12.52,14.72,BDL,BDL,BDL,BDL,176,182,BDL,BDL,-,-
1636,MEGHALAYA,17,19.5,6,6.6,132,138,1.4,1.4,1.15,1.62,BDL,BDL,12,21,91,95,BDL,BDL,-,-
1637,MEGHALAYA,18,21.4,5.6,6.2,108,114,1.1,1.3,3.62,4.96,BDL,BDL,BDL,BDL,74,78,BDL,BDL,-,-
1638,MEGHALAYA,16,20,5.5,5.6,142,150,1.2,1.2,6.92,7.52,BDL,BDL,BDL,BDL,78,98,BDL,BDL,-,-
3385,MEGHALAYA,19,20,6.6,6.7,43,49,1.1,1.5,0.39,0.44,BDL,BDL,12,12,29,34,BDL,BDL,-,-
3386,MEGHALAYA,16,42,8.9,9.1,300,312,1.1,1.2,0.69,0.75,BDL,BDL,BDL,BDL,207,215,20.5,20.5,-,-
4323,MEGHALAYA,15,17.2,6.7,7.8,85,200,1.2,1.2,0.52,0.66,BDL,BDL,BDL,BDL,59,138,BDL,BDL,-,-
4324,MEGHALAYA,17,20,5.5,5.7,153,180,1.3,1.4,0.42,0.48,BDL,BDL,BDL,BDL,105,124,BDL,BDL,-,-
4325,MEGHALAYA,18,18,5.1,6.1,95,109,1.3,1.4,0.58,0.64,BDL,BDL,BDL,BDL,67,85,BDL,BDL,-,-
4904,MEGHALAYA,14,19,6.7,7,114,216,1.1,1.2,4.72,5.02,BDL,BDL,21,27,79,83,BDL,BDL,-,-
4905,MEGHALAYA,16,18,6.6,7,197,216,1.1,1.1,3.52,4.72,BDL,BDL,41,60,120,149,BDL,BDL,-,-
4906,MEGHALAYA,15,18,5,5.5,55,78,BDL,BDL,0.32,0.33,BDL,BDL,12,13,38,54,BDL,BDL,,
2054,MIZORAM,20,24,6.1,6.4,411,571,1.8,1.8,-,-,-,-,-,-,-,-,-,-,-,-
2055,MIZORAM,18,25,6.8,7.2,293,599,1.4,1.4,-,-,-,-,-,-,-,-,-,-,-,-
3725,MIZORAM,18,25,7.3,7.5,320,377,1.1,1.3,-,-,-,-,-,-,-,-,-,-,-,-
3726,MIZORAM,21,25,5.9,7.6,427,499,1.2,1.2,-,-,-,-,-,-,-,-,-,-,-,-
3727,MIZORAM,18,25,6.8,7.1,349,365,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-
3728,MIZORAM,20,25,5.7,7.2,420,452,1.5,1.5,-,-,-,-,-,-,-,-,-,-,-,-
3730,MIZORAM,20,26,6.7,7.1,94,417,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3731,MIZORAM,21,24,6.6,6.9,212,250,-,-,0.16,0.16,-,-,-,-,-,-,-,-,-,-
3732,MIZORAM,19,26,6.4,6.8,44,472,-,-,0.27,0.27,-,-,-,-,-,-,-,-,-,-
3733,MIZORAM,18,25,6.5,6.8,229,293,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3737,MIZORAM,17,25,6.6,6.9,70,291,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3738,MIZORAM,19,25,6.3,6.9,70,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3739,MIZORAM,23,23,7.02,7.02,96,96,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3741,MIZORAM,19,19,6.7,6.7,155,155,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3742,MIZORAM,21,21,6.5,6.5,154,154,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3745,MIZORAM,16,19,6.5,7.1,157,192,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3753,MIZORAM,16,20,7.3,7.5,154,217,-,-,0.03,0.03,-,-,-,-,-,-,-,-,-,-
3758,MIZORAM,19,20,6.2,7.5,203,359,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-
4124,MIZORAM,17,26,7.1,7.1,156,269,269,269,-,-,-,-,-,-,-,-,-,-,-,-
4126,MIZORAM,17,19,5.1,6,187,207,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-
4127,MIZORAM,15,19,5.6,7.8,56,114,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4128,MIZORAM,15,20,6.3,7.2,131,249,1.4,1.4,-,-,-,-,-,-,-,-,-,-,-,-
4129,MIZORAM,21,21,7.6,7.6,154,154,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4133,MIZORAM,25,28,6.8,7.4,170,291,1.3,1.3,-,-,-,-,-,-,-,-,-,-,-,-
2896,NAGALAND,17.8,26,7.7,7.9,350,930,BDL,BDL,0.5,0.7,-,-,-,-,186,465,BDL,BDL,BDL,BDL
2897,NAGALAND,22,27.8,6.4,7.6,228,288,BDL,BDL,0.9,1,-,-,-,-,110,114,BDL,BDL,BDL,BDL
2898,NAGALAND,23.7,28.6,5.5,6.1,179,182,BDL,BDL,0.8,0.9,-,-,-,-,73.4,89.4,BDL,BDL,BDL,BDL
2899,NAGALAND,26.1,28.6,6.8,7.6,210,244,BDL,BDL,0.8,0.9,-,-,-,-,110,122,0.3,0.3,BDL,BDL
2900,NAGALAND,23.3,28.5,6.1,6.9,216,234,BDL,BDL,0.7,0.8,-,-,-,-,102,117,BDL,BDL,BDL,BDL
2901,NAGALAND,25.5,28.5,5.7,6.2,180,196,BDL,BDL,0.6,0.7,-,-,-,-,89.1,90.6,2.8,2.8,BDL,BDL
2902,NAGALAND,22.3,28.9,7.5,7.9,214,354,BDL,BDL,0.6,0.7,-,-,-,-,114,117,BDL,BDL,BDL,BDL
2903,NAGALAND,27.2,28.6,7.2,7.4,211,1053,BDL,BDL,0.7,0.8,-,-,-,-,112,526,0.21,0.24,BDL,BDL
2904,NAGALAND,25.6,29.5,5.8,6.8,186,685,BDL,BDL,1,1.1,-,-,-,-,94,342,BDL,BDL,BDL,BDL
2905,NAGALAND,27.2,28.1,6.2,6.5,192,260,BDL,BDL,0.7,0.7,-,-,-,-,115,125,BDL,BDL,BDL,BDL
1644,ODISHA,23,24,6.8,6.8,431,515,1.1,1.1,2.75,4.42,23,23,43,43,-,-,0.33,0.47,-,-
1645,ODISHA,24,24,6.6,6.7,318,372,1.2,1.2,0.72,1.05,23,23,31,31,-,-,0.29,0.44,-,-
1646,ODISHA,22,23,6.9,6.9,158,168,BDL,BDL,0.34,0.62,24,24,33,33,-,-,0.26,0.39,-,-
1647,ODISHA,21,22,6.7,7.1,290,345,BDL,BDL,1.81,2.48,BDL,BDL,BDL,BDL,-,-,0.34,0.41,-,-
1648,ODISHA,22,23,7.1,7.1,219,283,1.1,1.1,0.42,1.62,31,31,43,43,-,-,0.36,0.42,-,-
1649,ODISHA,20,28,5.7,6.9,172,268,BDL,BDL,0.61,1.12,BDL,BDL,BDL,BDL,-,-,0.33,0.8,-,-
1650,ODISHA,20,28,6.6,7.1,247,256,BDL,BDL,0.94,3.42,BDL,BDL,BDL,BDL,-,-,0.21,0.63,-,-
1651,ODISHA,20,28,6.9,7.1,426,485,BDL,BDL,1.04,2.11,350,350,920,920,-,-,0.44,0.82,-,-
1652,ODISHA,20,28,5.3,6.8,237,287,BDL,BDL,1.32,4.07,BDL,BDL,BDL,BDL,-,-,0.32,0.6,-,-
1653,ODISHA,20,26,5.5,7.4,140,286,1.1,1.1,1.22,2.1,79,79,350,350,-,-,0.27,0.47,-,-
1654,ODISHA,25,27,6.5,6.7,352,372,BDL,BDL,1.52,4.49,22,140,49,1600,-,-,0.22,0.63,-,-
1655,ODISHA,25,30,7.3,7.9,285,4498,1.6,1.6,1.92,10.23,BDL,BDL,BDL,BDL,-,-,0.24,0.26,-,-
1656,ODISHA,21,30,7.5,7.7,838,1019,1.7,2.4,0.34,0.82,33,33,220,220,-,-,0.33,0.42,-,-
1657,ODISHA,21,30,7.5,8.3,415,636,1.2,1.2,0.39,5.74,79,79,240,240,-,-,0.27,0.33,-,-
1658,ODISHA,30,30,8.4,8.4,291,291,1.1,1.1,0.52,0.52,BDL,BDL,BDL,BDL,-,-,0.96,0.96,-,-
3964,ODISHA,24,32,7.5,8.2,698,762,1.4,1.4,3.78,4.52,BDL,BDL,BDL,BDL,-,-,0.48,0.98,-,-
3965,ODISHA,23,32,7.6,7.7,441,602,1.8,1.8,0.73,4.52,BDL,BDL,BDL,BDL,-,-,0.76,1.03,-,-
3966,ODISHA,24,32,7.5,7.5,728,1485,BDL,BDL,0.62,1.94,BDL,BDL,BDL,BDL,-,-,0.35,0.72,-,-
3967,ODISHA,24,32,7.4,7.6,604,1204,BDL,BDL,1.89,4.62,BDL,BDL,BDL,BDL,-,-,0.36,0.57,-,-
3968,ODISHA,28,28,7.1,7.2,493,708,BDL,BDL,0.32,1.42,BDL,BDL,BDL,BDL,-,-,0.48,0.74,-,-
3969,ODISHA,26,28,7.1,7.3,618,947,BDL,BDL,2.2,9.14,BDL,BDL,BDL,BDL,-,-,0.48,0.72,-,-
3970,ODISHA,27,29,7.1,7.1,254,539,BDL,BDL,0.62,1.42,BDL,BDL,BDL,BDL,-,-,0.32,0.44,-,-
3971,ODISHA,24,27,6.9,7.1,914,963,1.1,1.1,4.96,18.02,BDL,BDL,BDL,BDL,-,-,0.42,0.43,-,-
3972,ODISHA,23,27,7.3,7.4,527,674,1.1,1.1,1.02,1.22,49,49,49,49,-,-,0.39,0.98,-,-
3973,ODISHA,23,27,6.8,7.3,180,500,1.8,1.8,1.32,5,920,920,1600,1600,-,-,0.28,0.4,-,-
3974,ODISHA,23,26,7.3,7.4,284,494,1.1,1.1,0.42,1.09,BDL,BDL,BDL,BDL,-,-,0.36,0.45,-,-
3975,ODISHA,23,23,6.8,6.8,314,314,BDL,BDL,0.99,0.99,BDL,BDL,BDL,BDL,-,-,0.36,0.36,-,-
3976,ODISHA,23,27,7.2,7.4,815,1187,1.1,1.1,1.1,1.32,33,130,130,130,-,-,0.42,0.8,-,-
3977,ODISHA,24,27,6.9,7.2,687,846,1.1,1.1,0.32,0.8,BDL,BDL,BDL,BDL,-,-,0.3,0.64,-,-
3978,ODISHA,23,27,6.8,7.1,420,898,1.1,1.1,0.59,6.02,22,22,22,22,-,-,0.27,0.6,-,-
3979,ODISHA,23,27,7.2,8,943,2041,1.1,1.1,0.42,0.65,79,79,350,350,-,-,0.3,1.12,-,-
3981,ODISHA,28,28,7.2,7.3,170,198,BDL,BDL,3.34,5.22,BDL,BDL,BDL,BDL,-,-,0.26,0.47,-,-
3982,ODISHA,28,28,6.8,6.8,136,140,1.2,1.2,2.15,4.72,BDL,BDL,BDL,BDL,-,-,0.31,0.33,-,-
3983,ODISHA,27,28,6.5,6.7,187,192,1.5,1.5,3.5,6.82,BDL,BDL,BDL,BDL,-,-,0.32,0.32,-,-
3984,ODISHA,27,28,6,6.6,139,215,1.4,1.4,0.72,4.54,BDL,BDL,BDL,BDL,-,-,0.31,0.51,-,-
3985,ODISHA,27,28,6.6,6.6,243,246,BDL,BDL,0.32,0.85,BDL,BDL,BDL,BDL,-,-,0.3,0.52,-,-
3986,ODISHA,28,28,6.1,6.8,100,214,BDL,BDL,0.32,0.51,BDL,BDL,BDL,BDL,-,-,0.26,0.33,-,-
3987,ODISHA,28,28,6.6,7.1,145,149,BDL,BDL,0.32,0.65,350,350,540,540,-,-,0.25,0.85,-,-
3988,ODISHA,26,29,8.1,8.3,3545,5161,1.1,1.4,4.34,4.39,BDL,BDL,BDL,BDL,-,-,0.29,1.33,-,-
3989,ODISHA,27,30,7.8,7.9,582,5088,1.5,1.5,4.03,5,BDL,BDL,BDL,BDL,-,-,0.31,0.62,-,-
3990,ODISHA,21,22,6.9,8.4,313,373,1.1,1.2,2.33,3.03,1600,1600,1600,1600,-,-,0.49,0.49,-,-
3991,ODISHA,21,22,6.3,8.3,180,239,1.1,1.1,4.18,6.62,33,33,33,33,-,-,0.47,0.47,-,-
3992,ODISHA,21,22,6.2,8.4,192,400,1.4,1.4,0.36,2.05,BDL,BDL,BDL,BDL,-,-,0.22,0.48,-,-
3993,ODISHA,21,22,6.5,8.2,225,233,1.1,1.1,0.59,1.87,49,49,79,79,-,-,0.21,0.37,-,-
3994,ODISHA,22,24,7.2,7.3,286,287,BDL,BDL,0.32,0.72,240,240,350,350,-,-,0.35,0.56,-,-
3995,ODISHA,24,24,7.8,7.8,329,329,BDL,BDL,0.62,0.62,45,45,350,350,-,-,5.14,5.14,-,-
3996,ODISHA,22,24,6.7,7.3,157,317,BDL,BDL,0.33,0.42,130,130,350,350,-,-,0.32,0.39,-,-
4862,ODISHA,28,30,7.3,7.5,485,985,1.1,1.1,0.32,0.4,BDL,BDL,BDL,BDL,-,-,0.32,0.43,-,-
4863,ODISHA,25,26,6.2,7.2,68,144,1.1,1.1,0.34,0.59,130,130,350,350,-,-,0.25,0.44,-,-
4864,ODISHA,25,26,6.5,7.1,184,339,1.1,1.2,0.42,1.21,79,79,240,240,-,-,0.34,0.47,-,-
4865,ODISHA,22,24,6.9,7.2,305,361,1.2,1.2,0.37,0.42,BDL,BDL,BDL,BDL,-,-,0.3,0.57,-,-
4866,ODISHA,22,24,7.3,7.4,156,377,BDL,BDL,0.36,1.67,BDL,BDL,BDL,BDL,-,-,0.33,0.77,-,-
4867,ODISHA,22,24,6.7,7.2,155,184,1.1,1.1,0.62,0.85,BDL,BDL,BDL,BDL,-,-,0.33,0.46,-,-
4868,ODISHA,22,24,6.9,7.2,190,276,1.6,1.6,1.84,3.54,23,23,79,79,-,-,0.29,0.44,-,-
,,,,,,,,,,,,,,,,,,,,,
4869,ODISHA,22,26,6.3,7.2,101,118,1.3,1.3,0.67,0.92,BDL,BDL,BDL,BDL,-,-,0.67,0.67,-,-
4870,ODISHA,22,25,5.6,6.8,76,86,1.5,1.5,0.42,0.8,BDL,BDL,BDL,BDL,-,-,0.64,0.64,-,-
4871,ODISHA,22,25,5.6,6.9,101,158,BDL,BDL,1.72,2.2,BDL,BDL,BDL,BDL,-,-,0.47,0.47,-,-
4872,ODISHA,21,25,5.6,6.7,67,102,BDL,BDL,2.39,2.52,79,79,140,140,-,-,0.46,0.46,-,-
4873,ODISHA,22,31,6.9,7.1,70,145,BDL,BDL,0.6,1.41,BDL,BDL,BDL,BDL,-,-,0.31,0.97,-,-
4874,ODISHA,22,31,6.8,6.9,218,224,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,-,-,0.28,0.35,-,-
4875,ODISHA,22,30,6.6,6.9,320,338,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,-,-,0.29,0.37,-,-
4876,ODISHA,22,22,6.8,6.8,522,522,BDL,BDL,3.88,3.88,BDL,BDL,BDL,BDL,-,-,0.29,0.29,-,-
4877,ODISHA,26,27,6.7,7.2,665,1035,1.1,1.1,4.45,17.52,BDL,BDL,BDL,BDL,-,-,0.35,0.49,-,-
4878,ODISHA,26,27,6.9,7.1,1005,1975,1.1,1.1,4.91,17.51,BDL,BDL,BDL,BDL,-,-,0.32,0.46,-,-
4879,ODISHA,21,32,6.6,7.2,287,306,BDL,BDL,1.98,4.62,BDL,BDL,BDL,BDL,-,-,0.3,0.53,-,-
4880,ODISHA,22,31,6.8,7.1,241,305,BDL,BDL,1.52,4.02,BDL,BDL,BDL,BDL,-,-,0.26,0.66,-,-
4881,ODISHA,21,32,6.9,7.7,497,1138,BDL,BDL,1.46,3.62,BDL,BDL,BDL,BDL,-,-,0.29,0.47,-,-
4882,ODISHA,21,31,7.1,7.3,425,1145,BDL,BDL,1.71,4.03,BDL,BDL,BDL,BDL,-,-,0.31,0.46,-,-
,,,,,,,,,,,,,,,,,,,,,
4883,ODISHA,27,29,7.1,7.4,553,1238,BDL,BDL,2.25,7.84,BDL,BDL,BDL,BDL,-,-,0.49,0.67,-,-
4884,ODISHA,26,29,6.6,7.1,791,1095,BDL,BDL,1.51,8.53,BDL,BDL,BDL,BDL,-,-,0.35,0.63,-,-
4885,ODISHA,27,29,6.8,7.3,458,546,BDL,BDL,0.82,4.72,BDL,BDL,BDL,BDL,-,-,0.31,0.33,-,-
4886,ODISHA,28,28,6.9,7.3,523,598,BDL,BDL,1.8,3.33,BDL,BDL,BDL,BDL,-,-,0.39,0.47,-,-
4887,ODISHA,26,29,7.1,7.4,1059,1105,BDL,BDL,1.35,5.72,BDL,BDL,BDL,BDL,-,-,0.41,0.42,-,-
4888,ODISHA,27,30,6.9,7.5,1226,1533,BDL,BDL,4.5,5.92,BDL,BDL,BDL,BDL,-,-,0.42,0.48,-,-
4889,ODISHA,27,31,7.2,8.2,816,891,BDL,BDL,0.72,0.88,BDL,BDL,BDL,BDL,-,-,0.31,0.34,-,-
4890,ODISHA,28,31,7.1,7.7,580,692,BDL,BDL,4.87,6.62,BDL,BDL,BDL,BDL,-,-,0.35,0.64,-,-
4891,ODISHA,27,30,7.4,7.8,636,796,BDL,BDL,4.1,5.42,BDL,BDL,BDL,BDL,-,-,0.53,0.6,-,-
4892,ODISHA,26,30,7.4,8,551,768,BDL,BDL,2.12,4.38,BDL,BDL,BDL,BDL,-,-,0.39,0.53,-,-
4893,ODISHA,25,25,6.6,7.1,322,458,1.1,1.1,4.66,7.54,BDL,BDL,130,130,-,-,0.27,0.56,-,-
4894,ODISHA,25,26,6.7,7.4,263,307,1.1,1.1,4.41,9.03,BDL,BDL,240,240,-,-,0.26,0.49,-,-
4895,ODISHA,24,24,6.1,6.6,503,560,1.1,1.1,4.61,15.54,BDL,BDL,BDL,BDL,-,-,0.23,0.57,-,-
4896,ODISHA,24,24,7.3,7.4,96,175,1.5,1.5,1.76,2.62,BDL,BDL,BDL,BDL,-,-,0.26,0.6,-,-
4897,ODISHA,25,26,6.2,6.8,513,568,1.1,1.1,1.95,18.41,BDL,BDL,BDL,BDL,-,-,0.41,0.41,-,-
4898,ODISHA,25,26,6.5,6.8,91,142,1.1,1.1,1.19,2.44,240,240,540,540,-,-,0.21,0.43,-,-
4899,ODISHA,25,27,6.8,6.9,668,846,1.1,1.1,4.09,15.76,BDL,BDL,BDL,BDL,-,-,0.3,0.4,-,-
4900,ODISHA,26,27,7.2,7.2,517,545,1.1,1.2,1.82,3.52,BDL,BDL,BDL,BDL,-,-,0.46,0.46,-,-
4901,ODISHA,25,26,6.4,6.5,307,341,1.1,1.1,3.73,7.55,BDL,BDL,BDL,BDL,-,-,0.3,0.39,-,-
4902,ODISHA,25,26,6.7,6.7,447,550,1.4,1.4,4.26,5.92,BDL,BDL,BDL,BDL,-,-,0.23,0.5,-,-
4903,ODISHA,28,29.2,7.6,8.1,435,5161,1.1,1.1,0.92,4.39,BDL,BDL,BDL,BDL,-,-,0.55,1.33,-,-
1397,PUDUCHERRY,31,31,6.07,6.07,1123,1123,BDL,BDL,8.93,8.93,-,-,-,-,627,627,-,-,BDL,BDL
1398,PUDUCHERRY,31,31,6.29,6.29,2030,2030,BDL,BDL,1.75,1.75,-,-,-,-,1209,1209,-,-,BDL,BDL
1453,PUDUCHERRY,30.5,30.5,6.54,6.54,955,955,BDL,BDL,4.12,4.12,-,-,-,-,494,494,-,-,BDL,BDL
1454,PUDUCHERRY,31,31,5.7,5.7,560,560,BDL,BDL,2.43,2.43,-,-,-,-,292,292,-,-,BDL,BDL
1687,PUDUCHERRY,30,30,7.32,7.32,2370,2370,BDL,BDL,0.32,0.32,-,-,-,-,1143,1143,-,-,BDL,BDL
1688,PUDUCHERRY,29.5,29.5,7.33,7.33,1038,1038,BDL,BDL,0.64,0.64,-,-,-,-,437,437,-,-,BDL,BDL
2009,PUDUCHERRY,31,31,6.55,6.55,916,916,BDL,BDL,4.08,4.08,-,-,-,-,401,401,-,-,BDL,BDL
2010,PUDUCHERRY,31,31,6.39,6.39,1504,1504,BDL,BDL,0.76,0.76,-,-,-,-,955,955,-,-,BDL,BDL
2011,PUDUCHERRY,31,31,7.1,7.1,2850,2850,BDL,BDL,1.85,1.85,-,-,-,-,1512,1512,-,-,BDL,BDL
2012,PUDUCHERRY,31,31,6.38,6.38,2290,2290,BDL,BDL,1.45,1.45,-,-,-,-,1141,1141,-,-,BDL,BDL
2013,PUDUCHERRY,26.8,29.5,8.44,8.69,1990,2760,BDL,BDL,0.32,0.32,-,-,-,-,1038,1096,-,-,BDL,BDL
2014,PUDUCHERRY,26.8,31,8.52,8.67,1550,2020,BDL,BDL,0.36,0.4,-,-,-,-,828,869,-,-,BDL,BDL
2446,PUDUCHERRY,27.5,27.5,5.44,5.44,344,344,BDL,BDL,3.89,3.89,-,-,-,-,270,270,-,-,BDL,BDL
2447,PUDUCHERRY,27,27,5.4,5.4,102,102,BDL,BDL,1.2,1.2,-,-,-,-,50,50,-,-,BDL,BDL
3882,PUDUCHERRY,32,32,6.38,6.38,630,630,BDL,BDL,0.32,0.32,-,-,-,-,265,265,-,-,BDL,BDL
3883,PUDUCHERRY,32,32,6.78,6.78,767,767,BDL,BDL,0.32,0.32,-,-,-,-,206,206,-,-,BDL,BDL
3884,PUDUCHERRY,31,31,7.31,7.31,1247,1247,BDL,BDL,4.84,4.84,-,-,-,-,640,640,-,-,BDL,BDL
3885,PUDUCHERRY,29,29,6.82,6.82,2110,2110,BDL,BDL,3.04,3.04,-,-,-,-,1150,1150,-,-,BDL,BDL
3886,PUDUCHERRY,32,32,7.35,7.35,1353,1353,BDL,BDL,3,3,-,-,-,-,647,647,-,-,BDL,BDL
4631,PUDUCHERRY,30.5,30.5,7.51,7.51,1376,1376,BDL,BDL,0.74,0.74,-,-,-,-,624,624,-,-,BDL,BDL
,,,,,,,,,,,,,,,,,,,,,
4632,PUDUCHERRY,30,30,7.06,7.06,2300,2300,BDL,BDL,5.48,5.48,-,-,-,-,1100,1100,-,-,BDL,BDL
4633,PUDUCHERRY,31,31,6.3,6.3,1196,1196,BDL,BDL,1.8,1.8,-,-,-,-,483,483,-,-,BDL,BDL
1898,PUNJAB,-,-,7.5,7.5,1415,1415,BDL,BDL,1.2,1.2,BDL,BDL,BDL,BDL,850,850,0.9,0.9,BDL,BDL
1900,PUNJAB,-,-,7.7,8,886,9710,BDL,BDL,0.6,5.1,BDL,BDL,BDL,BDL,423,527,0.33,0.33,BDL,BDL
1901,PUNJAB,36,36,7.1,7.7,645,2691,BDL,BDL,0.4,2.9,BDL,BDL,BDL,BDL,160,368,0.3,1.3,BDL,BDL
1902,PUNJAB,-,-,7.8,7.8,1331,1331,BDL,BDL,1,1,BDL,BDL,BDL,BDL,797,797,0.8,0.8,BDL,BDL
1903,PUNJAB,-,-,7.8,7.9,442,469,BDL,BDL,0.4,4.7,BDL,BDL,BDL,BDL,263,282,0.29,0.29,BDL,BDL
2916,PUNJAB,-,-,7.5,7.6,453,856,BDL,BDL,2.22,2.22,BDL,BDL,BDL,BDL,270,493,0.21,0.21,BDL,BDL
2917,PUNJAB,-,-,7.5,7.6,1016,1094,BDL,BDL,0.64,5.39,BDL,BDL,BDL,BDL,593,645,0.41,0.59,BDL,BDL
2918,PUNJAB,-,-,7.4,7.4,1757,2368,BDL,BDL,0.49,2.4,BDL,BDL,BDL,BDL,997,1574,0.57,0.92,BDL,BDL
2919,PUNJAB,-,-,7.2,7.4,1362,2598,BDL,BDL,0.78,2.6,BDL,BDL,BDL,BDL,798,1829,0.41,1.1,BDL,BDL
2920,PUNJAB,32,36,7.4,7.4,815,1334,BDL,BDL,0.32,1.3,BDL,BDL,BDL,BDL,476,824,0.4,0.51,BDL,BDL
2921,PUNJAB,32,35,7.8,7.8,413,427,BDL,BDL,,,BDL,BDL,BDL,BDL,251,262,0.39,0.39,BDL,BDL
2922,PUNJAB,30,38,7.6,7.6,929,942,BDL,BDL,1.4,4.32,BDL,BDL,BDL,BDL,559,828,0.5,0.5,BDL,BDL
2923,PUNJAB,30,35,7.4,7.5,1043,2358,BDL,BDL,0.47,1.8,BDL,BDL,BDL,BDL,572,1588,0.49,0.6,BDL,BDL
2924,PUNJAB,-,-,7.4,7.4,885,887,BDL,BDL,0.4,0.8,BDL,BDL,BDL,BDL,532,580,0.5,0.6,BDL,BDL
2925,PUNJAB,-,-,7.4,7.4,924,1018,BDL,BDL,0.8,0.9,BDL,BDL,BDL,BDL,583,733,0.7,0.8,BDL,BDL
2926,PUNJAB,-,-,7.7,7.7,857,857,BDL,BDL,1.32,1.32,BDL,BDL,BDL,BDL,520,520,BDL,BDL,BDL,BDL
2927,PUNJAB,-,-,7.9,7.9,740,740,BDL,BDL,0.99,0.99,BDL,BDL,BDL,BDL,447,447,BDL,BDL,BDL,BDL
2928,PUNJAB,-,-,7.8,7.8,688,688,BDL,BDL,0.7,0.7,BDL,BDL,BDL,BDL,409,409,0.3,0.3,BDL,BDL
2929,PUNJAB,-,-,8.4,8.4,265,265,BDL,BDL,,,BDL,BDL,BDL,BDL,153,153,BDL,BDL,BDL,BDL
2930,PUNJAB,-,-,8.4,8.4,1452,1452,BDL,BDL,2.2,2.2,BDL,BDL,BDL,BDL,795,795,0.9,0.9,BDL,BDL
2931,PUNJAB,-,-,7.4,7.4,2538,2538,BDL,BDL,2.7,2.7,BDL,BDL,BDL,BDL,1518,1518,1.2,1.2,BDL,BDL
4134,PUNJAB,-,-,7.9,8.1,558,631,BDL,BDL,0.4,0.4,BDL,BDL,BDL,BDL,310,378,0.29,0.29,BDL,BDL
4135,PUNJAB,-,-,7.5,7.7,772,1404,BDL,BDL,0.6,1.13,BDL,BDL,BDL,BDL,465,821,0.64,0.64,BDL,BDL
4136,PUNJAB,-,-,7.4,7.7,1565,1664,BDL,BDL,1.12,4.32,BDL,BDL,BDL,BDL,924,998,0.69,0.9,BDL,BDL
4137,PUNJAB,-,-,7.2,7.5,761,1443,BDL,BDL,0.8,2.31,BDL,BDL,BDL,BDL,437,1067,0.5,1.06,BDL,BDL
4138,PUNJAB,-,-,7.3,7.4,734,1127,BDL,BDL,0.9,0.91,BDL,BDL,BDL,BDL,515,629,0.8,0.9,BDL,BDL
4139,PUNJAB,-,-,7.3,7.3,2125,2125,BDL,BDL,1.9,1.9,BDL,BDL,BDL,BDL,1253,1253,1.2,1.2,BDL,BDL
4140,PUNJAB,-,-,7.3,7.3,1815,1815,BDL,BDL,1.6,1.6,BDL,BDL,BDL,BDL,1058,1058,1,1,BDL,BDL
4141,PUNJAB,32,32,7.7,7.7,325,325,BDL,BDL,0.5,0.5,BDL,BDL,BDL,BDL,195,195,BDL,BDL,BDL,BDL
4142,PUNJAB,32,32,7.4,7.4,310,310,BDL,BDL,0.4,0.4,BDL,BDL,BDL,BDL,184,184,BDL,BDL,BDL,BDL
4143,PUNJAB,29,29,7.7,7.9,557,1107,BDL,BDL,1.9,1.9,BDL,BDL,BDL,BDL,334,668,0.3,0.3,BDL,BDL
4144,PUNJAB,28,28,7.8,8.1,519,608,BDL,BDL,4.32,4.32,BDL,BDL,BDL,BDL,346,365,0.22,0.22,BDL,BDL
