STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,FAECAL_STREPTOCOCCI_Min,FAECAL_STREPTOCOCCI_Max
2987,RAJASTHAN,24.0,24.0,,,7.8,7.8,4600,4600,,,1.84,1.84,3,3,3,3
2988,RAJASTHAN,24.0,24.0,,,7.7,7.9,4300,9700,,,2.06,2.81,3,3,3,7
2989,RAJASTHAN,24.0,24.0,,,7.5,7.5,10800,10800,,,1.76,1.76,3,3,7,7
2990,RAJASTHAN,25.0,25.0,,,7.7,7.7,13700,13700,,,1.84,1.84,3,3,7,7
2991,RAJASTHAN,24.0,25.0,,,7.3,7.4,11100,11400,,,1.78,1.87,4,7,7,7
2993,RAJASTHAN,23.0,25.0,,,7.8,7.9,4200,7000,,,3.11,3.16,3,4,7,7
2999,RAJASTHAN,25.0,26.0,4.2,4.2,7.9,8.0,1170,1490,,,2.07,2.46,3,4,3,7
3000,RAJASTHAN,25.0,27.0,4.0,4.0,7.3,7.7,870,1010,,,2.07,2.20,3,3,3,3
3001,RAJASTHAN,27.0,27.0,,,8.0,8.0,1060,1060,,,2.10,2.10,3,3,4,4
3002,RAJASTHAN,26.0,28.0,4.4,4.4,7.5,8.0,940,1740,,,2.11,2.20,3,7,3,11
3003,RAJASTHAN,26.0,27.0,3.4,3.4,7.4,7.9,1710,1800,,,1.76,2.07,3,3,3,7
3004,RAJASTHAN,25.0,29.0,4.8,4.8,8.0,8.1,1290,1340,,,2.29,2.62,3,4,7,11
3005,RAJASTHAN,26.0,27.0,4.8,4.8,7.9,8.1,860,960,,,2.10,2.80,3,7,3,11
3006,RAJASTHAN,28.0,28.0,,,7.8,8.0,2300,2300,,,1.14,1.55,3,3,3,7
4165,RAJASTHAN,27.0,27.0,,,7.6,7.7,1040,1070,,,2.10,2.21,3,4,4,7
4166,RAJASTHAN,26.0,26.0,,,7.8,8.5,2200,2500,,,2.28,2.74,4,9,4,14
4168,RAJASTHAN,18.5,18.5,,,7.4,7.4,4100,4100,,,2.47,2.47,9,9,14,14
4169,RAJASTHAN,18.0,18.0,,,7.5,7.6,1060,1090,,,2.10,2.74,4,4,7,9
4170,RAJASTHAN,17.5,19.0,,,7.5,7.5,1550,1700,,,2.36,3.65,3,4,7,7
4176,RAJASTHAN,25.0,28.0,,,7.3,7.3,2400,2600,,,1.84,2.10,4,4,7,9
4177,RAJASTHAN,18.0,26.0,4.2,7.8,7.3,9.0,420,1000,0.9,3.7,1.85,2.46,9,150,28,240
4178,RAJASTHAN,18.0,26.0,3.8,7.9,7.7,8.9,244,1460,3.1,4.6,1.84,2.46,20,150,75,210
4180,RAJASTHAN,26.0,29.0,4.0,4.0,7.5,8.0,1400,1470,,,1.82,2.05,3,4,4,7
4181,RAJASTHAN,27.0,27.0,3.5,3.5,7.6,7.9,2300,2300,,,2.74,3.10,3,4,7,11
4182,RAJASTHAN,26.0,26.0,4.3,4.3,7.9,7.9,2300,2300,,,1.83,1.83,3,3,3,3
4183,RAJASTHAN,26.0,27.0,3.8,3.8,7.6,8.0,2100,2200,,,1.88,2.06,3,4,3,7
4184,RAJASTHAN,25.0,27.0,3.6,3.6,7.3,7.9,2400,2500,,,1.82,2.00,3,3,7,11
4759,RAJASTHAN,26.0,26.0,,,7.6,7.6,2400,2400,,,2.06,2.06,4,4,9,9
4760,RAJASTHAN,27.0,28.0,,,7.4,7.5,1900,2100,0.0,0.0,2.46,2.80,3,7,7,14
4761,RAJASTHAN,23.0,25.0,,,7.4,7.4,36000,45000,,,1.82,2.00,3,4,7,9
4762,RAJASTHAN,25.0,25.0,,,7.6,7.6,24000,24000,,,1.84,1.84,3,3,7,7
4763,RAJASTHAN,23.0,25.0,,,8.0,8.2,4800,5400,,,1.71,1.85,3,3,3,4
4764,RAJASTHAN,23.0,25.0,,,7.6,7.8,2700,2800,,,1.76,2.00,3,7,3,11
4765,RAJASTHAN,25.0,25.0,,,7.6,7.6,25000,25000,,,1.77,1.77,3,3,3,3
4766,RAJASTHAN,23.0,25.0,,,7.6,7.6,5900,13000,,,1.84,2.06,3,7,7,11
4767,RAJASTHAN,23.0,25.0,,,7.6,7.8,8000,15500,,,2.02,2.13,3,3,7,11
4768,RAJASTHAN,23.0,25.0,,,7.5,7.9,11000,14100,,,2.01,2.21,3,3,4,7
4774,RAJASTHAN,26.0,28.0,2.5,2.5,7.6,7.9,1400,2400,,,2.28,2.47,3,4,4,7
4775,RAJASTHAN,26.0,27.0,3.5,3.5,7.6,7.9,1560,1690,,,2.28,2.37,3,3,3,7
4776,RAJASTHAN,25.0,27.0,3.5,3.5,7.7,7.8,1200,1340,,,2.06,2.20,3,4,3,7
4777,RAJASTHAN,26.0,28.0,4.0,4.0,7.7,7.9,1190,1370,,,2.36,2.81,3,7,3,11
4778,RAJASTHAN,26.0,26.0,3.6,3.6,7.8,7.9,1250,1380,,,1.84,2.06,3,4,3,9
4779,RAJASTHAN,26.0,26.0,,,7.7,7.9,880,1000,,,2.10,2.36,4,4,4,7
4780,RAJASTHAN,27.0,27.0,,,7.6,7.6,5000,5000,,,2.05,2.05,4,4,4,4
4782,RAJASTHAN,29.0,29.0,,,7.4,7.4,5200,5200,,,2.07,2.07,7,7,11,11
4783,RAJASTHAN,28.0,28.0,,,7.9,7.9,590,590,,,1.76,1.76,20,20,28,28
4784,RAJASTHAN,29.0,30.0,,,8.0,702.0,2200,2500,,,3.00,3.11,3,4,4,11
4785,RAJASTHAN,29.0,30.0,,,6.4,7.5,6000,9000,,,2.81,3.13,3,4,4,7
4786,RAJASTHAN,30.0,30.0,,,7.6,7.6,7600,7600,,,3.01,3.01,3,3,7,7
4787,RAJASTHAN,30.0,30.0,,,7.9,7.9,5800,5800,,,3.05,3.05,3,3,4,4
4788,RAJASTHAN,28.0,30.0,,,6.5,7.6,5200,8000,,,2.69,3.00,3,3,4,7
4789,RAJASTHAN,22.0,30.0,,,7.1,8.2,4300,4900,,,3.04,4.03,3,7,4,11
4791,RAJASTHAN,23.8,24.0,,,7.8,7.9,520,530,,,2.10,2.62,4,7,7,11
4792,RAJASTHAN,24.0,28.0,,,7.6,7.8,4300,4600,,,1.25,1.40,3,4,7,14
4793,RAJASTHAN,27.0,27.0,,,7.7,8.1,1470,1610,,,1.55,1.77,3,4,3,9
4794,RAJASTHAN,26.0,27.0,,,8.0,8.2,890,900,,,1.60,1.83,3,3,3,7
4796,RAJASTHAN,20.0,22.0,,,7.2,7.3,1370,1510,,,1.66,1.82,4,7,7,11
4797,RAJASTHAN,20.0,22.0,,,7.2,7.7,930,1320,,,1.70,1.84,4,9,7,14
4798,RAJASTHAN,20.0,22.0,,,7.4,7.7,1510,1540,,,2.20,2.46,4,4,7,7
4799,RAJASTHAN,24.0,24.0,,,7.3,7.7,1070,1580,,,1.34,1.50,3,4,7,11
4800,RAJASTHAN,27.0,28.0,,,7.6,8.1,890,2700,,,1.66,1.84,3,3,3,7
4801,RAJASTHAN,29.0,29.0,,,7.6,7.6,3100,3100,,,1.84,1.84,4,4,7,7
4802,RAJASTHAN,27.0,29.0,,,7.3,7.7,1610,1800,,,1.82,2.10,3,3,3,4
4803,RAJASTHAN,27.0,28.3,,,7.2,7.5,5000,5300,,,1.61,1.70,3,7,3,14
4806,RAJASTHAN,18.5,26.5,,,8.0,9.7,4200,4500,,,2.47,2.80,4,4,7,9
4807,RAJASTHAN,19.0,28.0,,,7.8,8.5,5400,8500,,,1.70,2.11,4,7,7,11
4808,RAJASTHAN,18.0,27.5,,,7.7,8.3,4400,4900,,,2.37,2.81,3,4,7,7
4809,RAJASTHAN,19.5,27.0,4.4,4.4,7.7,8.6,1690,4300,1.2,1.2,3.00,3.08,4,4,7,11
32,TAMIL NADU,30.0,30.0,6.7,6.7,8.0,8.0,406,406,0.1,0.1,0.03,0.03,2,2,2,2
1449,TAMIL NADU,26.0,33.0,6.0,6.3,7.3,7.6,818,890,2.0,5.0,0.58,1.80,2,2,4,4
4810,TAMIL NADU,30.0,30.0,3.1,3.1,7.5,7.5,2460,2460,0.2,0.2,0.01,0.01,2,2,6,6
4811,TAMIL NADU,30.0,30.0,6.2,6.2,7.7,7.7,2060,2060,0.1,0.1,4.03,4.03,4,4,9,9
4814,TAMIL NADU,27.0,30.0,4.3,5.0,6.7,7.0,1641,2410,BDL,2.0,0.29,7.64,2,4,4,10
4815,TAMIL NADU,28.0,30.0,3.5,5.2,6.6,7.2,814,1052,0.0,2.1,0.22,0.95,2,24,4,79
4816,TAMIL NADU,27.0,27.0,4.0,4.0,6.9,6.9,1401,1401,2.9,2.9,2.32,2.32,2,2,2,2
4817,TAMIL NADU,27.0,27.0,5.5,5.5,7.2,7.2,72,72,2.9,2.9,0.07,0.07,2,2,4,4
4818,TAMIL NADU,28.0,28.0,7.3,7.3,6.7,6.7,2330,2330,BDL,BDL,0.00,0.00,2,2,4,4
4819,TAMIL NADU,28.0,28.0,7.0,7.0,6.9,6.9,179,179,2.1,2.1,0.29,0.29,7,7,24,24
4820,TAMIL NADU,28.0,28.0,6.0,6.0,6.6,6.6,178,178,2.5,2.5,1.30,1.30,32,32,110,110
4821,TAMIL NADU,28.0,28.0,6.8,6.8,7.0,7.0,388,388,0.4,0.4,0.06,0.06,4,4,11,11
4824,TAMIL NADU,29.0,29.0,5.9,5.9,7.4,7.4,3360,3360,1.6,1.6,2.01,2.01,2,2,4,4
4825,TAMIL NADU,29.0,29.0,6.7,6.7,7.6,7.6,1958,1958,0.7,0.7,0.25,0.25,2,2,4,4
4826,TAMIL NADU,29.0,29.0,6.6,6.6,7.9,7.9,360,360,0.4,0.4,1.65,1.65,4,4,6,6
15,TELANGANA,27.0,27.0,0.1,0.1,7.3,7.3,725,725,,,2.20,2.20,,,,
16,TELANGANA,28.0,28.0,,,7.6,7.6,753,753,,,13.00,13.00,,,,
27,TELANGANA,21.0,21.0,,,7.3,7.6,514,1577,2.4,2.4,15.29,15.29,2,2,2,2
1515,TELANGANA,27.0,27.0,2.8,2.8,7.2,7.2,1120,1120,,,6.00,6.00,,,,
1525,TELANGANA,23.0,27.0,,,6.7,6.9,2600,2890,4.5,4.5,38.38,38.38,2,2,2,2
1791,TELANGANA,27.0,27.0,,,7.2,7.2,1702,1702,,,7.00,7.00,,,,
1792,TELANGANA,28.0,28.0,,,8.1,8.1,1637,1637,,,12.00,12.00,,,,
1793,TELANGANA,27.0,27.0,,,7.5,7.5,1711,1711,,,1.20,1.20,,,,
1794,TELANGANA,27.0,27.0,,,7.2,7.2,1238,1238,,,3.20,3.20,,,,
1795,TELANGANA,22.0,26.0,,,7.2,7.2,2900,3120,5.6,5.6,36.42,36.42,2,2,2,2
1810,TELANGANA,28.0,28.0,,,7.4,7.4,2652,2652,,,25.37,25.37,,,,
1811,TELANGANA,21.0,21.0,,,7.2,7.6,1847,1900,2.7,2.7,0.35,18.35,2,2,2,2
3088,TELANGANA,27.0,27.0,2.2,2.2,7.2,7.2,1767,1767,,,10.00,10.00,,,,
3094,TELANGANA,27.0,27.0,,,7.7,7.7,967,967,,,1.60,1.60,,,,
4260,TELANGANA,26.0,27.0,,,7.2,7.5,1084,1326,7.0,7.0,15.43,15.43,2,2,2,2
4261,TELANGANA,26.0,27.0,,,6.4,7.2,4600,5340,14.7,14.7,35.41,35.41,2,2,2,2
4262,TELANGANA,26.0,28.0,,,6.8,7.4,2161,2198,3.3,3.3,35.41,37.42,2,2,2,2
4263,TELANGANA,27.0,27.0,,,7.0,7.3,3480,3640,8.4,8.4,29.29,29.29,2,2,2,2
4264,TELANGANA,20.0,20.0,,,6.6,7.2,2100,3510,3.2,3.2,23.49,23.49,2,2,2,2
4265,TELANGANA,22.0,22.0,,,6.8,7.2,1556,2590,1.5,1.5,21.20,21.21,2,2,2,2
4266,TELANGANA,24.0,28.0,,,7.1,7.4,1180,1518,3.0,3.0,13.23,13.23,2,2,2,2
4268,TELANGANA,27.0,27.0,,,7.8,7.8,1226,1226,,,9.00,9.00,,,,
4269,TELANGANA,27.0,27.0,,,6.8,6.8,3480,3480,,,1.40,1.40,,,,
4270,TELANGANA,27.0,27.0,,,7.2,7.2,2510,2510,,,13.00,13.00,,,,
4271,TELANGANA,27.0,27.0,,,7.7,7.7,1652,1652,,,20.00,20.00,,,,
4272,TELANGANA,27.0,27.0,,,7.8,7.8,826,826,,,2.30,2.30,,,,
4273,TELANGANA,27.0,27.0,,,6.8,6.8,2998,2998,,,19.00,19.00,,,,
4274,TELANGANA,27.0,27.0,,,7.0,7.0,2186,2186,,,20.00,20.00,,,,
4275,TELANGANA,27.0,27.0,1.4,1.4,7.2,7.2,2256,2256,,,11.00,11.00,,,,
4276,TELANGANA,27.0,27.0,,,7.3,7.3,2215,2215,,,39.36,39.36,,,,
4277,TELANGANA,25.0,25.0,,,6.6,7.4,6100,6890,9.0,9.0,37.57,37.57,2,2,2,2
4278,TELANGANA,25.0,25.0,,,6.8,7.2,1254,1674,5.0,5.0,21.12,21.12,2,2,2,2
4279,TELANGANA,25.0,25.0,,,6.7,6.9,440,3200,1.2,1.2,11.18,11.18,2,2,2,2
4280,TELANGANA,29.0,29.0,2.0,2.0,7.5,7.5,3875,3875,,,4.80,4.80,,,,
4281,TELANGANA,21.0,21.0,,,7.2,7.3,3010,4290,3.3,3.3,25.17,25.17,2,2,2,2
4282,TELANGANA,22.0,22.0,,,6.9,7.3,1667,1695,1.8,1.8,35.12,35.12,2,2,2,2
4283,TELANGANA,21.0,21.0,,,6.7,7.4,2915,3920,2.0,2.0,32.15,32.15,2,2,2,2
4284,TELANGANA,20.0,20.0,,,7.2,7.4,753,1732,1.2,1.2,19.32,19.32,2,2,2,2
4285,TELANGANA,21.0,21.0,,,7.2,7.2,1259,2775,3.0,3.0,27.26,27.26,2,2,2,2
4286,TELANGANA,21.0,21.0,,,7.0,7.1,678,2031,,,27.42,27.42,2,2,2,2
4287,TELANGANA,20.0,20.0,,,6.9,7.1,1078,1732,1.8,1.8,18.37,18.37,2,2,2,2
4288,TELANGANA,22.0,22.0,,,7.4,9.7,520,1160,,,11.15,11.15,2,2,2,2
4289,TELANGANA,21.0,21.0,,,7.0,7.0,1705,1705,,,18.37,18.37,,,,
4290,TELANGANA,20.0,20.0,,,7.1,7.1,325,325,,,11.15,11.15,,,,
1405,TRIPURA,24.5,25.5,0.4,0.5,5.9,6.1,136,143,0.0,0.0,0.18,0.23,2,2,2,2
1406,TRIPURA,24.0,25.5,0.4,0.6,6.0,6.1,159,161,0.0,0.0,0.25,0.30,2,2,2,2
1730,TRIPURA,24.0,26.0,0.2,0.2,6.1,6.3,131,135,0.0,0.0,0.28,0.34,2,2,2,2
1731,TRIPURA,24.0,26.5,0.1,0.2,6.0,6.1,128,139,0.0,0.0,0.18,0.20,2,2,2,2
1732,TRIPURA,24.5,25.5,0.0,0.2,5.4,5.6,142,153,0.0,0.0,0.27,0.31,2,2,2,2
1733,TRIPURA,24.0,26.0,0.4,0.5,5.8,6.0,137,144,0.0,0.1,0.25,0.28,2,2,2,2
1734,TRIPURA,23.5,25.5,0.0,0.2,6.1,6.4,135,149,0.0,0.0,0.26,0.31,2,2,2,2
3423,TRIPURA,24.5,24.5,1.1,1.1,6.2,6.2,122,122,0.0,0.0,0.20,0.20,2,2,2,2
3424,TRIPURA,25.0,25.0,1.1,1.1,6.2,6.2,122,122,0.2,0.2,0.17,0.17,2,2,2,2
3425,TRIPURA,25.5,25.5,0.8,0.8,5.9,5.9,127,127,0.0,0.0,0.24,0.24,2,2,2,2
3426,TRIPURA,24.5,24.5,0.3,0.3,5.9,5.9,129,129,0.0,0.0,0.18,0.18,2,2,2,2
3427,TRIPURA,24.5,24.5,0.5,0.5,6.0,6.0,98,98,0.2,0.2,0.13,0.13,2,2,2,2
3428,TRIPURA,24.5,24.5,0.8,0.8,5.7,5.7,125,125,0.1,0.1,0.15,0.15,2,2,2,2
3429,TRIPURA,24.0,24.0,0.8,0.8,6.0,6.0,118,118,0.1,0.1,0.17,0.17,2,2,2,2
3430,TRIPURA,24.5,24.5,0.8,0.8,6.0,6.0,101,101,0.2,0.2,0.20,0.20,2,2,2,2
3431,TRIPURA,24.5,24.5,0.8,0.8,5.7,5.7,91,91,0.1,0.1,0.14,0.14,2,2,2,2
3432,TRIPURA,25.0,25.0,0.7,0.7,5.6,5.6,112,112,0.1,0.1,0.21,0.21,2,2,2,2
3433,TRIPURA,24.5,24.5,0.8,0.8,6.2,6.2,109,109,0.2,0.2,0.20,0.20,2,2,2,2
3434,TRIPURA,25.0,25.0,0.6,0.6,5.7,5.7,107,107,0.0,0.0,0.22,0.22,2,2,2,2
3435,TRIPURA,24.5,24.5,0.6,0.6,6.1,6.1,115,115,0.1,0.1,0.17,0.17,2,2,2,2
3436,TRIPURA,25.0,25.0,0.6,0.6,5.8,5.8,129,129,0.1,0.1,0.22,0.22,2,2,2,2
4185,TRIPURA,23.5,23.5,1.6,1.6,6.3,6.3,118,118,0.1,0.1,0.21,0.21,2,2,2,2
4186,TRIPURA,25.0,25.0,0.8,0.8,6.0,6.0,102,102,0.2,0.2,0.23,0.23,2,2,2,2
4187,TRIPURA,25.5,25.5,1.1,1.1,6.6,6.6,110,110,0.1,0.1,0.25,0.25,2,2,2,2
4188,TRIPURA,25.0,25.0,1.5,1.5,6.8,6.8,106,106,0.1,0.1,0.20,0.20,2,2,2,2
4189,TRIPURA,25.0,25.0,1.8,1.8,6.3,6.3,95,95,0.1,0.1,0.18,0.18,2,2,2,2
4190,TRIPURA,25.5,25.5,1.2,1.2,5.7,5.7,98,98,0.2,0.2,0.21,0.21,2,2,2,2
4191,TRIPURA,25.0,25.0,0.8,0.8,6.3,6.3,114,114,0.2,0.2,0.27,0.27,2,2,2,2
4200,TRIPURA,25.0,25.0,0.5,0.5,6.2,6.2,119,119,0.0,0.0,0.19,0.19,2,2,2,2
4201,TRIPURA,25.0,25.0,0.6,0.6,5.2,5.2,157,157,0.1,0.1,0.19,0.19,2,2,2,2
4202,TRIPURA,25.0,25.0,1.5,1.5,5.6,5.6,169,169,0.3,0.3,0.16,0.16,2,2,2,2
4203,TRIPURA,24.5,24.5,0.5,0.5,5.6,5.6,149,149,0.1,0.1,0.29,0.29,2,2,2,2
4204,TRIPURA,25.0,25.0,0.6,0.6,5.8,5.8,137,137,0.2,0.2,0.36,0.36,2,2,2,2
4205,TRIPURA,25.0,25.0,0.7,0.7,6.1,6.1,131,131,0.2,0.2,0.34,0.34,2,2,2,2
4206,TRIPURA,25.0,25.0,0.5,0.5,5.6,5.6,121,121,0.2,0.2,0.45,0.45,2,2,2,2
4207,TRIPURA,25.0,25.0,0.7,0.7,6.1,6.1,139,139,0.3,0.3,0.26,0.26,2,2,2,2
4208,TRIPURA,25.0,25.0,0.6,0.6,5.8,5.8,143,143,0.4,0.4,0.32,0.32,2,2,2,2
4209,TRIPURA,25.5,25.5,0.3,0.3,6.0,6.0,147,147,0.0,0.0,0.28,0.28,2,2,2,2
4210,TRIPURA,25.0,25.0,0.3,0.3,5.8,5.8,130,130,0.1,0.1,0.27,0.27,2,2,2,2
4211,TRIPURA,24.5,24.5,0.3,0.3,6.1,6.1,132,132,0.0,0.0,0.23,0.23,2,2,2,2
4212,TRIPURA,24.0,24.0,0.4,0.4,6.0,6.0,124,124,0.2,0.2,0.34,0.34,2,2,2,2
4213,TRIPURA,25.0,25.0,0.5,0.5,5.9,5.9,124,124,0.2,0.2,0.26,0.26,2,2,2,2
4214,TRIPURA,25.0,25.0,0.5,0.5,5.6,5.6,149,149,0.2,0.2,0.27,0.27,2,2,2,2
4215,TRIPURA,24.5,24.5,0.3,0.3,5.2,5.2,155,155,0.1,0.1,0.30,0.30,2,2,2,2
4216,TRIPURA,25.0,25.0,1.1,1.1,5.4,5.4,140,140,0.2,0.2,0.18,0.18,2,2,2,2
4217,TRIPURA,25.0,25.0,0.5,0.5,5.6,5.6,155,155,0.0,0.0,0.21,0.21,2,2,2,2
4218,TRIPURA,24.5,24.5,0.5,0.5,5.9,5.9,126,126,0.2,0.2,0.18,0.18,2,2,2,2
1736,UTTAR PRADESH,22.0,24.0,,,5.6,7.9,658,680,4.4,4.8,,,,,,
1737,UTTAR PRADESH,22.0,24.0,0.0,0.0,5.6,5.8,618,680,5.0,5.4,,,2,2,2,2
1738,UTTAR PRADESH,27.0,27.0,,,7.3,7.5,615,675,1.8,1.8,0.68,0.68,2,2,2,13
1739,UTTAR PRADESH,27.0,27.0,,,7.3,7.4,1214,1521,0.4,0.4,0.65,0.65,2,93,2,2
1740,UTTAR PRADESH,28.0,28.0,,,7.6,7.7,428,1845,0.8,0.8,0.55,0.55,2,2,2,23
1741,UTTAR PRADESH,27.0,27.0,,,7.4,7.6,573,878,1.2,1.2,0.42,0.42,2,220,2,540
1742,UTTAR PRADESH,26.1,26.1,,,7.3,7.5,456,963,BDL,BDL,1.00,1.40,40,40,68,350
1743,UTTAR PRADESH,25.8,25.8,,,7.2,7.6,508,520,BDL,BDL,3.80,4.28,2,2,2,49
1744,UTTAR PRADESH,30.0,30.0,,,7.5,7.5,848,848,0.0,0.0,,,2,2,2,2
1745,UTTAR PRADESH,30.0,30.0,,,7.9,7.9,2050,2050,0.0,0.0,,,2,2,2,2
1746,UTTAR PRADESH,19.0,19.0,,,7.8,7.8,1161,1161,,,0.11,0.11,,,,
1747,UTTAR PRADESH,20.0,20.0,,,8.0,8.0,1189,1189,,,0.16,0.16,,,,
1749,UTTAR PRADESH,18.0,18.0,,,7.2,7.2,695,695,,,2.20,2.20,,,,
1750,UTTAR PRADESH,17.0,17.0,,,7.4,7.4,725,725,,,1.80,1.80,,,2,2
1751,UTTAR PRADESH,,,,,7.4,7.5,413,421,BDL,1.0,0.38,0.38,2,20,2,92
1752,UTTAR PRADESH,23.0,23.0,,,6.6,6.6,1730,1730,1.2,1.2,0.42,0.42,2,2,2,2
1753,UTTAR PRADESH,20.0,23.0,,,6.9,7.9,501,1232,0.3,2.8,0.39,0.40,2,2,2,2
1754,UTTAR PRADESH,20.0,24.0,,,6.9,7.0,960,982,0.4,0.7,0.38,0.40,2,2,2,2
1755,UTTAR PRADESH,20.0,24.0,,,6.7,6.8,1198,1210,0.2,0.3,0.30,0.38,2,2,2,2
1756,UTTAR PRADESH,22.0,25.5,,,7.6,7.6,422,482,1.3,1.3,1.60,1.80,,,,
1758,UTTAR PRADESH,22.2,25.5,,,7.5,7.8,468,534,0.8,0.8,1.56,2.10,,,,
1759,UTTAR PRADESH,25.3,26.3,,,6.8,7.1,848,956,0.2,0.3,1.08,1.14,2,2,2,2
1760,UTTAR PRADESH,24.0,24.0,,,8.2,8.2,485,485,1.3,1.3,1.40,1.40,,,,
2467,UTTAR PRADESH,22.2,26.0,,,7.6,7.6,482,525,0.9,0.9,2.40,194.00,,,,
2468,UTTAR PRADESH,22.8,26.0,,,7.6,7.7,458,474,1.2,1.2,0.16,1.40,,,,
2469,UTTAR PRADESH,25.4,26.5,0.0,0.0,7.0,7.1,1188,1400,0.2,0.4,1.25,1.33,2,2,2,2
2470,UTTAR PRADESH,25.3,26.2,0.0,0.0,7.1,7.1,1624,1673,0.3,0.4,1.54,1.61,2,2,2,2
2471,UTTAR PRADESH,22.0,24.0,,,5.6,7.2,516,560,2.6,3.6,,,,,,
2472,UTTAR PRADESH,17.0,17.0,,,7.2,7.2,640,640,,,1.60,1.60,,,,
2473,UTTAR PRADESH,17.0,17.0,,,7.1,7.1,715,715,,,2.10,2.10,,,2,2
2474,UTTAR PRADESH,19.0,19.0,,,7.8,7.8,1182,1182,,,0.12,0.12,,,,
2475,UTTAR PRADESH,18.0,18.0,,,8.1,8.1,1118,1118,,,0.14,0.14,,,,
2477,UTTAR PRADESH,24.6,25.1,,,7.2,7.4,932,1582,,,,,,,,
2478,UTTAR PRADESH,26.0,26.0,,,7.3,7.8,487,587,BDL,BDL,1.24,1.62,2,2,2,2
2479,UTTAR PRADESH,23.0,25.0,6.4,6.4,7.2,7.3,232,236,0.3,0.5,,,2,2,33,37
2480,UTTAR PRADESH,19.0,19.0,1.8,1.8,7.0,7.0,340,340,,,,,,,,
1748,UTTARAKHAND,28.0,30.0,0.0,0.0,7.5,7.5,240,360,2.4,3.2,,,,,,
3440,UTTARAKHAND,29.0,30.0,0.0,0.0,6.8,7.5,390,535,1.6,1.8,,,,,,
3441,UTTARAKHAND,29.0,30.0,0.0,0.0,7.1,7.5,323,520,1.4,13.0,,,,,,
3442,UTTARAKHAND,29.0,29.0,0.0,0.0,7.4,7.6,296,306,1.4,1.8,,,,,,
3443,UTTARAKHAND,29.0,30.0,0.0,0.0,7.4,7.5,263,320,2.0,2.4,,,,,,
3444,UTTARAKHAND,32.0,32.0,0.0,0.0,7.2,7.2,350,350,1.2,1.2,,,,,,
3445,UTTARAKHAND,32.0,32.0,0.0,0.0,7.4,7.4,580,580,1.6,1.6,,,,,,
3446,UTTARAKHAND,26.0,30.0,0.0,0.0,7.3,7.5,249,420,1.4,1.6,,,,,,
3447,UTTARAKHAND,28.6,28.6,0.0,0.0,7.3,7.3,320,320,1.8,1.8,,,,,,
3448,UTTARAKHAND,25.0,30.0,0.0,0.0,7.3,7.4,296,490,1.2,8.0,,,,,,
3449,UTTARAKHAND,30.0,30.0,0.0,0.0,7.2,7.2,340,340,2.2,2.2,,,,,,
3450,UTTARAKHAND,17.0,18.0,,,7.0,7.5,422,486,,,,,,,2,2
3451,UTTARAKHAND,17.0,20.0,,,7.4,7.4,451,970,,,,,,,2,2
3452,UTTARAKHAND,19.0,19.0,,,7.1,7.1,1770,1770,,,,,,,2,2
3453,UTTARAKHAND,18.0,18.0,,,7.2,7.7,372,1044,,,,,,,2,2
3454,UTTARAKHAND,17.0,18.0,,,7.2,7.5,510,890,,,,,,,2,2
3455,UTTARAKHAND,18.0,20.0,,,7.1,7.9,373,572,,,,,,,2,2
3456,UTTARAKHAND,15.0,16.0,,,7.2,7.4,,,,,,,,,2,2
3457,UTTARAKHAND,15.0,17.0,,,7.3,7.3,,,,,,,,,2,2
1766,WEST BENGAL,27.0,30.5,,,8.4,8.4,669,752,0.5,0.6,BDL,0.05,,,2,2
1767,WEST BENGAL,26.0,27.0,,,8.0,8.2,174,431,0.5,0.6,0.11,0.21,,,,
1768,WEST BENGAL,23.5,30.0,,,7.8,8.3,406,462,0.5,0.7,0.13,0.21,2,2,3,7
1769,WEST BENGAL,31.0,31.0,,,7.3,7.9,1265,2422,0.4,0.7,0.38,0.75,,,,
1770,WEST BENGAL,26.0,34.0,,,7.4,7.7,2090,2369,0.6,1.2,0.16,1.17,,,,
1771,WEST BENGAL,27.0,28.0,,,7.3,7.6,868,1245,0.7,2.6,0.52,0.60,3,3,5,5
1772,WEST BENGAL,27.0,29.0,,,7.4,7.9,377,1094,0.1,0.6,0.24,0.37,3,3,6,6
1773,WEST BENGAL,29.0,31.0,,,7.6,7.7,2154,2463,0.5,0.6,0.12,1.44,110,110,220,300
1774,WEST BENGAL,26.0,27.0,,,7.4,7.4,2309,2343,0.6,1.3,0.10,2.80,4,4,9,9
1775,WEST BENGAL,27.0,27.0,,,7.4,7.7,2060,2300,0.6,1.4,0.05,0.05,2,2,4,4
1776,WEST BENGAL,25.0,29.0,,,7.7,7.8,872,939,0.5,2.9,0.07,0.49,,,,
1777,WEST BENGAL,28.0,28.0,,,7.9,8.2,966,1101,0.8,1.4,0.03,0.29,2,2,2,4
1778,WEST BENGAL,24.0,29.0,,,7.5,7.8,738,836,0.9,1.3,0.15,0.34,,,,
