STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,,
3423,TRIPURA,26,28,5.2,5.9,91,113,0,0,0,0,0,0,0,0,,
3424,TRIPURA,26,27.5,5,5.8,81,113,0,0,0,0,0,0,0,0,,
3425,TRIPURA,26,27.5,5.1,6.1,96,148,0,0,0,0,0,0,0,0,,
3426,TRIPURA,26,27,5.2,6.9,61,84,0,0,0,0,0,0,0,0,,
3427,TRIPURA,26,28,6.1,6.8,82,114,0,0.1,0,0.1,0,0,0,0,,
3428,TRIPURA,26,27,5.4,6.4,62,88,0,0,0,0,0,0,0,0,,
3429,TRIPURA,26,27.5,5.4,6.2,141,253,0,0,0,0,0,0,0,0,,
3430,TRIPURA,26,27,5.7,6.9,69,88,0,0,0,0,0,0,0,0,,
3431,TRIPURA,26,27.5,5.2,6,82,98,0,0,0,0,0,0,0,0,,
3432,TRIPURA,26,27,6.1,6.8,92,114,0,0,0,0,0,0,0,0,,
3433,TRIPURA,26,27.5,6.9,7.8,172,299,0,0,0,0,0,220,0,0,,
3434,TRIPURA,26,27,5.2,5.9,188,269,0,0,0,0,0,0,0,0,,
3435,TRIPURA,26,27.5,7.5,8,244,359,0,0,0,0,0,0,0,0,,
3436,TRIPURA,26,27,6.1,6.8,231,359,0,0,0,0,0,0,0,0,,
1736,UTTAR PRADESH,19,29,6.9,6.9,992,1032,3.9,4.8,3.1,4.5,70,110,150,330,,
1737,UTTAR PRADESH,22,29,7,7,736,778,3.3,3.3,2.5,2.9,60,80,110,220,,
1738,UTTAR PRADESH,,,7.6,7.6,783,783,,,1.2,1.2,,,,,,
1739,UTTAR PRADESH,,,6.8,6.8,1943,1943,,,1.3,1.3,,,,,,
1740,UTTAR PRADESH,,,7.4,7.4,2070,2070,,,0.9,0.9,,,,,,
1741,UTTAR PRADESH,,,7.7,7.7,766,766,,,0.8,0.8,,,,,,
1742,UTTAR PRADESH,30,30,7.7,7.7,673,673,,,0.2,0.2,,,,,,
1743,UTTAR PRADESH,30,30,7.6,7.6,1758,1758,,,5.7,5.7,,,,,,
1744,UTTAR PRADESH,20,20,7.3,7.3,2554,2554,,,3.6,3.6,,,,,,
1745,UTTAR PRADESH,20,20,7.1,7.1,1428,1428,,,5.2,5.2,,,,,,
1746,UTTAR PRADESH,20,22,7.6,7.7,811,811,,,0.1,0.2,,,,,,
1747,UTTAR PRADESH,18,22,7.8,7.8,852,859,,,0.2,0.2,,,,,,
1749,UTTAR PRADESH,20,20,7.3,7.3,680,680,,,3.8,3.8,,,,,,
1750,UTTAR PRADESH,20,20,7.2,7.2,610,610,,,2.8,2.8,,,,,,
1754,UTTAR PRADESH,21,21,7,7,769,769,,,0.5,0.5,,,,,,
1755,UTTAR PRADESH,21,21,7.4,7.4,1318,1318,,,0.5,0.5,,,,,,
1756,UTTAR PRADESH,27,27,7.5,7.5,452,452,,,3.8,3.8,,,,,,
1757,UTTAR PRADESH,24.1,24.3,7.3,7.3,814,970,0.2,0.2,1.2,1.7,,,,,,
1758,UTTAR PRADESH,26.5,26.5,7.5,7.5,508,508,,,3.6,3.6,,,,,,
1759,UTTAR PRADESH,24.3,24.6,7.3,7.7,743,785,0.2,0.3,1.3,1.4,,,,,,
1760,UTTAR PRADESH,24.4,24.6,7.1,7.2,1190,1284,0.3,0.5,1.5,1.6,,,,,,
1761,UTTAR PRADESH,24.2,24.3,7.2,7.2,1192,1238,0.2,0.4,1.6,1.7,,,,,,
2467,UTTAR PRADESH,26.5,26.5,7.5,7.5,520,520,,,3.2,3.2,,,,,,
2468,UTTAR PRADESH,27.5,27.5,7.5,7.5,485,485,,,3.5,3.5,,,,,,
2469,UTTAR PRADESH,24.3,24.5,7.2,7.4,1256,1264,0.3,0.4,1.5,1.5,,,,,,
2470,UTTAR PRADESH,24.4,24.6,7.2,7.3,1475,1604,0.4,0.5,1.6,1.7,,,,,,
2471,UTTAR PRADESH,20,28,7.9,8,492,512,2.4,2.8,0.4,0.4,40,60,80,168,,
2472,UTTAR PRADESH,19,19,7.2,7.2,710,710,,,1.3,1.3,,,,,,
2473,UTTAR PRADESH,20,20,7.6,7.6,690,690,,,3.4,3.4,,,,,,
2474,UTTAR PRADESH,18,20,7.8,7.8,756,761,,,0.2,0.2,,,,,,
2475,UTTAR PRADESH,19,22,8.1,8.1,753,781,,,0.2,0.3,,,,,,
2478,UTTAR PRADESH,30.5,30.5,7.6,7.6,630.5,630.5,,,0.2,0.2,,,,,,
2479,UTTAR PRADESH,24.5,24.5,7.2,7.2,240,240,1,1,0,0,0,0,35,35,,
2481,UTTAR PRADESH,20,20,7.2,7.2,610,610,,,1.5,1.5,,,,,,
1748,UTTARAKHAND,24,27,7.6,7.7,340,360,1.4,1.6,0,0,,,,,,
3440,UTTARAKHAND,24,31,7,7.1,430,450,1,1.2,0,0,,,,,,
3441,UTTARAKHAND,24,30,6.2,6.8,460,480,1.4,1.6,0,0,,,,,,
3442,UTTARAKHAND,24,30,7.2,7.4,250,270,1.2,1.4,0,0,,,,,,
3443,UTTARAKHAND,24,31,7.1,7.3,260,280,1,1,0,0,,,,,,
3444,UTTARAKHAND,24,31,7.1,7.3,270,290,1.2,1.4,0,0,,,,,,
3445,UTTARAKHAND,24,31,7.3,7.4,270,280,1,1.2,0,0,,,,,,
3446,UTTARAKHAND,24,32,7.2,7.4,390,430,1.4,1.6,0,0,,,,,,
3447,UTTARAKHAND,24,28,7.6,7.7,310,320,1.4,1.6,0,0,,,,,,
3448,UTTARAKHAND,24,29,7.3,7.4,330,360,1.2,1.6,0,0,,,,,,
3449,UTTARAKHAND,24,27,7.4,7.6,260,280,1,1.4,0,0,,,,,,
3450,UTTARAKHAND,18,18,6.9,7.1,434,434,,,0,0,,,,,,
3451,UTTARAKHAND,20,20,7.4,7.4,960,960,,,0,0,,,,,,
3452,UTTARAKHAND,19,19,7,7.5,1930,1930,,,0,0,,,,,,
3453,UTTARAKHAND,18,18,7.2,7.3,1104,1104,,,0,0,,,,,,
3454,UTTARAKHAND,18,18,7.3,7.5,902,902,,,0,0,,,,,,
3455,UTTARAKHAND,20,20,7.1,7.5,581,581,,,0,0,,,,,,
3456,UTTARAKHAND,15,18,7.2,7.6,169,169,,,0,0,,,,,,
3457,UTTARAKHAND,15,18,7.2,7.3,182,182,,,0,0,,,,,,
1766,WEST BENGAL,29,30,8,8.6,739,847,0.4,0.9,0.4,1.1,,,,,,
1767,WEST BENGAL,29,29,7.5,7.5,989,1023,0.6,0.8,0.7,1.3,,,,,,
1768,WEST BENGAL,26,28,7,7.3,754,790,0.5,1.5,1.4,2.2,,,,,,
1769,WEST BENGAL,32,34,7.6,7.8,1816,1898,0.8,0.9,0,0,,,,,,
1770,WEST BENGAL,32,35,7.2,7.7,2450,2880,0.7,2.9,0.3,0.4,7,7,11,11,,
1771,WEST BENGAL,28,29,7.4,7.8,996,1084,0.7,1.1,0.9,1.2,0,0,0,0,,
1772,WEST BENGAL,28,29,7,7.2,735,1224,0.1,1.4,0.2,0.5,0,0,0,0,,
1773,WEST BENGAL,30,32,7.2,7.6,1930,1945,0.9,1.5,0.2,0.2,4,130,9,240,,
1774,WEST BENGAL,28,30,7,7.4,1785,1792,0.5,2.1,0.1,0.1,,,,,,
1775,WEST BENGAL,29,30,7,7.2,1780,1874,1.7,1.8,0.1,0.1,1,9,5,23,,
1776,WEST BENGAL,28,31,7.2,7.4,1324,1346,1,1.4,0.1,0.1,,,,,,
1777,WEST BENGAL,28,29,7.7,8.1,830,849,0.7,0.9,0.2,0.3,,,,,,
1778,WEST BENGAL,31,32,7.3,8.4,683,710,2.1,3.9,0.3,0.3,,,,,,
1779,WEST BENGAL,28,28,7.1,7.4,1130,1152,0.4,0.6,0.2,0.3,,,,,,
1813,WEST BENGAL,27,28,7.5,7.6,548,807,1.5,1.8,0.1,1.3,,,,,,
1931,WEST BENGAL,29,31,7.1,7.7,2045,2525,0.6,1.9,0.2,0.4,,,,,,
1932,WEST BENGAL,29,30,7.3,7.4,954,1323,0.7,1.8,0.1,0.1,,,,,,
1933,WEST BENGAL,30,31,7.1,7.6,1410,1469,1.6,1.8,0.1,0.2,4,280,13,500,,
1934,WEST BENGAL,28,31,7.1,7.5,2,2398,0.5,1.3,0.3,0.3,,,,,,
1935,WEST BENGAL,29,30,7.1,7.6,1470,1482,1.3,1.6,0.1,0.3,50,50,70,70,,
1936,WEST BENGAL,27,30,7.2,7.7,881,897,0.3,1,0.1,0.2,,,,,,
1937,WEST BENGAL,28,30,7.9,8,255,997,1.5,2.7,0.1,0.2,,,,,,
1938,WEST BENGAL,28,32,6.8,8.4,1125,1786,0.1,1.4,0.2,0.6,0,0,0,0,,
1939,WEST BENGAL,29,29,7,7.5,410,735,0.1,0.9,0.6,0.9,0,0,0,0,,
1940,WEST BENGAL,26,28,7.1,7.3,554,836,0.5,0.8,0.3,0.9,,,,,,
1941,WEST BENGAL,27,28,7.2,7.6,393,395,1.1,1.3,0.2,0.8,,,,,,
1942,WEST BENGAL,33,34,7.5,7.6,1319,1380,0.4,0.8,0.1,0.2,,,,,,
1943,WEST BENGAL,31,32,7.1,7.2,370,415,0.5,0.9,0,0,11,170,22,900,,
1944,WEST BENGAL,32,33,6.5,7.2,102,138,0.5,1,0.6,0.8,,,,,,
1945,WEST BENGAL,23,28,7.3,7.3,558,696,0.5,0.6,0.2,0.2,0,0,0,0,,
2510,WEST BENGAL,28.5,33,7.5,8,1005,1038,0.2,0.5,0,0.1,,,,,,
2515,WEST BENGAL,28,30,7.5,7.6,587,596,1.4,1.6,0.1,0.6,0,0,0,0,,
2516,WEST BENGAL,28,29,7.2,7.7,748,754,0.7,1.1,0.3,0.7,0,0,0,0,,
2526,WEST BENGAL,21,28,6.3,7.7,116,260,0.6,2,0.2,0.3,50,130,130,500,,
2528,WEST BENGAL,28,29,7,7.4,371,495,0.8,2.4,0.4,0.9,,,,,,
2529,WEST BENGAL,28.5,29,6.8,6.9,755,782,0.4,0.9,1.3,2.3,,,,,,
2530,WEST BENGAL,66,68,9.2,9.7,526,613,1.2,1.9,0.2,0.3,,,,,,
2533,WEST BENGAL,24.5,29,7.4,7.6,490,709,0.6,1.2,0.3,1.3,,,,,,
2535,WEST BENGAL,25,38,7.7,7.8,461,516,0.4,0.6,0.2,0.3,,,,,,
2536,WEST BENGAL,24,29,7,7.8,816,915,0.8,1.2,1.3,2.2,400,400,800,800,,
2537,WEST BENGAL,25,29,6.9,7.7,364,579,0.6,0.8,1.3,2.4,,,,,,
2538,WEST BENGAL,24,29,7,7.3,349,354,1.3,3.3,0.9,1.3,,,,,,
2540,WEST BENGAL,24.5,30,7.2,7.4,1815,2008,0.7,0.8,0.7,1,,,,,,
2542,WEST BENGAL,25,29,6.5,6.7,1021,1074,0.5,1.1,0.2,2.4,,,,,,
2543,WEST BENGAL,25.5,29,5.7,8,175,193,0.5,0.6,1.6,2.3,,,,,,
2545,WEST BENGAL,26.5,32.5,6.9,7.1,1352,1932,0.8,0.9,1.4,2.2,,,,,,
2546,WEST BENGAL,28,30,7.3,8,921,964,0.8,1,0.1,0.1,,,,,,
2547,WEST BENGAL,28,28,6.9,7.6,929,2012,0.9,1.9,0.5,0.6,9,80,16,110,,
2548,WEST BENGAL,31,32,7.8,8.1,237,369,1.2,1.6,0.1,0.1,,,,,,
